,Date,Home,HG,Away,AG
1318,2021-05-29,RSL,1,MIN,1
1319,2021-05-29,COL,2,FCD,0
1320,2021-05-29,SKC,3,HOU,2
1321,2021-05-29,MIA,0,DCU,3
1322,2021-05-29,LAG,0,SJE,0
1323,2021-05-29,LAFC,1,NYC,2
1324,2021-05-29,ATL,2,NSH,2
1325,2021-05-29,CLB,2,TOR,1
1326,2021-05-29,CIN,0,NER,1
1327,2021-05-29,NYRB,2,ORL,1
1328,2021-05-29,CHI,0,MTL,1
1329,2021-05-23,NSH,1,ATX,0
1330,2021-05-23,DCU,0,PHI,1
1331,2021-05-23,SEA,1,ATL,1
1332,2021-05-22,LAFC,2,COL,1
1333,2021-05-22,SJE,1,SKC,3
1334,2021-05-22,HOU,2,VAN,1
1335,2021-05-22,NER,3,NYRB,1
1336,2021-05-22,FCD,2,RSL,2
1337,2021-05-22,NYC,1,CLB,2
1338,2021-05-22,ORL,1,TOR,0
1339,2021-05-22,CHI,1,MIA,0
1340,2021-05-22,POR,3,LAG,0
1341,2021-05-22,MTL,1,CIN,2
1342,2021-05-16,SEA,2,LAFC,0
1343,2021-05-16,DCU,0,ORL,1
1344,2021-05-16,NER,1,CLB,0
1345,2021-05-16,CIN,2,MIA,3
1346,2021-05-16,SKC,3,VAN,0
1347,2021-05-15,SJE,0,POR,2
1348,2021-05-15,RSL,0,NSH,0
1349,2021-05-15,COL,3,HOU,1
1350,2021-05-15,MIN,1,FCD,0
1351,2021-05-15,PHI,1,NYRB,0
1352,2021-05-15,ATL,1,MTL,0
1353,2021-05-15,LAG,2,ATX,0
1354,2021-05-15,NYC,1,TOR,1
1355,2021-05-13,DCU,1,CHI,0
1356,2021-05-12,SJE,0,SEA,1
1357,2021-05-12,MIN,1,VAN,0
1358,2021-05-12,HOU,1,SKC,0
1359,2021-05-12,PHI,1,NER,1
1360,2021-05-12,MIA,0,MTL,2
1361,2021-05-12,TOR,2,CLB,0
1362,2021-05-09,SKC,2,ATX,1
1363,2021-05-09,POR,1,SEA,2
1364,2021-05-09,MIA,1,ATL,1
1365,2021-05-08,COL,3,MIN,2
1366,2021-05-08,LAG,2,LAFC,1
1367,2021-05-08,ORL,1,NYC,1
1368,2021-05-08,FCD,1,HOU,1
1369,2021-05-08,VAN,2,MTL,0
1370,2021-05-08,NSH,2,NER,0
1371,2021-05-08,CLB,1,DCU,1
1372,2021-05-08,NYRB,2,TOR,0
1373,2021-05-08,CHI,0,PHI,2
1374,2021-05-07,RSL,1,SJE,2
1375,2021-05-02,VAN,0,COL,1
1376,2021-05-02,SEA,3,LAG,0
1377,2021-05-02,NSH,0,MIA,0
1378,2021-05-01,SJE,4,DCU,1
1379,2021-05-01,MIN,0,ATX,1
1380,2021-05-01,FCD,4,POR,1
1381,2021-05-01,PHI,0,NYC,2
1382,2021-05-01,ORL,3,CIN,0
1383,2021-05-01,NER,2,ATL,1
1384,2021-05-01,HOU,1,LAFC,1
1385,2021-05-01,MTL,0,CLB,0
1386,2021-05-01,RSL,3,SKC,1
1387,2021-05-01,NYRB,2,CHI,0
1388,2021-04-25,LAG,3,NYRB,2
1389,2021-04-24,POR,2,HOU,0
1390,2021-04-24,COL,1,ATX,3
1391,2021-04-24,PHI,1,MIA,2
1392,2021-04-24,ATL,2,CHI,1
1393,2021-04-24,MIN,1,RSL,2
1394,2021-04-24,NER,0,DCU,0
1395,2021-04-24,LAFC,1,SEA,1
1396,2021-04-24,SJE,3,FCD,1
1397,2021-04-24,TOR,2,VAN,2
1398,2021-04-24,NSH,2,MTL,2
1399,2021-04-24,NYC,4,CIN,0
1400,2021-04-23,SKC,1,ORL,1
1401,2021-04-18,VAN,1,POR,0
1402,2021-04-18,CLB,0,PHI,0
1403,2021-04-18,MIA,2,LAG,3
1404,2021-04-17,CHI,2,NER,2
1405,2021-04-17,NSH,2,CIN,2
1406,2021-04-17,NYRB,1,SKC,2
1407,2021-04-17,FCD,0,COL,0
1408,2021-04-17,DCU,2,NYC,1
1409,2021-04-17,LAFC,2,ATX,0
1410,2021-04-17,ORL,0,ATL,0
1411,2021-04-17,MTL,4,TOR,2
1412,2021-04-16,SEA,4,MIN,0
1413,2021-04-16,HOU,2,SJE,1
