,Player_ID,Season,Base Salary,Guaranteed Compensation
2666,Darlington-Nagbe-2016-1,2016,500000,515000
2667,Pedro-Gallese-2022-1,2022,515000,515000
2669,Ryan-Hollingshead-2023-1,2023,515000,515000
2671,Michael-de-Leeuw-2016-1,2016,450000,514213
2672,Román-Torres-2015-1,2015,438000,513813
2673,Marko-Maric-2021-1,2021,465000,513250
2675,Carlos-Coronel-2021-1,2021,462996,512656
2677,Stefan-Frei-2020-1,2020,500000,512500
2678,Connor-Ronan-2023-1,2023,460000,512400
2681,José-Cifuentes-2023-1,2023,467875,511750
2682,Brian-White-2023-1,2023,511000,511000
2684,Sean-Johnson-2021-1,2021,510000,510000
2686,Diego-Palacios-2022-1,2022,486000,510000
2688,Jesús-David-Murillo-2022-1,2022,450000,509500
2690,Jesús-David-Murillo-2023-1,2023,450000,509500
2692,Román-Torres-2017-1,2017,433000,508813
2694,Jay-Simpson-2017-1,2017,465000,508333
2696,Erik-López-2021-1,2021,340000,508300
2698,Hassani-Dotson-2023-1,2023,450000,507500
2700,Federico-Navarro-2023-1,2023,450000,507500
2702,Brayan-Vera-2023-1,2023,450000,507000
2704,Dániel-Sallói-2022-1,2022,450000,506667
2706,Kenneth-Vermeer-2020-1,2020,500000,506000
2707,Alan-Franco-2021-1,2021,378000,505500
2709,Haris-Medunjanin-2017-1,2017,460008,505008
2711,Diego-Gomez-2023-1,2023,500000,504167
2712,Tim-Melia-2021-1,2021,500000,504167
2714,Nedum-Onuoha-2019-1,2019,450000,504000
2716,Danny-Hoesen-2017-1,2017,425004,503129
2718,Santiago-Sosa-2021-1,2021,385000,503100
2720,Juan-Agudelo-2017-1,2017,475000,502500
2722,Jonathan-Bond-2021-1,2021,450000,501875
2724,Ilsinho-2021-1,2021,450000,501250
2726,Tim-Leibold-2023-1,2023,500000,501050
2728,Xavier-Arreaga-2019-1,2019,393600,500850
2730,Xavier-Arreaga-2020-1,2020,393600,500850
2731,Xavier-Arreaga-2021-1,2021,393600,500850
2733,Alexandru-Mitrita-2019-1,2019,500000,500000
2734,Omar-Gaber-2018-1,2018,500000,500000
2735,Michael-Barrios-2019-1,2019,500000,500000
2737,Juan-Fernando-Caicedo-2019-1,2019,500000,500000
2738,Roger-Espinoza-2021-1,2021,500000,500000
2740,Keaton-Parks-2022-1,2022,500000,500000
2743,Bill-Hamid-2020-1,2020,500000,500000
2744,Bill-Hamid-2021-1,2021,500000,500000
2746,Russell-Canouse-2021-1,2021,500000,500000
2748,Andre-Blake-2018-1,2018,450000,500000
2750,Gonzalo-Verón-2016-1,2016,500000,500000
2752,Gonzalo-Verón-2017-1,2017,500000,500000
2754,Diego-Valeri-2014-1,2014,500000,500000
2757,Alex-Muyl-2023-1,2023,500000,500000
2760,Roberto-Puncec-2020-1,2020,500000,500000
2761,Maximiliano-Morález-2023-1,2023,480000,500000
2762,Paxton-Pomykal-2020-1,2020,500000,500000
2763,Dax-McCarty-2016-1,2016,400000,500000
2765,Dax-McCarty-2017-1,2017,400000,500000
2766,Brooks-Lennon-2022-1,2022,500000,500000
2768,Fafa-Picault-2021-1,2021,500000,500000
2770,Matt-Turner-2022-1,2022,500000,500000
2771,Justin-Meram-2021-1,2021,500000,500000
2773,Andy-Polo-2021-1,2021,500000,500000
2776,Uri-Rosell-2023-1,2023,500000,500000
2778,Moussa-Djitté-2021-1,2021,500000,500000
2779,Stefan-Frei-2021-1,2021,500000,500000
2781,Stefan-Frei-2022-1,2022,500000,500000
2783,Nigel-de-Jong-2016-1,2016,500000,500000
2785,Lee-Nguyen-2016-1,2016,500000,500000
2787,Lee-Nguyen-2017-1,2017,500000,500000
2789,Lee-Nguyen-2018-1,2018,500000,500000
2791,Steve-Birnbaum-2017-1,2017,474996,499996
2793,Romain-Métanire-2020-1,2020,400000,499250
2794,Daniel-Lovitz-2022-1,2022,498750,498750
2796,Jefferson-Savarino-2019-1,2019,475008,498696
2798,Marko-Maric-2020-1,2020,450000,498250
2799,Aníbal-Godoy-2019-1,2019,450000,498125
2801,Tomás-Martínez-2017-1,2017,315000,497925
2802,Jere-Uronen-2023-1,2023,450000,497813
2803,Ahmed-Hamdi-2021-1,2021,400000,497500
2805,Elias-Manoel-2023-1,2023,420000,497250
2807,Leonardo-Bertone-2019-1,2019,450000,496667
2809,Kenneth-Kronholm-2020-1,2020,433200,496200
2810,David-Ayala-2023-1,2023,375000,496000
2812,Artur-2020-1,2020,444000,495633
2813,Kléberson-2013-1,2013,495000,495000
2816,Christian-Mafla-2021-1,2021,400000,495000
2818,Dru-Yearwood-2020-1,2020,450000,494750
2819,Andrés-Reyes-2023-1,2023,450000,494375
2827,Eduard-Atuesta-2019-1,2019,475000,493000
2829,Vito-Wormgoor-2021-1,2021,415000,492875
2831,Yamil-Asad-2020-1,2020,425000,492667
2832,Julián-Aude-2023-1,2023,275000,492000
2833,Román-Torres-2016-1,2016,416000,491813
2836,Tristan-Muyumba-Nkita-2023-1,2023,450000,491600
2837,Will-Johnson-2019-1,2019,455004,491004
2839,Ranko-Veselinovic-2022-1,2022,405000,490500
2841,Johan-Kappelhof-2021-1,2021,462500,490333
2843,Antony-2023-1,2023,425000,490042
2844,Luis-Robles-2019-1,2019,490000,490000
2846,Tomás-Martínez-2018-1,2018,305004,487929
2848,Sam-Vines-2021-1,2021,425000,487677
2849,Bill-Hamid-2019-1,2019,461820,487495
2851,Andrés-Ricaurte-2021-1,2021,450000,487178
2853,Jhegson-Méndez-2019-1,2019,450000,486750
2855,Jorge-Villafaña-2021-1,2021,450000,486667
2859,Anderson-Julio-2021-1,2021,402000,485875
2861,Juan-José-Purata-2022-1,2022,400000,483500
2862,Juan-José-Purata-2023-1,2023,400000,483500
2864,Maxime-Chanot-2023-1,2023,400000,483333
2865,Alexandru-Matan-2023-1,2023,450000,483250
2867,Ola-Kamara-2017-1,2017,450000,482500
2869,Kemar-Lawrence-2022-1,2022,400000,482500
2871,Caleb-Stanko-2020-1,2020,429000,482333
2872,Francisco-Ginella-2020-1,2020,360000,482250
2873,Alex-Bono-2021-1,2021,450000,482000
2875,Nikola-Vujnovic-2022-1,2022,428580,481705
2876,Chris-Durkin-2023-1,2023,425000,481250
2878,Larrys-Mabiala-2017-1,2017,431667,480917
2879,Eloy-Room-2021-1,2021,425004,479698
2881,José-Gonçalves-2014-1,2014,450000,479375
2883,José-Gonçalves-2015-1,2015,450000,479375
2885,José-Gonçalves-2016-1,2016,450000,479375
2887,Ilsinho-2016-1,2016,430000,478333
2889,Rándall-Leal-2021-1,2021,420000,477750
2891,Kevin-Molino-2018-1,2018,425004,477504
2893,Ibrahim-Aliyu-2023-1,2023,425004,476383
2894,Sean-Nealis-2023-1,2023,400000,476250
2896,Ilsinho-2020-1,2020,425000,476250
2897,Bradley-Wright-Phillips-2021-1,2021,410000,475750
2899,C.J.-Sapong-2019-1,2019,475000,475000
2901,Dave-Romney-2022-1,2022,475000,475000
2903,William-Yarbrough-2023-1,2023,400000,475000
2905,Uri-Rosell-2021-1,2021,475000,475000
2907,Uri-Rosell-2022-1,2022,475000,475000
2909,Perry-Kitchen-2019-1,2019,450000,474167
2910,Perry-Kitchen-2018-1,2018,450000,474167
2914,Aníbal-Godoy-2018-1,2018,425000,473125
2916,Gyasi-Zardes-2016-1,2016,472500,472500
2918,Justen-Glad-2020-1,2020,450000,471700
2919,Daniel-Royer-2017-1,2017,450000,471667
2920,Corey-Baird-2022-1,2022,440000,471031
2922,Stefan-Aigner-2017-1,2017,425000,470885
2923,Georgios-Koutsias-2023-1,2023,470800,470800
2925,Will-Johnson-2018-1,2018,434004,470004
2927,Ronald-Matarrita-2020-1,2020,350000,470000
2928,Nick-Rimando-2017-1,2017,450000,470000
2930,Samuel-Piette-2023-1,2023,397375,469563
2932,Andrés-Reyes-2022-1,2022,425000,469375
2934,Teal-Bunbury-2023-1,2023,425000,469167
2936,Adalberto-Carrasquilla-2021-1,2021,418908,469132
2937,Adalberto-Carrasquilla-2022-1,2022,418908,469132
2939,Geoff-Cameron-2022-1,2022,387000,469000
2940,Daniel-Steres-2022-1,2022,450000,468750
2942,Justin-Meram-2022-1,2022,425000,468750
2944,Jelle-Van-Damme-2016-1,2016,425000,468750
2946,Toni-Datkovic-2021-1,2021,420000,468175
2947,Eduard-Atuesta-2018-1,2018,450000,468000
2949,Brendan-Hines-Ike-2023-1,2023,425000,467917
2951,Mike-Magee-2015-1,2015,400000,467500
2953,Jáder-Obrian-2022-1,2022,382500,467100
2955,Jáder-Obrian-2023-1,2023,382500,467100
2957,Pablo-Aránguiz-2019-1,2019,406667,466667
2959,Sean-Johnson-2020-1,2020,465000,465000
2962,Braian-Galván-2023-1,2023,365700,462022
2964,Laurent-Ciman-2020-1,2020,425000,460625
2965,Erik-Sviatchenko-2023-1,2023,410532,460532
2967,Luis-Robles-2018-1,2018,460000,460000
2969,Aljaz-Ivacic-2023-1,2023,375000,460000
2974,Larrys-Mabiala-2022-1,2022,450000,460000
2975,Pablo-Aránguiz-2018-1,2018,400000,460000
2976,Bill-Tuiloma-2023-1,2023,435000,459938
2978,Jesús-David-Murillo-2021-1,2021,400000,459500
2980,Will-Bruin-2021-1,2021,450000,458333
2982,Alexandru-Matan-2022-1,2022,425000,458250
2984,Brad-Guzan-2022-1,2022,445716,458216
2986,Joevin-Jones-2022-1,2022,360000,458100
2988,Marco-Farfan-2023-1,2023,425000,457813
2990,Ola-Kamara-2016-1,2016,425000,457500
2992,Hassani-Dotson-2022-1,2022,400000,457500
2994,Sega-Coulibaly-2022-1,2022,420000,457000
2996,Dániel-Sallói-2021-1,2021,400000,456667
2998,Darren-O'Dea-2013-1,2013,350000,456250
2999,Landon-Donovan-2016-1,2016,456000,456000
3000,Dany-Rosero-Valencia-2023-1,2023,456000,456000
3002,Brian-White-2022-1,2022,456000,456000
3004,Diego-Palacios-2021-1,2021,432000,456000
3006,Brandon-Servania-2022-1,2022,400000,455833
3008,Kelvin-Leerdam-2017-1,2017,380640,455640
3009,Samuel-Piette-2021-1,2021,425000,454750
3011,Álvaro-Saborio-2013-1,2013,360000,453333
3014,Álvaro-Saborio-2014-1,2014,360000,453333
3016,David-Mateos-2016-1,2016,420000,453333
3018,Robert-Voloder-2023-1,2023,425000,452860
3020,Juan-Agudelo-2016-1,2016,425000,452500
3022,Chris-Mavinga-2023-1,2023,399996,452496
3024,Kristijan-Kahlina-2022-1,2022,425000,451875
3026,Carlos-Ascues-2019-1,2019,420000,451500
3028,Tristan-Blackmon-2023-1,2023,400000,451208
3030,Cory-Burke-2022-1,2022,400000,450770
3032,Jesús-Ferreira-2020-1,2020,450000,450000
3033,Đorđe-Petrović-2023-1,2023,450000,450000
3034,Andreu-Fontàs-2023-1,2023,450000,450000
3036,Aurélien-Collin-2017-1,2017,450000,450000
3038,Aurélien-Collin-2018-1,2018,450000,450000
3042,Eric-Remedi-2021-1,2021,450000,450000
3044,Eric-Remedi-2022-1,2022,450000,450000
3046,Magnus-Eriksson-2019-1,2019,450000,450000
3048,Ignacio-Piatti-2017-1,2017,450000,450000
3051,Stuart-Findlay-2022-1,2022,450000,450000
3054,Cole-Bassett-2023-1,2023,450000,450000
3056,Josué-Colmán-2019-1,2019,450000,450000
3060,Andy-Najar-2023-1,2023,450000,450000
3062,Diego-Fagundez-2022-1,2022,450000,450000
3064,Larrys-Mabiala-2021-1,2021,450000,450000
3067,Antonio-Mlinar-Delamea-2020-1,2020,450000,450000
3068,Ethan-Finlay-2021-1,2021,450000,450000
3071,Omar-González-2022-1,2022,425000,450000
3073,Omar-González-2023-1,2023,425000,450000
3075,Graham-Zusi-2022-1,2022,450000,450000
3077,Will-Johnson-2017-1,2017,414000,450000
3079,David-Bingham-2020-1,2020,450000,450000
3080,Erik-Godoy-2021-1,2021,450000,450000
3082,Russell-Teibert-2022-1,2022,400000,449375
3083,Russell-Teibert-2023-1,2023,400000,449375
3085,Erik-Godoy-2019-1,2019,381818,449318
3087,Lucas-Janson-2018-1,2018,396000,449000
3088,Pablo-Ruiz-2021-1,2021,375000,448500
3090,Jakob-Glesnes-2021-1,2021,425000,448125
3092,Cristian-Dájome-2021-1,2021,400000,447917
3096,Tyler-Miller-2022-1,2022,425000,445938
3098,Christian-Ramirez-2023-1,2023,400000,445833
3100,Alistair-Johnston-2022-1,2022,400000,445625
3101,Ranko-Veselinovic-2020-1,2020,360000,445500
3102,Ranko-Veselinovic-2021-1,2021,360000,445500
3104,Brad-Davis-2015-1,2015,400000,445500
3106,Jhojan-Valencia-2023-1,2023,400000,445125
3108,Chris-Durkin-2022-1,2022,400000,445000
3110,Kalifa-Cissé-2013-1,2013,400000,445000
3112,Carlos-Rivas-2018-1,2018,444996,444996
3114,Jáder-Obrian-2021-1,2021,360000,444600
3116,Andrés-Reyes-2021-1,2021,400000,444375
3118,Teal-Bunbury-2022-1,2022,400000,444167
3119,Andrew-Farrell-2022-1,2022,425000,443750
3121,Marc-Rzatkowski-2020-1,2020,400000,443333
3122,Jakob-Glesnes-2020-1,2020,420000,443125
3123,Marko-Ilic-2023-1,2023,420000,442850
3124,Mauro-Díaz-2015-1,2015,364000,442400
3126,Nicolás-Stefanelli-2023-1,2023,400000,441667
3129,Marcos-López-2022-1,2022,400000,440250
3130,Michael-Mancienne-2020-1,2020,400000,440000
3131,Jhohan-Romaña-2022-1,2022,440000,440000
3133,Rodney-Redes-2023-1,2023,440000,440000
3135,Víctor-Vázquez-2022-1,2022,440000,440000
3137,Chris-Wondolowski-2020-1,2020,430000,440000
3138,Lucas-Ontivero-2016-1,2016,380000,440000
3140,Víctor-Vázquez-2021-1,2021,400000,439167
3144,Evan-Bush-2021-1,2021,376000,438667
3146,Arnór-Ingvi-Traustason-2022-1,2022,400000,438405
3147,Scott-Arfield-2023-1,2023,400000,437500
3149,Jack-Price-2019-1,2019,430000,437500
3151,Alan-Benítez-2022-1,2022,380000,437250
3153,Laurent-Ciman-2019-1,2019,400000,435625
3155,John-Tolkin-2023-1,2023,400000,435500
3159,Jonathan-Lewis-2021-1,2021,410000,435000
3161,Jonathan-Lewis-2022-1,2022,410000,435000
3163,Jonathan-Lewis-2023-1,2023,410000,435000
3165,Anton-Tinnerholm-2018-1,2018,350000,434925
3167,Adam-Lundkvist-2018-1,2018,405000,433750
3169,Will-Bruin-2020-1,2020,425000,433333
3170,Monsef-Bakrar-2023-1,2023,336000,432720
3171,Steven-Moreira-2021-1,2021,350000,432708
3172,Sergi-Palencia-2023-1,2023,225000,432500
3174,Alex-Bono-2020-1,2020,400000,432000
3177,Dayne-St.-Clair-2023-1,2023,410000,431875
3179,Auston-Trusty-2021-1,2021,375000,431250
3181,Chris-Pontius-2017-1,2017,400000,431000
3183,Brad-Stuver-2023-1,2023,408000,430813
3186,Luis-Robles-2017-1,2017,430000,430000
3187,Fafa-Picault-2020-1,2020,430000,430000
3188,Samuel-Piette-2022-1,2022,400000,429750
3189,Samuel-Piette-2020-1,2020,400000,429312
3190,Luciano-Acosta-2016-1,2016,327273,429273
3194,Robert-Voloder-2022-1,2022,400000,427860
3196,C.J.-Sapong-2021-1,2021,400000,427778
3198,Juan-Agudelo-2015-1,2015,400000,427500
3200,Damien-Perquis-2016-1,2016,378000,427500
3201,Lucas-Esteves-2022-1,2022,373032,426092
3202,Michael-Estrada-2022-1,2022,300000,425700
3203,Antonio-Mlinar-Delamea-2019-1,2019,425004,425004
3205,Ethan-Finlay-2020-1,2020,425004,425004
3206,Felipe-2018-1,2018,425000,425000
3208,Judson-2022-1,2022,420000,425000
3210,Erick-Torres-2015-1,2015,350000,425000
3212,Tyler-Miller-2023-1,2023,400000,425000
3214,Ignacio-Piatti-2016-1,2016,425000,425000
3216,Marcelo-Sarvas-2015-1,2015,360000,425000
3218,Marcelo-Sarvas-2016-1,2016,360000,425000
3220,Marcelo-Sarvas-2017-1,2017,360000,425000
3222,Stuart-Findlay-2021-1,2021,425000,425000
3224,Chase-Gasper-2023-1,2023,400000,425000
3226,Ethan-Finlay-2023-1,2023,425000,425000
3228,Justin-Meram-2020-1,2020,425000,425000
3229,Uri-Rosell-2020-1,2020,425000,425000
3231,Gabriel-Somi-2018-1,2018,391000,425000
3233,Matt-Hedges-2017-1,2017,399996,424996
3235,Alberth-Elis-2017-1,2017,423000,423000
3237,Nick-Rimando-2018-1,2018,400000,422500
3239,Thomas-Edwards-2022-1,2022,422481,422481
3240,Michael-Boxall-2021-1,2021,384000,422400
3242,Bobby-Wood-2023-1,2023,400000,421250
3244,Tyler-Miller-2021-1,2021,400000,420937
3246,Ronald-Matarrita-2019-1,2019,300000,420000
3250,Ola-Kamara-2020-1,2020,400000,420000
3251,Ola-Kamara-2021-1,2021,400000,420000
3253,Jhohan-Romaña-2021-1,2021,420000,420000
3255,Tommy-McNamara-2023-1,2023,420000,420000
3257,Uriel-Antuna-2019-1,2019,420000,420000
3259,Nick-Rimando-2016-1,2016,400000,420000
3261,Andrew-Farrell-2021-1,2021,400000,418750
3263,Yevhen-Cheberko-2023-1,2023,370000,418250
3264,Brendan-Hines-Ike-2022-1,2022,375000,417917
3266,Rándall-Leal-2020-1,2020,360000,417750
3267,Mike-Magee-2014-1,2014,350000,417500
3269,Brad-Smith-2023-1,2023,375000,416875
3271,Latif-Blessing-2022-1,2022,400000,416667
3273,Dario-Zuparic-2020-1,2020,400000,416667
3275,Darren-Mattocks-2018-1,2018,400000,416667
3277,Daniel-Lovitz-2021-1,2021,385000,415556
3282,Arnór-Ingvi-Traustason-2021-1,2021,375000,413405
3284,Kenwyne-Jones-2017-1,2017,390000,413333
3287,Rodney-Redes-2022-1,2022,412500,412500
3289,Larrys-Mabiala-2023-1,2023,400000,412500
3291,Nuno-Coelho-2016-1,2016,275000,412500
3292,Uri-Rosell-2018-1,2018,412500,412500
3294,Lucas-Esteves-2021-1,2021,369996,412467
3295,Benny-Feilhaber-2016-1,2016,400000,412188
3297,Kerwin-Calderón-Vargas-2023-1,2023,375000,412125
3299,Cristian-Techera-2018-1,2018,387000,412000
3301,Edwin-Mosquera-2023-1,2023,375000,412000
3303,Romain-Métanire-2019-1,2019,305000,411833
3305,José-Cifuentes-2020-1,2020,367875,411750
3306,José-Cifuentes-2021-1,2021,367875,411750
3308,José-Cifuentes-2022-1,2022,367875,411750
3310,Evan-Bush-2020-1,2020,349000,411667
3312,Artur-2019-1,2019,360000,411633
3314,Mauro-Díaz-2014-1,2014,325000,411000
3316,Chris-Pontius-2016-1,2016,380000,411000
3318,Pedro-Gallese-2021-1,2021,410000,410000
3320,Thomas-Edwards-2021-1,2021,409911,409911
3322,Jamal-Blackman-2021-1,2021,360000,409333
3323,Luis-Díaz-2022-1,2022,375000,408900
3325,James-Igbekeme-2022-1,2022,315000,408281
3327,Alexandru-Matan-2021-1,2021,375000,408250
3329,Maxime-Chanot-2018-1,2018,375000,408000
3331,Jack-Price-2018-1,2018,400000,407500
3333,Dániel-Sallói-2020-1,2020,350000,406667
3334,Frankie-Amaya-2023-1,2023,350000,406406
3336,Milton-Valenzuela-2021-1,2021,375000,406300
3338,Bill-Hamid-2015-1,2015,360000,405500
3340,Andrés-Romero-2017-1,2017,245000,405000
3341,Krisztián-Németh-2020-1,2020,375000,405000
3342,Eloy-Room-2020-1,2020,350004,404698
3343,Tomás-Conechny-2019-1,2019,396000,403500
3346,Kevin-Molino-2017-1,2017,350004,402504
3348,Sean-Davis-2021-1,2021,375000,402500
3350,Daniel-Steres-2023-1,2023,355000,402175
3352,Laurent-Ciman-2015-1,2015,370000,401667
3354,Fabio-2021-1,2021,380000,401400
3358,Leonard-Owusu-2021-1,2021,350000,401250
3360,Leonard-Owusu-2022-1,2022,350000,401250
3362,Tristan-Blackmon-2022-1,2022,350000,401208
3364,Cory-Burke-2021-1,2021,350000,400770
3366,Jason-Pendant-2022-1,2022,340000,400750
3367,Jhojan-Valencia-2022-1,2022,355000,400125
3369,Brad-Guzan-2017-1,2017,340008,400008
3370,Antonio-Mlinar-Delamea-2017-1,2017,400008,400008
3372,Antonio-Mlinar-Delamea-2018-1,2018,400008,400008
3374,Ethan-Finlay-2019-1,2019,400008,400008
3376,Michael-Barrios-2018-1,2018,400000,400000
3379,Amro-Tarek-2021-1,2021,400000,400000
3380,Steven-Vitória-2015-1,2015,400000,400000
3382,Ruan-2023-1,2023,400000,400000
3384,Justin-Morrow-2020-1,2020,400000,400000
3385,Julián-Carranza-2020-1,2020,400000,400000
3386,Sean-Johnson-2019-1,2019,400000,400000
3387,Keegan-Rosenberry-2022-1,2022,400000,400000
3389,Keegan-Rosenberry-2023-1,2023,400000,400000
3391,Alexandre-Pato-2022-1,2022,400000,400000
3393,Marcelino-Moreno-2021-1,2021,400000,400000
3395,Diego-Valeri-2013-1,2013,400000,400000
3398,Ignacio-Piatti-2015-1,2015,400000,400000
3400,Tomás-Conechny-2020-1,2020,400000,400000
3401,Osvaldo-Alonso-2014-1,2014,400000,400000
3403,Chris-Wondolowski-2021-1,2021,390000,400000
3406,Vincent-Nogueira-2016-1,2016,400000,400000
3407,Diego-Fagundez-2021-1,2021,400000,400000
3409,Daniel-2023-1,2023,400000,400000
3411,Ebenezer-Ofori-2019-1,2019,325000,400000
3413,Chase-Gasper-2022-1,2022,375000,400000
3414,Gudmundur-Thórarinsson-2021-1,2021,400000,400000
3417,Magnus-Eriksson-2018-1,2018,400000,400000
3420,Nicholas-Gioacchini-2023-1,2023,380004,399287
3422,Júnior-Moreno-2023-1,2023,349992,398741
3424,Jefferson-Savarino-2018-1,2018,375000,398688
3426,Michael-Boxall-2020-1,2020,360000,398400
3427,Tyler-Blackett-2021-1,2021,398400,398400
3429,Youba-Diarra-2021-1,2021,337000,398046
3431,Mauro-Díaz-2013-1,2013,312000,398000
3433,Adam-Lundkvist-2023-1,2023,350000,397500
3435,Michaell-Chirinos-2019-1,2019,360000,396875
3436,Cristian-Dájome-2020-1,2020,350000,396667
3437,Nacho-Gil-2023-1,2023,375000,396250
3439,Logan-Ndenbe-2022-1,2022,350000,396125
3441,Logan-Ndenbe-2023-1,2023,350000,396125
3446,Chris-Pontius-2015-1,2015,365000,396000
3448,Richard-Ledezma-2023-1,2023,350000,396000
3450,Tyler-Miller-2020-1,2020,375000,395938
3451,Daniel-Lovitz-2020-1,2020,365000,395556
3452,Bill-Hamid-2017-1,2017,350000,395500
3454,Will-Johnson-2016-1,2016,375000,395333
3456,Ronald-Matarrita-2018-1,2018,275000,395000
3458,David-Ayala-2022-1,2022,275000,395000
3460,DeJuan-Jones-2023-1,2023,375000,395000
3462,Luis-Robles-2020-1,2020,375000,395000
3463,Roland-Alberg-2017-1,2017,345000,394250
3465,Luciano-Abecasis-2021-1,2021,380000,394000
3467,Daniel-Steres-2021-1,2021,375000,393750
3469,Ryan-Hollingshead-2022-1,2022,393750,393750
3471,Thomás-Chacón-2020-1,2020,381000,393000
3472,Vito-Wormgoor-2020-1,2020,315000,392875
3473,Christian-Ramirez-2017-1,2017,350004,392504
3475,Kerwin-Calderón-Vargas-2022-1,2022,350000,392167
3476,Brad-Davis-2014-1,2014,345000,392063
3479,Kekuta-Manneh-2019-1,2019,375000,391667
3480,Teal-Bunbury-2021-1,2021,375000,391667
3483,Carlos-Ascues-2018-1,2018,360000,391500
3485,Joe-Willis-2023-1,2023,375000,391250
3487,Caleb-Stanko-2019-1,2019,337500,390833
3489,Kai-Wagner-2020-1,2020,348000,390150
3490,Pedro-Santos-2023-1,2023,350000,390000
3492,Eric-Remedi-2020-1,2020,390000,390000
3493,Geoff-Cameron-2021-1,2021,336000,389667
3495,Auro-2021-1,2021,360000,388750
3497,Janio-Bikel-2020-1,2020,350000,388750
3498,Janio-Bikel-2021-1,2021,350000,388750
3500,Wilder-Cartagena-2023-1,2023,348000,388250
3502,Shane-O'Neill-2023-1,2023,350000,388000
3504,Marcos-López-2019-1,2019,280000,387750
3506,Russell-Teibert-2021-1,2021,350000,387500
3508,Tomás-Avilés-2023-1,2023,360000,387500
3509,Ignacio-Piatti-2014-1,2014,387500,387500
3510,Yeimar-Gómez-Andrade-2021-1,2021,300000,387000
3513,Marco-Donadel-2016-1,2016,350000,386667
3515,Marco-Donadel-2017-1,2017,349992,386659
3516,Samuel-Tetteh-2020-1,2020,322500,386580
3517,Denil-Maldonado-2023-1,2023,355000,386167
3519,Jason-Pendant-2021-1,2021,325000,385750
3521,Felipe-2017-1,2017,385000,385000
3522,Cristian-Colmán-2017-1,2017,300000,385000
3524,Rodney-Redes-2021-1,2021,385000,385000
3526,Santiago-Moreno-2023-1,2023,340000,384993
3528,Mark-Delgado-2020-1,2020,303600,384850
3529,Iván-Franco-2023-1,2023,335000,384250
3531,Luis-Díaz-2021-1,2021,350004,383904
3533,Lassi-Lappalainen-2021-1,2021,383657,383657
3535,Graham-Zusi-2013-1,2013,350000,383250
3537,Maxime-Chanot-2016-1,2016,350004,383004
3538,Felipe-Mora-2023-1,2023,120000,383000
3541,Maxime-Chanot-2017-1,2017,350000,383000
3543,Kemar-Lawrence-2019-1,2019,340000,382750
3546,Alex-Bono-2019-1,2019,350000,382000
3548,Alexander-Ring-2017-1,2017,340000,381667
3549,Frankie-Amaya-2022-1,2022,325000,381406
3553,Auston-Trusty-2020-1,2020,325000,381250
3554,Ebenezer-Ofori-2018-1,2018,325000,381250
3556,Déiber-Caicedo-2023-1,2023,350000,381125
3558,Chris-Pontius-2014-1,2014,350000,381000
3560,Iván-Angulo-2022-1,2022,348000,380660
3561,Iván-Angulo-2023-1,2023,348000,380660
3563,Ismael-Tajouri-Shradi-2019-1,2019,350000,380500
3565,Pedro-Gallese-2020-1,2020,380000,380000
3566,Nicolás-Mezquida-2020-1,2020,350000,380000
3567,Nicolás-Mezquida-2021-1,2021,350000,380000
3569,Raúl-Rodríguez-2016-1,2016,350000,379333
3571,David-Ousted-2016-1,2016,360000,378933
3573,David-Ousted-2017-1,2017,360000,378933
3575,Kyle-Beckerman-2014-1,2014,350000,378750
3577,Kieran-Gibbs-2022-1,2022,370000,378167
3579,Ashley-Cole-2017-1,2017,350000,377625
3581,Sean-Davis-2020-1,2020,350000,377500
3582,Dairon-Asprilla-2023-1,2023,365000,377500
3583,Maxime-Crépeau-2023-1,2023,350000,377500
3585,Roland-Alberg-2016-1,2016,328000,377250
3587,Cristian-Techera-2017-1,2017,352000,377000
3589,Latif-Blessing-2021-1,2021,360000,376667
3592,Jefferson-Savarino-2017-1,2017,352500,376188
3593,Ramiro-Enrique-2023-1,2023,318182,375909
3595,Bryan-Oviedo-2023-1,2023,325000,375826
3597,Carlos-Rivas-2017-1,2017,375000,375000
3599,William-Yarbrough-2021-1,2021,300000,375000
3601,William-Yarbrough-2022-1,2022,300000,375000
3603,Ronald-Hernández-2023-1,2023,375000,375000
3605,Christian-Fuchs-2022-1,2022,375000,375000
3607,Nick-Lima-2023-1,2023,375000,375000
3609,Daniel-Royer-2016-1,2016,375000,375000
3612,Andy-Najar-2022-1,2022,375000,375000
3614,Brooks-Lennon-2021-1,2021,375000,375000
3617,Jay-DeMerit-2013-1,2013,325000,375000
3620,Drew-Moor-2019-1,2019,375000,375000
3622,Ethan-Finlay-2018-1,2018,375000,375000
3624,Matt-Turner-2021-1,2021,375000,375000
3626,David-Bingham-2019-1,2019,375000,375000
3628,Elias-Manoel-2022-1,2022,360000,374800
3629,Selmir-Pidro-2023-1,2023,325000,374375
3631,Blas-Pérez-2015-1,2015,350000,374250
3633,Cristian-Cásseres-Jr-2023-1,2023,330000,374000
3634,Júnior-Moreno-2022-1,2022,325000,373750
3636,Olivier-Mbaizo-2023-1,2023,300000,373589
3638,Luka-Stojanovic-2021-1,2021,314000,373400
3640,Richard-Eckersley-2014-1,2014,255000,373333
3642,Boris-Sekulic-2020-1,2020,300000,372900
3643,Ricardo-Clark-2017-1,2017,335160,372660
