"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Jeff Attinella","POR","2018","GK","2128","0","0","0","0.00","0.00","0.00","1","0","0.13","-0.13","0.13","0.00","0.00"
"","Dani Fragoso","CHV","2014","ST","19","1","0","0","0.13","-0.13","-0.13","0","0","0.00","0.00","0.13","0.00","0.01"
"","Marcus Godinho","VAN","2021","FB","129","1","0","0","0.07","-0.07","-0.07","1","0","0.06","-0.06","0.13","0.00","0.05"
"","Saad Abdul-Salaam","CIN","2020","FB","482","2","0","0","0.06","-0.06","-0.06","2","0","0.07","-0.07","0.13","0.00","0.04"
"","Victor Giro","ORL","2017","FB","467","3","0","0","0.06","-0.06","-0.06","1","1","0.07","0.93","0.13","0.00","0.04"
"","Nicolas Firmino","ATL","2023","DM","11","1","1","1","0.13","0.45","0.87","0","0","0.00","0.00","0.13","1.88","0.24"
"","Kamohelo Mokotjo","CIN","2020","DM","592","0","0","0","0.00","0.00","0.00","4","0","0.13","-0.13","0.13","0.00","0.00"
"","Wyatt Omsberg","CHI","2020","CB","215","0","0","0","0.00","0.00","0.00","1","1","0.13","0.87","0.13","0.00","0.00"
"","Joe Willis","HOU","2018","GK","2590","0","0","0","0.00","0.00","0.00","3","0","0.13","-0.13","0.13","0.00","0.00"
"","Perry Kitchen","LAG","2020","DM","1858","2","0","0","0.06","-0.06","-0.06","1","0","0.06","-0.06","0.13","0.00","0.04"
"","London Woodberry","NER","2017","CB","184","0","0","0","0.00","0.00","0.00","2","0","0.13","-0.13","0.13","0.00","0.00"
"","Dan Kennedy","CHV","2013","GK","2980","1","0","0","0.07","-0.07","-0.07","1","0","0.06","-0.06","0.13","0.00","0.03"
"","Carlos Salcedo","RSL","2013","CB","1157","1","0","0","0.05","-0.05","-0.05","1","0","0.08","-0.08","0.13","0.00","0.03"
"","Alex De John","ORL","2019","CB","438","1","0","0","0.07","-0.07","-0.07","1","0","0.05","-0.05","0.13","0.00","0.02"
"","Alex De John","ATL","2021","CB","146","1","1","0","0.12","-0.09","-0.12","0","0","0.00","0.00","0.12","0.00","0.20"
"","Jalil Anibaba","HOU","2017","CB","518","2","1","0","0.12","0.11","-0.12","0","0","0.00","0.00","0.12","0.00","0.07"
"","Joel Waterman","MTL","2020","CB","602","2","0","0","0.07","-0.07","-0.07","1","0","0.05","-0.05","0.12","0.00","0.04"
"","Donald Smith","NER","2013","W","55","0","0","0","0.00","0.00","0.00","1","0","0.12","-0.12","0.12","0.00","0.00"
"","José Bizama","HOU","2019","FB","388","2","1","0","0.12","-0.09","-0.12","0","0","0.00","0.00","0.12","0.00","0.02"
"","Brad Knighton","NER","2016","GK","1242","0","0","0","0.00","0.00","0.00","2","0","0.12","-0.12","0.12","0.00","0.00"
"","Selmir Pidro","STL","2023","FB","53","0","0","0","0.00","0.00","0.00","1","0","0.12","-0.12","0.12","0.00","0.00"
"","Chris Duvall","POR","2020","FB","811","1","0","0","0.02","-0.02","-0.02","1","0","0.10","-0.10","0.12","0.00","0.01"
"","Zac MacMath","PHI","2014","GK","2822","0","0","0","0.00","0.00","0.00","3","0","0.12","-0.12","0.12","0.00","0.00"
"","Ronaldo Peña","HOU","2020","ST","46","1","0","0","0.12","-0.12","-0.12","0","0","0.00","0.00","0.12","0.00","0.23"
"","Gedion Zelalem","NYC","2022","DM","230","1","1","0","0.03","0.57","-0.03","2","0","0.09","-0.09","0.12","0.00","0.03"
"","Aaron Maund","RSL","2013","CB","301","1","0","0","0.12","-0.12","-0.12","0","0","0.00","0.00","0.12","0.00","0.09"
"","Sidnei Tavares","COL","2023","DM","315","2","0","0","0.05","-0.05","-0.05","2","0","0.07","-0.07","0.12","0.00","0.03"
"","Michael Parkhurst","ATL","2017","CB","3131","1","0","0","0.02","-0.02","-0.02","5","0","0.10","-0.10","0.12","0.00","0.02"
"","Alex Bono","TOR","2022","GK","2449","0","0","0","0.00","0.00","0.00","1","0","0.12","-0.12","0.12","0.00","0.00"
"","Nabilai Kibunguchy","MIN","2022","DM","199","2","0","0","0.12","-0.12","-0.12","0","0","0.00","0.00","0.12","0.00","0.03"
"","Moses Nyeman","DCU","2020","CM","558","2","0","0","0.07","-0.07","-0.07","2","0","0.05","-0.05","0.12","0.00","0.04"
"","Brandt Bronico","CHI","2020","FB","320","1","0","0","0.10","-0.10","-0.10","1","0","0.02","-0.02","0.12","0.00","0.09"
"","Zack Steffen","CLB","2018","GK","2828","0","0","0","0.00","0.00","0.00","1","0","0.12","-0.12","0.12","0.00","0.00"
"","Jojea Kwizera","MTL","2023","FB","159","2","1","0","0.03","0.03","-0.03","3","0","0.09","-0.09","0.12","0.00","0.03"
"","Matías Pellegrini","NYC","2022","FB","81","3","0","0","0.08","-0.08","-0.08","2","0","0.04","-0.04","0.12","0.00","0.08"
"","Adrián Arregui","MTL","2017","DM","257","0","0","0","0.00","0.00","0.00","1","1","0.12","0.88","0.12","0.00","0.00"
"","Luis Caicedo","NER","2021","CM","210","0","0","0","0.00","0.00","0.00","2","0","0.12","-0.12","0.12","0.00","0.00"
"","Pedro Gallese","ORL","2023","GK","3031","0","0","0","0.00","0.00","0.00","2","0","0.12","-0.12","0.12","0.00","0.00"
"","Jacob Shaffelburg","TOR","2020","W","144","1","0","0","0.09","-0.09","-0.09","1","0","0.03","-0.03","0.12","0.00","0.07"
"","Daniel Crisostomo","LAFC","2021","CM","442","2","0","0","0.09","-0.09","-0.09","1","0","0.03","-0.03","0.12","0.00","0.05"
"","Jefferson Mena","NYC","2015","CB","638","2","0","0","0.12","-0.12","-0.12","0","0","0.00","0.00","0.12","0.00","0.09"
"","Kipp Keller","ATX","2022","CB","359","0","0","0","0.00","0.00","0.00","1","0","0.12","-0.12","0.12","0.00","0.00"
"","Zac MacMath","RSL","2022","GK","3361","2","1","0","0.12","-0.03","-0.12","0","0","0.00","0.00","0.12","0.00","0.11"
"","Stuart Findlay","PHI","2021","CB","419","2","1","0","0.12","-0.07","-0.12","0","0","0.00","0.00","0.12","0.00","0.05"
"","Taylor Peay","POR","2015","FB","348","2","1","0","0.08","-0.02","-0.08","1","0","0.04","-0.04","0.12","0.00","0.03"
"","Leandro Barrera","SJE","2015","W","168","0","0","0","0.00","0.00","0.00","3","0","0.12","-0.12","0.12","0.00","0.00"
"","Christian Mafla","NER","2021","FB","565","1","0","0","0.02","-0.02","-0.02","2","0","0.09","-0.09","0.12","0.00","0.01"
"","Mohammed Abu","DCU","2020","CM","360","1","0","0","0.03","-0.03","-0.03","2","0","0.08","-0.08","0.11","0.00","0.03"
"","Kevin O'Toole","NYC","2022","W","302","2","1","0","0.07","0.03","-0.07","2","0","0.05","-0.05","0.11","0.00","0.02"
"","Tyler Deric","HOU","2015","GK","3017","0","0","0","0.00","0.00","0.00","2","0","0.11","-0.11","0.11","0.00","0.00"
"","Mathieu Deplagne","CIN","2020","FB","1299","1","0","0","0.02","-0.02","-0.02","4","0","0.10","-0.10","0.11","0.00","0.01"
"","Júnior Urso","ORL","2023","DM","321","3","0","0","0.11","-0.11","-0.11","0","0","0.00","0.00","0.11","0.00","0.02"
"","Jose Villarreal","LAG","2014","W","42","0","0","0","0.00","0.00","0.00","2","0","0.11","-0.11","0.11","0.00","0.00"
"","José Mulato","FCD","2023","ST","151","1","0","0","0.11","-0.11","-0.11","0","0","0.00","0.00","0.11","0.00","0.02"
"","Joseph Holland","HOU","2017","W","43","1","0","0","0.07","-0.07","-0.07","1","0","0.04","-0.04","0.11","0.00","0.00"
"","David Bingham","SJE","2017","GK","2211","0","0","0","0.00","0.00","0.00","1","1","0.11","0.89","0.11","0.00","0.00"
"","Pele van Anholt","LAG","2017","FB","383","2","1","0","0.09","-0.03","-0.09","1","0","0.02","-0.02","0.11","0.00","0.07"
"","Evan Bush","MTL","2016","GK","3166","0","0","0","0.00","0.00","0.00","2","0","0.11","-0.11","0.11","0.00","0.00"
"","Warren Creavalle","PHI","2020","DM","434","1","0","0","0.04","-0.04","-0.04","3","0","0.08","-0.08","0.11","0.00","0.00"
"","Jan Sobociński","CLT","2023","CB","745","3","1","0","0.11","-0.06","-0.11","0","0","0.00","0.00","0.11","0.00","0.09"
"","Ali Ahmed","VAN","2022","FB","62","1","0","0","0.10","-0.10","-0.10","1","0","0.02","-0.02","0.11","0.00","0.09"
"","Stefan Frei","SEA","2014","GK","3309","0","0","0","0.00","0.00","0.00","1","0","0.11","-0.11","0.11","0.00","0.00"
"","David Bingham","POR","2023","GK","1914","0","0","0","0.00","0.00","0.00","2","0","0.11","-0.11","0.11","0.00","0.00"
"","Giancarlo Gonzalez","LAG","2020","CB","817","3","2","1","0.11","0.75","0.89","0","0","0.00","0.00","0.11","0.60","0.10"
"","Cristian Martínez","CLB","2016","W","218","4","2","1","0.11","0.02","0.89","0","0","0.00","0.00","0.11","0.96","0.13"
"","Guillermo Hauche","NER","2018","W","191","4","0","0","0.10","-0.10","-0.10","1","0","0.01","-0.01","0.11","0.00","0.06"
"","Joe Bendik","ORL","2016","GK","3331","0","0","0","0.00","0.00","0.00","1","0","0.11","-0.11","0.11","0.00","0.00"
"","Tah Brian Anunga","NSH","2023","CM","648","1","1","0","0.03","-0.01","-0.03","2","0","0.08","-0.08","0.11","0.00","0.03"
"","Nick Rimando","RSL","2013","GK","2626","0","0","0","0.00","0.00","0.00","1","0","0.11","-0.11","0.11","0.00","0.00"
"","Juan Mosquera","POR","2022","FB","218","2","1","0","0.07","0.01","-0.07","2","0","0.04","-0.04","0.11","0.00","0.03"
"","Erik Holt","RSL","2020","CB","418","2","0","0","0.11","-0.11","-0.11","0","0","0.00","0.00","0.11","0.00","0.05"
"","Tyler Deric","HOU","2014","GK","1000","0","0","0","0.00","0.00","0.00","1","0","0.11","-0.11","0.11","0.00","0.00"
"","Shane O'Neill","TOR","2023","CB","1023","3","0","0","0.08","-0.08","-0.08","1","0","0.03","-0.03","0.11","0.00","0.01"
"","Kevin Molino","CLB","2023","AM","103","1","0","0","0.03","-0.03","-0.03","2","0","0.08","-0.08","0.11","0.00","0.00"
"","Adam Larsen Kwarasey","POR","2015","GK","3199","0","0","0","0.00","0.00","0.00","1","0","0.11","-0.11","0.11","0.00","0.00"
"","Kevin Venegas","MIN","2017","FB","585","0","0","0","0.00","0.00","0.00","2","0","0.11","-0.11","0.11","0.00","0.00"
"","Kévin Oliveira","SKC","2017","W","22","0","0","0","0.00","0.00","0.00","1","0","0.11","-0.11","0.11","0.00","0.00"
"","Jose Villarreal","ORL","2018","DM","58","0","0","0","0.00","0.00","0.00","2","0","0.11","-0.11","0.11","0.00","0.00"
"","Joey Dezart","ORL","2021","DM","668","1","0","0","0.07","-0.07","-0.07","1","0","0.04","-0.04","0.11","0.00","0.05"
"","Arquimides Ordonez","CIN","2021","FB","57","0","0","0","0.00","0.00","0.00","1","0","0.11","-0.11","0.11","0.00","0.00"
"","Martín Cáceres","LAG","2022","CB","475","2","0","0","0.02","-0.02","-0.02","1","1","0.09","0.91","0.11","0.00","0.02"
"","Liam Fraser","FCD","2023","CM","410","3","1","0","0.10","0.23","-0.10","0","0","0.00","0.00","0.10","0.00","0.10"
"","Hadji Barry","ORL","2017","W","25","1","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.18"
"","Luis Abram","ATL","2023","CB","1654","2","0","0","0.07","-0.07","-0.07","1","0","0.03","-0.03","0.10","0.00","0.08"
"","Brad Smith","SEA","2020","FB","172","2","1","0","0.05","0.03","-0.05","1","0","0.06","-0.06","0.10","0.00","0.02"
"","David Arshakyan","CHI","2017","W","43","1","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.21"
"","Andrés Flores","POR","2020","W","205","1","1","1","0.03","-0.00","0.97","2","0","0.07","-0.07","0.10","0.59","0.02"
"","Jimmy Medranda","SKC","2014","CM","157","4","0","0","0.07","-0.07","-0.07","1","0","0.03","-0.03","0.10","0.00","0.05"
"","Tyler Turner","ORL","2015","FB","512","0","0","0","0.00","0.00","0.00","1","0","0.10","-0.10","0.10","0.00","0.00"
"","Kevin Garcia","HOU","2019","CB","910","1","0","0","0.09","-0.09","-0.09","1","0","0.01","-0.01","0.10","0.00","0.06"
"","Sean Johnson","CHI","2016","GK","2135","0","0","0","0.00","0.00","0.00","2","0","0.10","-0.10","0.10","0.00","0.00"
"","Aarón Guillén","FCD","2017","FB","403","2","0","0","0.07","-0.07","-0.07","1","0","0.03","-0.03","0.10","0.00","0.06"
"","Matai Akinmboni","DCU","2023","CB","202","1","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.07"
"","Osvaldo Alonso","ATL","2023","DM","139","2","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.04"
"","Rida Zouhir","MTL","2023","CM","243","2","0","0","0.06","-0.06","-0.06","1","0","0.04","-0.04","0.10","0.00","0.10"
"","Dave Romney","LAG","2015","FB","284","1","1","0","0.03","0.02","-0.03","1","0","0.07","-0.07","0.10","0.00","0.01"
"","Luis Caicedo","HOU","2023","DM","1401","3","0","0","0.06","-0.06","-0.06","2","0","0.04","-0.04","0.10","0.00","0.04"
"","Francois Affolter","SJE","2017","CB","545","2","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.06"
"","Ilsinho","PHI","2021","CM","105","2","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.11"
"","Calum Mallace","LAFC","2018","CM","50","1","0","0","0.04","-0.04","-0.04","1","0","0.05","-0.05","0.10","0.00","0.00"
"","Aedan Stanley","ATX","2021","FB","275","1","0","0","0.01","-0.01","-0.01","1","0","0.08","-0.08","0.10","0.00","0.00"
"","Jhojan Valencia","ATX","2022","DM","540","3","0","0","0.07","-0.07","-0.07","1","0","0.02","-0.02","0.10","0.00","0.06"
"","Zac MacMath","COL","2017","GK","872","0","0","0","0.00","0.00","0.00","2","0","0.10","-0.10","0.10","0.00","0.00"
"","Fernando Meza","ATL","2020","CB","1176","2","1","0","0.06","0.12","-0.06","1","0","0.04","-0.04","0.10","0.00","0.05"
"","Jesús Bueno","PHI","2021","CM","53","0","0","0","0.00","0.00","0.00","2","0","0.10","-0.10","0.10","0.00","0.00"
"","Josef Martínez","ATL","2020","ST","71","1","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.02"
"","Rafael Garcia","LAG","2014","CM","19","1","1","0","0.10","-0.07","-0.10","0","0","0.00","0.00","0.10","0.00","0.00"
"","Marcel de Jong","VAN","2016","FB","509","2","1","0","0.06","0.02","-0.06","2","0","0.03","-0.03","0.10","0.00","0.10"
"","Jeff Attinella","RSL","2014","GK","981","1","0","0","0.10","-0.10","-0.10","0","0","0.00","0.00","0.10","0.00","0.09"
"","Martin Paterson","ORL","2015","W","69","1","0","0","0.02","-0.02","-0.02","1","0","0.07","-0.07","0.09","0.00","0.00"
"","Jayden Nelson","TOR","2020","W","176","3","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.07"
"","Tomas Hilliard-Arce","LAG","2018","CB","318","1","1","0","0.09","0.22","-0.09","0","0","0.00","0.00","0.09","0.00","0.03"
"","Raul Mendiola","LAG","2017","AM","50","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Dantouma Toure","COL","2022","W","70","1","1","1","0.09","0.14","0.91","0","0","0.00","0.00","0.09","0.01","0.00"
"","Cameron Harper","NYRB","2021","ST","129","1","0","0","0.06","-0.06","-0.06","1","0","0.04","-0.04","0.09","0.00","0.05"
"","Diego Rodríguez","VAN","2015","CB","282","1","0","0","0.02","-0.02","-0.02","2","0","0.08","-0.08","0.09","0.00","0.01"
"","Tommy McCabe","CIN","2019","DM","280","1","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.04"
"","Tally Hall","HOU","2013","GK","3306","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","JT Marcinkowski","SJE","2020","GK","1069","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Nicholas DePuy","MTL","2017","ST","146","1","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.06"
"","Jhohan Romaña","ATX","2022","CB","395","2","1","0","0.06","-0.03","-0.06","1","0","0.03","-0.03","0.09","0.00","0.05"
"","Dave Romney","LAG","2016","FB","791","1","0","0","0.04","-0.04","-0.04","1","0","0.05","-0.05","0.09","0.00","0.02"
"","Zayden Bello","MIN","2023","W","23","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Clint Irwin","COL","2015","GK","3021","0","0","0","0.00","0.00","0.00","2","0","0.09","-0.09","0.09","0.00","0.00"
"","Dejan Jakovic","DCU","2013","CB","1688","1","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.09"
"","Luis Bolaños","CHV","2014","W","61","2","0","0","0.05","-0.05","-0.05","1","0","0.04","-0.04","0.09","0.00","0.00"
"","Santiago González","MTL","2014","ST","120","3","0","0","0.06","-0.06","-0.06","1","0","0.03","-0.03","0.09","0.00","0.03"
"","Kamal Miller","ORL","2020","FB","896","3","0","0","0.08","-0.08","-0.08","1","0","0.01","-0.01","0.09","0.00","0.08"
"","Adama Diomande","LAFC","2020","ST","16","1","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.11"
"","Karl Ouimette","NYRB","2015","CB","777","1","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.07"
"","Everton Luiz","RSL","2020","CM","999","3","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.05"
"","Steve Purdy","CHV","2013","CB","519","4","1","0","0.09","-0.03","-0.09","0","0","0.00","0.00","0.09","0.00","0.05"
"","Jalen Robinson","DCU","2018","FB","365","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Miles Robinson","ATL","2018","CB","326","1","0","0","0.09","-0.09","-0.09","0","0","0.00","0.00","0.09","0.00","0.02"
"","Dayne St. Clair","MIN","2023","GK","2956","0","0","0","0.00","0.00","0.00","1","1","0.09","0.91","0.09","0.00","0.00"
"","Brek Shea","MIA","2022","FB","182","0","0","0","0.00","0.00","0.00","2","0","0.09","-0.09","0.09","0.00","0.00"
"","Donald Smith","NER","2017","FB","58","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Donovan Ricketts","ORL, LAG","2015","GK","2040","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Martin Steuble","SKC","2014","CM","82","1","0","0","0.03","-0.03","-0.03","2","0","0.06","-0.06","0.09","0.00","0.02"
"","Johan Blomberg","COL","2019","CM","99","2","0","0","0.06","-0.06","-0.06","1","0","0.03","-0.03","0.09","0.00","0.04"
"","Eric Ayuk","PHI","2016","W","96","2","2","0","0.09","0.13","-0.09","0","0","0.00","0.00","0.09","0.00","0.01"
"","Luis Barraza","NYC","2023","GK","2425","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Daniel Crisostomo","LAFC","2023","CM","323","1","0","0","0.04","-0.04","-0.04","2","0","0.04","-0.04","0.09","0.00","0.02"
"","Alejandro Zendejas","FCD","2015","W","220","0","0","0","0.00","0.00","0.00","3","0","0.09","-0.09","0.09","0.00","0.00"
"","Joe Willis","DCU","2013","GK","863","0","0","0","0.00","0.00","0.00","1","0","0.09","-0.09","0.09","0.00","0.00"
"","Tony Alfaro","DCU","2022","CB","1062","1","0","0","0.04","-0.04","-0.04","1","1","0.05","0.95","0.09","0.00","0.00"
"","Justin Mapp","SKC","2016","W","71","1","0","0","0.03","-0.03","-0.03","2","0","0.06","-0.06","0.09","0.00","0.03"
"","David Choinière","MTL","2016","CM","78","2","1","0","0.08","-0.02","-0.08","0","0","0.00","0.00","0.08","0.00","0.06"
"","Coy Craft","FCD","2015","W","74","2","0","0","0.08","-0.08","-0.08","0","0","0.00","0.00","0.08","0.00","0.04"
"","Jimmy Medranda","SEA, NSH","2020","FB","32","1","1","0","0.02","0.10","-0.02","1","0","0.07","-0.07","0.08","0.00","0.02"
"","Malik Pinto","CIN","2023","CM","505","1","0","0","0.06","-0.06","-0.06","1","0","0.03","-0.03","0.08","0.00","0.00"
"","Jean-Claude Ngando","VAN","2023","CM","123","2","0","0","0.08","-0.08","-0.08","0","0","0.00","0.00","0.08","0.00","0.02"
"","Ethan Dobbelaere","SEA","2023","W","101","1","0","0","0.06","-0.06","-0.06","1","0","0.03","-0.03","0.08","0.00","0.08"
"","Øyvind Alseth","TOR","2017","FB","290","1","0","0","0.07","-0.07","-0.07","1","0","0.01","-0.01","0.08","0.00","0.05"
"","Kip Colvey","COL","2018","FB","218","0","0","0","0.00","0.00","0.00","2","0","0.08","-0.08","0.08","0.00","0.00"
"","Derek Cornelius","VAN","2021","CB","175","2","0","0","0.08","-0.08","-0.08","0","0","0.00","0.00","0.08","0.00","0.07"
"","Liam Fraser","TOR","2020","CM","496","3","0","0","0.06","-0.06","-0.06","1","0","0.02","-0.02","0.08","0.00","0.04"
"","Andrés Imperiale","SJE","2017","CB","1195","3","1","0","0.08","-0.02","-0.08","0","0","0.00","0.00","0.08","0.00","0.05"
"","Luis Robles","NYRB","2016","GK","3342","0","0","0","0.00","0.00","0.00","1","0","0.08","-0.08","0.08","0.00","0.00"
"","Daniel Aguirre","LAG","2021","DM","51","2","0","0","0.08","-0.08","-0.08","0","0","0.00","0.00","0.08","0.00","0.00"
"","Tah Brian Anunga","NSH","2020","CM","843","3","0","0","0.08","-0.08","-0.08","0","0","0.00","0.00","0.08","0.00","0.08"
"","Eric Gehrig","CLB","2013","CB","581","2","1","0","0.08","0.12","-0.08","0","0","0.00","0.00","0.08","0.00","0.05"
"","Ashtone Morgan","RSL","2021","FB","427","0","0","0","0.00","0.00","0.00","2","0","0.08","-0.08","0.08","0.00","0.00"
"","Jose Villarreal","LAG","2016","W","28","0","0","0","0.00","0.00","0.00","1","0","0.08","-0.08","0.08","0.00","0.00"
"","Jeremy Hall","TOR","2014","CM","201","1","0","0","0.08","-0.08","-0.08","0","0","0.00","0.00","0.08","0.00","0.04"
"","Clément Bayiha","MTL","2020","FB","87","0","0","0","0.00","0.00","0.00","1","0","0.08","-0.08","0.08","0.00","0.00"
"","Davó","PHI","2021","DM","23","2","1","0","0.08","0.03","-0.08","0","0","0.00","0.00","0.08","0.00","0.08"
"","Harrison Heath","ORL","2016","DM","236","0","0","0","0.00","0.00","0.00","1","0","0.08","-0.08","0.08","0.00","0.00"
