"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Jordan Harvey","LAFC","2018","FB","2354","7","0","0","0.29","-0.29","-0.29","13","0","1.04","-1.04","1.33","0.00","0.15"
"","Jonathan dos Santos","LAG","2017","DM","1102","11","2","1","0.25","-0.17","0.75","11","0","1.08","-1.08","1.33","0.15","0.09"
"","Marvin Loría","POR","2023","W","855","13","6","0","0.83","0.65","-0.83","6","1","0.50","0.50","1.32","0.00","0.44"
"","Nigel Robertha","DCU","2023","ST","365","7","4","1","1.32","0.27","-0.32","0","0","0.00","0.00","1.32","1.28","1.30"
"","Andy Dorman","NER","2014","DM","1323","10","3","0","1.17","-0.08","-1.17","2","0","0.16","-0.16","1.32","0.00","0.36"
"","Patrick Doody","CHI","2017","FB","672","1","0","0","0.03","-0.03","-0.03","14","4","1.30","2.70","1.32","0.00","0.00"
"","Larrys Mabiala","POR","2020","CB","1451","6","2","1","1.23","-0.35","-0.23","1","0","0.09","-0.09","1.32","0.02","0.34"
"","Josh Williams","CLB","2018","CB","1616","8","2","0","0.97","0.08","-0.97","3","0","0.34","-0.34","1.32","0.00","0.51"
"","Kai Wagner","PHI","2020","FB","1295","5","1","1","0.13","-0.06","0.87","11","2","1.19","0.81","1.32","0.53","0.09"
"","Ayo Akinola","TOR","2019","ST","288","8","3","1","1.18","-0.43","-0.18","3","0","0.14","-0.14","1.32","0.62","0.75"
"","Derrick Jones","CLT","2022","DM","1053","7","1","1","1.24","-0.45","-0.24","2","0","0.08","-0.08","1.32","0.04","0.30"
"","Chris Wingert","NYC","2015","FB","2339","7","4","0","0.83","-0.55","-0.83","11","0","0.49","-0.49","1.32","0.00","0.31"
"","Pa Modou Kah","POR","2013","CB","1861","7","4","0","0.55","-0.07","-0.55","6","0","0.77","-0.77","1.32","0.00","0.67"
"","Stanislav Ivanov","CHI","2021","ST","556","7","2","0","0.44","-0.30","-0.44","10","1","0.87","0.13","1.32","0.00","0.34"
"","Logan Ndenbe","SKC","2023","FB","1698","10","2","0","0.38","-0.23","-0.38","12","1","0.93","0.07","1.31","0.00","0.27"
"","Hernán Bernardello","MTL","2014","DM","896","7","2","0","0.27","0.05","-0.27","10","0","1.04","-1.04","1.31","0.00","0.19"
"","Kyle Smith","ORL","2020","FB","1156","8","5","0","0.45","0.01","-0.45","10","1","0.87","0.13","1.31","0.00","0.28"
"","Connor Hallisey","SKC","2015","W","574","8","4","0","0.76","-0.50","-0.76","8","1","0.55","0.45","1.31","0.00","0.46"
"","Alan Franco","ATL","2021","CB","2205","13","4","0","0.30","0.21","-0.30","6","3","1.01","1.99","1.31","0.00","0.29"
"","Marinos Tzionis","SKC","2023","W","861","16","3","0","1.05","-0.13","-1.05","3","1","0.26","0.74","1.31","0.00","0.64"
"","Benji Joya","CHI","2014","W","693","16","3","1","1.15","-0.30","-0.15","4","0","0.16","-0.16","1.31","0.78","0.84"
"","Guram Kashia","SJE","2019","CB","2109","9","3","0","0.98","-0.55","-0.98","6","0","0.33","-0.33","1.31","0.00","0.48"
"","Andy Dorman","NER","2013","CM","452","5","2","0","0.96","-0.57","-0.96","3","1","0.35","0.65","1.31","0.00","0.96"
"","Andrew Wooten","PHI","2020","ST","524","3","1","0","0.59","-0.36","-0.59","5","1","0.72","0.28","1.31","0.00","0.04"
"","Tony Tchani","CLB","2013","CM","1438","9","1","0","0.19","-0.11","-0.19","15","1","1.11","-0.11","1.30","0.00","0.15"
"","Daniel Steres","LAG","2020","CB","1945","9","3","1","1.12","0.42","-0.12","3","0","0.19","-0.19","1.30","0.62","0.80"
"","Mauricio Pineda","CHI","2021","CB","2619","15","7","1","0.88","0.34","0.12","9","0","0.42","-0.42","1.30","0.53","0.64"
"","George Campbell","ATL","2022","CB","1619","8","3","0","0.74","-0.29","-0.74","6","0","0.56","-0.56","1.30","0.00","0.45"
"","Erik Holt","RSL","2021","CB","1492","10","2","1","0.89","0.34","0.11","6","0","0.41","-0.41","1.30","0.21","0.74"
"","Quinn Sullivan","PHI","2022","ST","316","5","1","1","0.60","0.05","0.40","5","0","0.70","-0.70","1.30","0.00","0.00"
"","Marlon Hairston","COL","2018","FB","1210","5","1","0","0.28","0.38","-0.28","8","1","1.02","-0.02","1.30","0.00","0.20"
"","Bryan Acosta","FCD","2020","DM","800","17","8","0","0.53","-0.00","-0.53","14","1","0.77","0.23","1.30","0.00","0.43"
"","Dave Romney","NSH","2020","CB","2232","12","3","1","0.74","0.05","0.26","4","0","0.56","-0.56","1.30","0.53","0.52"
"","Noah Allen","MIA","2023","FB","1415","9","4","1","0.70","0.48","0.30","7","2","0.59","1.41","1.30","0.59","0.49"
"","Rolf Feltscher","LAG","2020","FB","1366","6","1","0","0.76","-0.56","-0.76","9","2","0.54","1.46","1.30","0.00","0.34"
"","Justen Glad","RSL","2017","CB","1756","11","5","0","1.24","0.30","-1.24","2","0","0.05","-0.05","1.30","0.00","0.91"
"","Justin Dhillon","SEA","2019","ST","287","7","3","0","0.83","-0.26","-0.83","4","0","0.46","-0.46","1.29","0.00","0.81"
"","Jámison Olave","NYRB","2014","CB","2723","13","0","0","1.07","-1.07","-1.07","2","0","0.23","-0.23","1.29","0.00","0.72"
"","Lewis Neal","DCU","2014","W","1016","3","1","0","0.10","0.02","-0.10","13","1","1.19","-0.19","1.29","0.00","0.11"
"","Cristián Gutiérrez","VAN","2020","FB","739","0","0","0","0.00","0.00","0.00","10","1","1.29","-0.29","1.29","0.00","0.00"
"","Seth Sinovic","SKC","2018","FB","1792","13","2","0","0.30","0.20","-0.30","14","1","0.98","0.02","1.29","0.00","0.21"
"","A.J. DeLaGarza","LAG","2013","CB","2567","2","1","0","0.50","0.25","-0.50","8","0","0.79","-0.79","1.29","0.00","0.12"
"","Graham Zusi","SKC","2023","FB","970","9","2","0","0.20","-0.15","-0.20","12","1","1.09","-0.09","1.29","0.00","0.17"
"","Maxime Chanot","NYC","2023","CB","1924","15","4","1","1.28","0.16","-0.28","0","0","0.00","0.00","1.28","0.28","1.27"
"","Efraín Juárez","VAN","2018","CM","1266","4","1","0","0.28","0.02","-0.28","10","1","1.01","-0.01","1.28","0.00","0.17"
"","Joseph Mora","DCU","2018","FB","2748","4","0","0","0.24","-0.24","-0.24","8","1","1.04","-0.04","1.28","0.00","0.22"
"","Matías Pérez García","SJE","2014","ST","420","10","3","1","1.01","-0.25","-0.01","4","1","0.27","0.73","1.28","0.59","0.41"
"","Perry Kitchen","LAG","2018","DM","2535","13","2","0","1.08","-0.44","-1.08","6","0","0.20","-0.20","1.28","0.00","0.81"
"","Amando Moreno","CHI","2019","W","105","6","2","0","0.88","-0.33","-0.88","1","0","0.40","-0.40","1.28","0.00","0.53"
"","Guzmán Corujo","CLT","2022","CB","2271","13","4","1","1.11","0.90","-0.11","2","0","0.17","-0.17","1.28","0.65","0.85"
"","Daniel Steres","LAG","2016","CB","2879","9","2","1","0.90","-0.03","0.10","3","0","0.38","-0.38","1.28","0.79","0.48"
"","Seth Sinovic","SKC","2017","FB","3100","17","5","1","0.59","-0.44","0.41","12","2","0.69","1.31","1.28","0.50","0.34"
"","Nicholas DePuy","LAG","2020","CB","1529","9","3","0","0.74","-0.10","-0.74","3","1","0.54","0.46","1.28","0.00","0.42"
"","Jake Mulraney","ATL","2020","W","790","9","5","1","0.83","0.04","0.17","7","1","0.44","0.56","1.27","1.65","0.82"
"","Nuno Coelho","SKC","2016","CB","1761","18","3","1","0.56","-0.20","0.44","6","0","0.71","-0.71","1.27","0.25","0.33"
"","Hunter Jumper","CHI","2013","CB","194","2","1","1","0.58","0.17","0.42","1","1","0.69","0.31","1.27","0.58","0.34"
"","Cameron Duke","SKC","2021","CM","745","7","4","2","0.91","0.41","1.09","2","0","0.36","-0.36","1.27","0.07","0.60"
"","Steven Beitashour","VAN","2015","FB","2623","2","0","0","0.10","-0.10","-0.10","11","3","1.16","1.84","1.27","0.00","0.03"
"","Micheal Azira","COL","2016","DM","2697","13","1","0","0.33","-0.31","-0.33","14","1","0.93","0.07","1.27","0.00","0.29"
"","Martín Rodríguez","DCU","2022","W","964","5","0","0","0.23","-0.23","-0.23","20","1","1.04","-0.04","1.26","0.00","0.15"
"","John Nelson","CIN","2022","FB","1332","3","0","0","0.26","-0.26","-0.26","10","1","1.00","-0.00","1.26","0.00","0.45"
"","Jakob Glesnes","PHI","2022","CB","3394","20","3","0","0.69","-0.33","-0.69","6","1","0.57","0.43","1.26","0.00","0.46"
"","Pablo Ruiz","RSL","2018","FB","586","13","3","0","0.41","-0.16","-0.41","8","0","0.85","-0.85","1.26","0.00","0.12"
"","Jesús Bueno","PHI","2023","CM","1140","12","5","0","0.60","0.02","-0.60","9","0","0.66","-0.66","1.26","0.00","0.27"
"","Rudy Camacho","MTL","2021","CB","3016","15","4","3","1.04","0.59","1.96","4","0","0.22","-0.22","1.26","1.73","0.64"
"","Sebastián Blanco","POR","2023","W","527","6","1","1","0.54","0.32","0.46","8","1","0.73","0.27","1.26","0.46","0.27"
"","Kellyn Acosta","FCD","2014","FB","878","7","0","0","0.45","-0.45","-0.45","6","1","0.80","0.20","1.26","0.00","0.35"
"","Nigel Reo-Coker","CHV, VAN","2014","CM","1576","7","2","0","0.40","-0.21","-0.40","12","2","0.86","1.14","1.26","0.00","0.30"
"","Maximiliano Morález","NYC","2023","AM","346","7","2","0","0.67","-0.50","-0.67","8","0","0.59","-0.59","1.26","0.00","0.38"
"","Chase Gasper","MIN","2019","FB","1425","5","1","0","0.32","-0.27","-0.32","12","0","0.94","-0.94","1.26","0.00","0.16"
"","Maxim Tissot","MTL","2015","W","630","10","4","1","1.05","0.27","-0.05","4","0","0.21","-0.21","1.26","0.44","0.73"
"","Shane O'Neill","COL","2013","CB","2370","8","4","0","0.29","0.99","-0.29","6","0","0.96","-0.96","1.26","0.00","0.23"
"","Hassoun Camara","MTL","2017","FB","1451","10","4","0","0.71","-0.18","-0.71","8","0","0.54","-0.54","1.26","0.00","0.35"
"","Yuya Kubo","CIN","2021","DM","2538","16","2","0","0.51","-0.20","-0.51","13","0","0.74","-0.74","1.25","0.00","0.36"
"","Chad Barson","CLB","2014","FB","835","3","2","0","0.66","0.18","-0.66","9","0","0.59","-0.59","1.25","0.00","0.62"
"","Artur","CLB","2022","DM","1813","23","4","0","0.81","-0.64","-0.81","10","0","0.45","-0.45","1.25","0.00","0.58"
"","Adilson Malanda","CLT","2023","CB","2867","9","2","0","0.86","-0.50","-0.86","5","1","0.39","0.61","1.25","0.00","0.59"
"","Sheanon Williams","HOU","2016","FB","1955","5","1","0","0.23","0.08","-0.23","16","1","1.02","-0.02","1.25","0.00","0.17"
"","Eric Miller","COL","2017","FB","2823","2","0","0","0.29","-0.29","-0.29","7","0","0.96","-0.96","1.25","0.00","0.22"
"","Nicolas Hasler","TOR","2017","FB","788","9","4","3","0.75","0.52","2.25","6","1","0.49","0.51","1.25","2.16","0.50"
"","Brian Carroll","PHI","2016","DM","2249","14","3","1","0.78","0.27","0.22","8","0","0.46","-0.46","1.25","1.92","0.80"
"","Corey Hertzog","VAN","2013","ST","443","8","4","1","0.98","0.92","0.02","2","1","0.27","0.73","1.25","1.27","0.93"
"","Edwin Mosquera","ATL","2022","W","376","8","4","0","0.59","0.01","-0.59","7","2","0.65","1.35","1.25","0.00","0.54"
"","Nick Hagglund","TOR","2017","CB","1209","9","1","0","1.04","-1.00","-1.04","2","0","0.20","-0.20","1.25","0.00","0.66"
"","Laurent Ciman","MTL","2016","CB","2685","18","3","0","0.97","-0.85","-0.97","6","0","0.28","-0.28","1.25","0.00","0.67"
"","Boniek García","HOU","2020","CM","917","12","1","0","0.76","-0.29","-0.76","8","0","0.49","-0.49","1.24","0.00","0.74"
"","Raúl Rodríguez","HOU","2015","CB","2551","13","4","2","0.82","1.22","1.18","3","0","0.43","-0.43","1.24","0.45","0.40"
"","Jorge Villafaña","POR","2018","FB","713","1","1","0","0.03","0.03","-0.03","7","1","1.22","-0.22","1.24","0.00","0.03"
"","Michael Fucito","SJE","2013","ST","261","8","1","0","1.22","-1.16","-1.22","1","0","0.02","-0.02","1.24","0.00","0.80"
"","Leon Flach","PHI","2023","CM","2004","9","1","1","0.54","0.12","0.46","12","1","0.71","0.29","1.24","0.01","0.37"
"","Wil Trapp","CLB","2016","DM","2735","10","0","0","0.69","-0.69","-0.69","12","0","0.55","-0.55","1.24","0.00","0.28"
"","Adam Lundkvist","HOU","2018","FB","1338","6","1","0","0.18","-0.14","-0.18","15","0","1.06","-1.06","1.24","0.00","0.11"
"","Aaron Long","LAFC","2023","CB","1694","8","1","0","0.62","-0.41","-0.62","3","1","0.62","0.38","1.24","0.00","0.22"
"","Jan Gregus","MIN","2021","DM","859","12","1","0","0.58","-0.19","-0.58","9","1","0.66","0.34","1.24","0.00","0.39"
"","Janio Bikel","VAN","2021","CM","2528","6","2","1","0.61","0.02","0.39","7","1","0.63","0.37","1.24","1.74","0.54"
"","Ricardo Pepi","FCD","2019","DM","105","2","1","0","0.44","-0.30","-0.44","4","0","0.80","-0.80","1.24","0.00","0.00"
"","Dylan Nealis","MIA","2020","FB","1231","10","1","0","0.72","-0.70","-0.72","10","0","0.52","-0.52","1.24","0.00","0.71"
"","Miguel Ángel Navarro","CHI","2020","FB","1087","11","1","0","0.46","-0.42","-0.46","11","0","0.78","-0.78","1.24","0.00","0.26"
"","Danilo Acosta","RSL","2017","FB","1513","2","0","0","0.04","-0.04","-0.04","7","1","1.20","-0.20","1.24","0.00","0.02"
"","Collen Warner","HOU","2016","DM","2114","12","0","0","0.54","-0.54","-0.54","6","0","0.70","-0.70","1.24","0.00","0.43"
"","Kris Tyrpak","CHV","2014","W","200","1","1","1","0.69","0.20","0.31","2","1","0.54","0.46","1.24","1.02","0.71"
"","Sebastian Berhalter","VAN","2022","CM","1117","13","4","0","1.00","0.46","-1.00","6","0","0.24","-0.24","1.24","0.00","0.34"
"","Lukas MacNaughton","TOR, NSH","2023","CB","1407","8","3","1","1.14","0.38","-0.14","2","0","0.10","-0.10","1.24","0.11","0.50"
"","Jhon Kennedy Hurtado","CHV, CHI","2014","CB","2244","6","3","1","0.97","0.72","0.03","2","0","0.27","-0.27","1.23","0.39","0.75"
"","Gershon Koffie","NER","2017","DM","2081","16","2","0","0.71","-0.49","-0.71","11","0","0.53","-0.53","1.23","0.00","0.46"
"","Ramón Núñez","FCD","2013","DM","308","11","3","1","0.45","0.47","0.55","5","2","0.79","1.21","1.23","0.00","0.22"
"","Shanyder Borgelin","MIA","2023","ST","205","9","5","1","1.10","0.29","-0.10","2","0","0.14","-0.14","1.23","0.20","0.48"
"","Tayvon Gray","NYC","2021","FB","421","3","1","0","0.17","-0.12","-0.17","5","1","1.06","-0.06","1.23","0.00","0.13"
"","Darwin Cerén","SJE","2017","CM","1753","17","2","0","0.54","-0.26","-0.54","14","0","0.70","-0.70","1.23","0.00","0.47"
"","Warren Creavalle","PHI","2018","DM","781","3","1","0","0.18","-0.15","-0.18","4","1","1.05","-0.05","1.23","0.00","0.04"
"","Nick Hagglund","CIN","2019","CB","1982","10","2","0","1.11","-0.31","-1.11","4","0","0.12","-0.12","1.23","0.00","0.64"
"","Jack McGlynn","PHI","2021","CM","728","11","1","0","0.43","-0.31","-0.43","12","1","0.80","0.20","1.22","0.00","0.27"
"","Matt Polster","CHI","2015","CM","2596","12","4","0","0.37","0.14","-0.37","14","0","0.85","-0.85","1.22","0.00","0.25"
"","Jake Nerwinski","STL","2023","FB","2446","5","1","0","0.08","0.02","-0.08","15","2","1.14","0.86","1.22","0.00","0.03"
"","Ryan Hollingshead","FCD","2014","W","332","6","1","0","0.53","-0.42","-0.53","3","0","0.70","-0.70","1.22","0.00","0.43"
"","Kevin Kratz","ATL","2017","DM","685","8","2","1","0.38","0.18","0.62","12","1","0.85","0.15","1.22","0.00","0.14"
"","Michael Stephens","CHI","2016","CM","1024","2","0","0","0.24","-0.24","-0.24","14","1","0.98","0.02","1.22","0.00","0.12"
"","Felipe Hernandez","SKC","2023","CM","379","7","3","1","0.87","0.17","0.13","3","0","0.34","-0.34","1.22","0.00","0.26"
"","Alejandro Bedoya","PHI","2016","DM","911","10","4","1","0.53","-0.05","0.47","6","0","0.69","-0.69","1.22","0.65","0.29"
"","Brad Smith","HOU","2023","FB","587","8","4","1","0.52","0.08","0.48","4","2","0.70","1.30","1.21","0.00","0.19"
"","Liam Ridgewell","POR","2016","CB","2151","12","4","1","1.08","-0.26","-0.08","2","0","0.14","-0.14","1.21","0.48","0.76"
"","Raymon Gaddis","PHI","2018","FB","2497","11","5","0","0.51","0.12","-0.51","9","1","0.70","0.30","1.21","0.00","0.33"
"","Tyler Blackett","CIN","2022","CB","1504","7","1","0","0.52","-0.48","-0.52","5","0","0.70","-0.70","1.21","0.00","0.21"
"","Uri Rosell","SKC","2014","DM","637","7","1","0","0.66","-0.65","-0.66","3","0","0.55","-0.55","1.21","0.00","0.53"
"","José Andrés Martínez","PHI","2020","DM","1240","20","3","0","0.50","-0.32","-0.50","5","2","0.71","1.29","1.21","0.00","0.41"
"","Micheal Azira","COL","2017","CM","2775","13","4","0","0.27","0.04","-0.27","8","1","0.93","0.07","1.21","0.00","0.21"
"","Claude Dielna","NER","2018","CB","1439","20","7","0","0.81","-0.12","-0.81","5","0","0.39","-0.39","1.20","0.00","0.47"
"","Alexander Callens","NYC","2020","CB","2129","9","3","2","1.14","0.55","0.86","1","0","0.06","-0.06","1.20","1.39","0.77"
"","Jimmy Medranda","SEA","2022","FB","753","15","4","0","0.56","0.46","-0.56","7","1","0.64","0.36","1.20","0.00","0.30"
"","Jozy Altidore","NER","2023","ST","250","4","2","1","1.20","0.40","-0.20","0","0","0.00","0.00","1.20","1.39","1.39"
"","Leonard Owusu","VAN","2020","CM","1438","10","0","0","0.68","-0.68","-0.68","4","0","0.52","-0.52","1.20","0.00","0.39"
"","Aaron Schoenfeld","CLB","2013","ST","350","10","3","1","0.87","-0.07","0.13","5","1","0.33","0.67","1.20","1.27","0.73"
"","J.J. Koval","SJE","2015","CM","821","12","3","0","0.86","-0.25","-0.86","5","0","0.34","-0.34","1.20","0.00","0.82"
"","Cecilio Domínguez","ATX","2022","W","300","9","3","2","0.86","-0.19","1.14","3","0","0.33","-0.33","1.20","0.56","0.48"
"","Blake Smith","MTL","2013","W","362","7","3","2","0.73","-0.26","1.27","7","1","0.47","0.53","1.20","0.12","0.17"
"","Heath Pearce","NYRB","2013","CB","1185","2","1","0","0.07","0.17","-0.07","6","1","1.12","-0.12","1.19","0.00","0.06"
"","Jhegson Méndez","ORL","2020","CM","1205","17","3","0","1.10","-0.26","-1.10","3","0","0.10","-0.10","1.19","0.00","0.79"
"","Jonathan Lewis","NYC","2017","W","391","9","5","2","0.91","0.27","1.09","4","1","0.28","0.72","1.19","0.58","0.57"
"","José Antonio Martínez","FCD","2023","CB","1615","6","1","1","0.59","0.07","0.41","2","1","0.60","0.40","1.19","0.20","0.30"
"","Ronald Matarrita","CIN","2022","FB","264","3","1","1","0.14","0.21","0.86","5","3","1.05","1.95","1.19","0.41","0.04"
"","Matías Laba","VAN","2017","DM","1721","15","5","2","0.91","0.55","1.09","8","0","0.28","-0.28","1.19","0.52","0.27"
"","Bryce Duke","LAFC","2021","AM","552","6","1","0","0.29","0.05","-0.29","11","0","0.91","-0.91","1.19","0.00","0.25"
"","Julian Büscher","DCU","2017","AM","208","4","1","0","0.45","0.17","-0.45","8","0","0.74","-0.74","1.19","0.00","0.42"
"","Chris Wingert","RSL","2017","FB","1871","7","3","1","0.63","-0.44","0.37","6","0","0.56","-0.56","1.19","0.69","0.54"
"","Memo Rodríguez","HOU","2017","W","361","11","6","2","0.84","0.53","1.16","8","1","0.35","0.65","1.19","0.10","0.55"
"","Ben Mines","NYRB","2020","W","202","3","1","1","0.72","-0.31","0.28","4","1","0.47","0.53","1.19","0.01","0.27"
"","Marc Burch","COL, MIN","2017","FB","1618","0","0","0","0.00","0.00","0.00","11","1","1.19","-0.19","1.19","0.00","0.00"
"","Eddie Gaven","CLB","2013","W","973","7","4","0","0.25","-0.09","-0.25","11","3","0.94","2.06","1.19","0.00","0.18"
"","Ema Twumasi","FCD","2021","FB","1873","6","1","0","0.26","-0.22","-0.26","11","0","0.93","-0.93","1.19","0.00","0.23"
"","Jordan Smith","VAN","2016","FB","1363","5","0","0","0.13","-0.13","-0.13","14","0","1.05","-1.05","1.19","0.00","0.11"
"","Tristan Blackmon","LAFC","2020","FB","1075","4","1","0","0.45","-0.36","-0.45","7","0","0.74","-0.74","1.19","0.00","0.21"
"","Tommy McNamara","CHV","2014","ST","492","6","3","1","0.77","0.56","0.23","5","0","0.42","-0.42","1.19","0.26","0.32"
"","DeAndre Yedlin","MIA","2023","FB","2585","3","0","0","0.09","-0.09","-0.09","12","2","1.10","0.90","1.19","0.00","0.07"
"","Judson","SJE","2019","DM","2068","15","4","1","0.59","0.05","0.41","9","0","0.60","-0.60","1.19","0.50","0.27"
"","Taylor Washington","NSH","2020","W","457","1","0","0","0.03","-0.03","-0.03","9","1","1.15","-0.15","1.19","0.00","0.03"
"","Josh Gardner","SKC","2013","FB","278","3","0","0","0.23","-0.23","-0.23","5","1","0.96","0.04","1.19","0.00","0.13"
"","Felipe","ORL","2023","DM","649","9","3","0","0.95","-0.14","-0.95","3","0","0.24","-0.24","1.18","0.00","0.38"
"","Matt Besler","SKC","2017","CB","2528","4","1","0","0.33","-0.19","-0.33","5","3","0.85","2.15","1.18","0.00","0.17"
"","Ifunanyachi Achara","TOR","2022","W","457","6","5","0","0.78","-0.29","-0.78","3","1","0.40","0.60","1.18","0.00","0.40"
"","Gianluca Busio","SKC","2018","CM","201","8","1","1","0.86","-0.20","0.14","3","1","0.32","0.68","1.18","0.00","0.13"
"","Pa Modou Kah","POR","2014","CB","1852","4","1","1","0.88","0.03","0.12","2","0","0.30","-0.30","1.18","1.80","1.21"
"","Eduardo Sosa","CLB","2018","AM","434","11","4","1","0.53","0.37","0.47","8","0","0.65","-0.65","1.18","0.19","0.27"
"","Tony Beltran","RSL","2014","FB","2691","7","0","0","0.17","-0.17","-0.17","12","0","1.01","-1.01","1.18","0.00","0.12"
"","Geoff Cameron","CIN","2022","CB","2294","8","2","0","0.92","-0.15","-0.92","2","0","0.25","-0.25","1.17","0.00","0.66"
"","Maciel","NER","2021","DM","1347","3","1","0","0.06","0.18","-0.06","9","0","1.11","-1.11","1.17","0.00","0.05"
"","Kristinn Steindórsson","CLB","2015","W","708","7","2","0","0.41","0.22","-0.41","12","0","0.76","-0.76","1.17","0.00","0.19"
"","Darwin Cerén","HOU","2018","DM","2064","8","2","1","0.32","0.42","0.68","18","0","0.85","-0.85","1.17","0.03","0.09"
"","Anton Tinnerholm","NYC","2022","FB","661","5","1","0","0.13","-0.03","-0.13","7","0","1.04","-1.04","1.17","0.00","0.13"
"","Alexander Callens","NYC","2019","CB","2394","17","1","0","0.99","-0.85","-0.99","2","0","0.18","-0.18","1.17","0.00","0.57"
"","José Gonçalves","NER","2013","CB","3328","9","6","2","0.94","0.62","1.06","8","0","0.23","-0.23","1.17","0.65","0.63"
"","Fatai Alashe","SJE","2017","CM","1292","6","3","0","0.66","0.16","-0.66","5","0","0.51","-0.51","1.17","0.00","0.71"
"","Marco Donadel","MTL","2017","DM","1519","19","4","2","0.36","0.39","1.64","12","1","0.81","0.19","1.17","0.77","0.26"
"","Andy Rose","SEA","2014","CM","624","8","6","3","0.77","1.24","2.23","7","0","0.40","-0.40","1.17","0.07","0.13"
"","Jay Chapman","MIA","2021","CM","1308","9","5","0","0.39","-0.15","-0.39","9","1","0.78","0.22","1.16","0.00","0.25"
"","Danny Mwanga","COL","2013","CM","623","9","4","0","1.01","-0.10","-1.01","6","0","0.15","-0.15","1.16","0.00","0.76"
"","Nicolás Acevedo","NYC","2022","DM","2525","20","5","0","0.64","0.19","-0.64","9","0","0.52","-0.52","1.16","0.00","0.32"
"","Tim Parker","HOU","2022","CB","2495","3","1","0","0.61","-0.43","-0.61","2","0","0.55","-0.55","1.16","0.00","0.38"
"","Jordan Harvey","VAN","2016","FB","2716","10","2","2","0.62","0.60","1.38","14","0","0.54","-0.54","1.16","0.86","0.35"
"","Jack Elliott","PHI","2017","CB","2813","7","3","1","0.59","0.36","0.41","2","1","0.57","0.43","1.16","0.85","0.38"
"","DaMarcus Beasley","HOU","2019","FB","1128","3","0","0","0.09","-0.09","-0.09","9","2","1.07","0.93","1.16","0.00","0.03"
"","Tyson Wahl","CLB","2015","CB","1534","2","1","0","0.12","-0.10","-0.12","5","2","1.04","0.96","1.16","0.00","0.03"
"","Tim Parker","STL","2023","CB","2849","15","4","4","1.12","0.76","2.88","2","0","0.04","-0.04","1.16","1.85","0.62"
"","Felipe Hernandez","SKC","2020","CM","858","8","0","0","0.74","-0.74","-0.74","2","0","0.42","-0.42","1.16","0.00","0.65"
"","Pablo Bonilla","POR","2020","FB","946","4","0","0","0.24","-0.24","-0.24","7","0","0.92","-0.92","1.16","0.00","0.15"
"","Jonathan Mensah","SJE","2023","CB","2209","17","3","0","0.62","-0.46","-0.62","5","0","0.54","-0.54","1.15","0.00","0.60"
"","Lawrence Olum","SKC","2013","DM","1112","6","2","1","0.25","0.23","0.75","15","1","0.91","0.09","1.15","0.09","0.08"
"","Eric Miller","NSH","2022","FB","1489","2","0","0","0.12","-0.12","-0.12","8","0","1.03","-1.03","1.15","0.00","0.01"
"","Allan Cruz","CIN","2022","CM","459","8","4","0","0.72","-0.14","-0.72","4","0","0.43","-0.43","1.15","0.00","0.68"
"","Russell Teibert","VAN","2022","CM","2231","10","1","0","0.67","-0.66","-0.67","9","0","0.48","-0.48","1.15","0.00","0.75"
"","Ravel Morrison","DCU","2022","CM","1044","16","5","2","0.87","0.51","1.13","5","0","0.28","-0.28","1.15","1.06","0.59"
"","Roy Miller","POR","2017","CB","2470","11","2","1","0.99","0.15","0.01","4","1","0.17","0.83","1.15","0.39","0.77"
"","Olivier Mbaizo","PHI","2020","FB","1154","3","2","0","0.13","0.52","-0.13","11","1","1.02","-0.02","1.15","0.00","0.09"
"","Javier Calle","NYC","2015","FB","587","12","4","1","0.74","-0.26","0.26","4","0","0.41","-0.41","1.15","0.48","0.57"
"","Ben Sweat","NYC","2019","FB","1404","4","3","0","0.22","0.15","-0.22","10","1","0.93","0.07","1.15","0.00","0.13"
"","Mekeil Williams","COL","2017","FB","1522","3","0","0","0.40","-0.40","-0.40","10","1","0.74","0.26","1.15","0.00","0.26"
"","José Andrés Martínez","PHI","2022","DM","2777","30","4","0","0.68","-0.13","-0.68","4","1","0.47","0.53","1.15","0.00","0.44"
"","Russell Canouse","DCU","2019","DM","2367","10","0","0","0.78","-0.78","-0.78","9","0","0.37","-0.37","1.15","0.00","0.72"
"","Kevin Paredes","DCU","2020","FB","1042","5","3","0","0.54","-0.09","-0.54","8","1","0.60","0.40","1.15","0.00","0.41"
"","Chris Korb","DCU","2015","FB","1558","8","1","0","0.26","-0.13","-0.26","10","2","0.89","1.11","1.15","0.00","0.23"
"","Tommy Thompson","SJE","2020","FB","1202","10","4","1","0.67","-0.48","0.33","8","2","0.48","1.52","1.15","0.00","0.26"
"","Michael Harrington","COL","2015","FB","1364","2","1","0","0.05","-0.02","-0.05","10","1","1.09","-0.09","1.15","0.00","0.03"
"","Kevin O'Toole","NYC","2023","FB","1366","6","3","0","0.34","-0.19","-0.34","10","0","0.80","-0.80","1.15","0.00","0.20"
"","Zico Bailey","CIN","2021","FB","730","6","5","1","0.29","0.49","0.71","7","1","0.86","0.14","1.14","0.66","0.09"
"","Gabriele Corbo","MTL","2023","CB","2497","17","3","0","0.54","0.13","-0.54","7","1","0.61","0.39","1.14","0.00","0.30"
