"","Player","Team","Season","Position","Minutes","Passes","Pass %","xPass %","Score","Per100","Distance","Vertical","Touch %","Games"
"","Tom Barlow","NYRB","2021","ST","613","152","61.8%","69.5%","-11.60","-7.63","12.07","-1.90","1.9%","23"
"","José Antonio Martínez","FCD","2022","CB","2879","1920","84.9%","85.5%","-11.62","-0.61","24.44","9.40","11.4%","31"
"","José Gonçalves","NER","2013","CB","3328","1383","77.1%","78.0%","-11.63","-0.84","26.15","12.27","10.0%","34"
"","Alex Gersbach","COL","2023","FB","276","123","67.5%","76.9%","-11.63","-9.46","17.23","3.32","10.2%","3"
"","Fabian Castillo","FCD","2013","W","2336","733","74.4%","75.9%","-11.64","-1.59","15.64","1.03","6.2%","33"
"","Luis Amarilla","MIN","2023","ST","814","261","74.3%","78.8%","-11.64","-4.46","14.09","0.31","5.2%","13"
"","Dairon Asprilla","POR","2021","W","2281","747","69.5%","71.0%","-11.65","-1.56","16.64","-0.08","6.0%","34"
"","Dan Gargan","SJE","2013","FB","660","303","67.3%","71.2%","-11.65","-3.84","23.94","10.41","8.8%","8"
"","Sal Zizzo","NYRB","2015","FB","1127","551","73.3%","75.4%","-11.65","-2.11","19.36","3.88","5.0%","22"
"","Johan Venegas","MTL","2015","W","800","313","72.8%","76.6%","-11.65","-3.72","18.00","3.44","6.4%","12"
"","Wayne Rooney","DCU","2018","ST","1783","892","75.8%","77.1%","-11.65","-1.31","20.62","3.82","8.8%","20"
"","Cristhian Paredes","POR","2020","CM","903","408","77.5%","80.3%","-11.66","-2.86","19.40","4.59","5.3%","17"
"","Marcos López","SJE","2020","FB","1063","623","73.4%","75.2%","-11.66","-1.87","21.81","4.06","9.5%","13"
"","Cordell Cato","SJE","2015","FB","1975","738","72.5%","74.1%","-11.67","-1.58","18.55","3.74","6.7%","28"
"","Ibrahim Aliyu","HOU","2023","ST","1356","282","75.5%","79.7%","-11.70","-4.15","14.34","-3.60","3.2%","24"
"","Dario Zuparic","POR","2023","CB","3107","1228","80.1%","81.1%","-11.71","-0.95","24.95","8.59","8.7%","31"
"","Ricardo Clark","HOU","2017","CM","2433","982","79.9%","81.1%","-11.72","-1.19","22.13","6.87","8.5%","28"
"","Facundo Farías","MIA","2023","W","923","422","78.2%","81.0%","-11.73","-2.78","18.23","1.43","7.4%","11"
"","Frankie Amaya","NYRB","2021","CM","955","341","74.8%","78.2%","-11.75","-3.45","19.94","4.37","3.9%","22"
"","Ariel Lassiter","HOU","2020","W","1022","282","73.8%","77.9%","-11.75","-4.17","16.02","-4.07","4.2%","16"
"","Felipe Hernandez","SKC","2022","CM","1959","575","75.0%","77.0%","-11.76","-2.04","18.33","1.69","4.1%","34"
"","Luis Silva","RSL","2017","ST","1900","541","73.0%","75.2%","-11.76","-2.17","16.10","1.38","4.3%","30"
"","Yohan Croizet","SKC","2018","CM","1761","727","77.0%","78.6%","-11.76","-1.62","19.29","0.87","4.6%","32"
"","Fabian Herbers","CHI","2021","CM","1978","755","78.8%","80.4%","-11.78","-1.56","15.51","0.87","6.4%","27"
"","Jonathan Lewis","COL","2022","W","2418","473","72.9%","75.4%","-11.79","-2.49","15.95","-0.97","4.5%","33"
"","Luis Gil","HOU","2018","AM","332","114","64.9%","75.3%","-11.79","-10.35","19.10","4.68","2.3%","12"
"","Chris Odoi-Atsem","DCU","2022","FB","939","301","67.8%","71.7%","-11.80","-3.92","17.33","5.35","4.0%","20"
"","Kei Kamara","CHI","2023","ST","1695","436","70.9%","73.6%","-11.80","-2.71","15.18","-1.24","4.3%","27"
"","Donny Toia","RSL","2020","FB","1806","1065","73.8%","74.9%","-11.81","-1.11","21.87","8.32","10.3%","20"
"","Wayne Rooney","DCU","2019","ST","2539","1224","73.4%","74.3%","-11.82","-0.97","22.79","3.39","8.4%","28"
"","Federico Higuaín","CLB","2016","AM","1706","1153","74.2%","75.2%","-11.82","-1.02","20.66","5.35","10.1%","20"
"","Ben Speas","CLB","2013","W","1014","351","68.7%","72.0%","-11.84","-3.37","17.35","4.76","4.5%","19"
"","Chris Wondolowski","SJE","2018","ST","2501","598","73.8%","75.7%","-11.85","-1.98","17.35","1.71","4.1%","34"
"","Charlie Davies","NER","2015","ST","2302","393","72.0%","75.0%","-11.88","-3.02","13.21","-2.79","3.4%","33"
"","Victor Wanyama","MTL","2023","CM","1968","847","82.5%","83.9%","-11.88","-1.40","20.80","4.67","7.2%","25"
"","Darwin Cerén","ORL, SJE","2016","CM","2295","1316","82.7%","83.6%","-11.90","-0.90","22.19","6.41","9.7%","28"
"","Danilo Acosta","ORL","2019","FB","731","338","70.4%","73.9%","-11.91","-3.52","18.97","3.78","9.2%","8"
"","Ayo Akinola","TOR","2022","ST","1365","230","73.9%","79.1%","-11.91","-5.18","12.74","-3.28","2.2%","26"
"","Brandon Servania","FCD","2022","CM","1457","621","78.6%","80.5%","-11.91","-1.92","17.52","4.80","5.7%","23"
"","Eric Brunner","HOU","2013","CB","969","410","81.5%","84.4%","-11.92","-2.91","24.52","8.83","7.1%","13"
"","Danny Musovski","LAFC, RSL","2022","W","636","138","66.7%","75.3%","-11.95","-8.66","13.94","-1.81","2.0%","19"
"","Daniel Gazdag","PHI","2023","AM","3064","1156","77.2%","78.2%","-11.95","-1.03","16.51","3.52","8.5%","32"
"","Ken Krolicki","MTL","2018","CM","1707","588","82.3%","84.4%","-11.96","-2.03","16.01","0.72","5.3%","24"
"","Johnny Leverón","VAN","2013","CB","1751","667","75.7%","77.5%","-11.96","-1.79","27.95","14.50","9.3%","18"
"","Jermaine Taylor","HOU","2014","CB","2175","1009","81.2%","82.4%","-11.97","-1.19","23.66","7.75","9.5%","24"
"","Bobby Wood","RSL","2021","ST","702","152","67.1%","75.0%","-11.97","-7.88","14.25","-0.62","2.3%","17"
"","Paul Arriola","DCU","2017","W","984","352","70.5%","73.9%","-11.97","-3.40","16.50","2.18","8.9%","11"
"","Héctor Villalba","ATL","2019","W","1027","389","73.0%","76.1%","-11.99","-3.08","17.11","-0.84","4.3%","20"
"","Ahmed Hamdi","MTL","2023","AM","546","200","75.0%","81.0%","-11.99","-6.00","16.65","1.43","3.8%","13"
"","Will Bruin","HOU","2013","ST","2777","641","69.4%","71.3%","-12.01","-1.87","14.93","1.24","5.6%","30"
"","Will Bruin","SEA","2018","ST","1962","438","72.8%","75.6%","-12.01","-2.74","12.55","-0.41","3.3%","29"
"","Dominic Oduro","MTL","2016","W","2172","476","75.0%","77.5%","-12.01","-2.52","15.13","-1.39","4.1%","31"
"","Connor Hallisey","SKC","2015","W","574","198","71.2%","77.3%","-12.03","-6.08","17.71","-0.00","3.5%","13"
"","Dairon Asprilla","POR","2023","W","1601","501","67.9%","70.3%","-12.05","-2.41","16.37","0.38","5.6%","26"
"","Wyatt Omsberg","CHI","2022","CB","1376","611","72.8%","74.8%","-12.05","-1.97","25.77","11.80","9.7%","14"
"","Ronaldo Cisneros","ATL","2022","ST","1867","337","78.9%","82.5%","-12.06","-3.58","13.11","-3.11","2.7%","28"
"","Adalberto Carrasquilla","HOU","2021","CM","609","287","77.7%","81.9%","-12.06","-4.20","19.83","4.00","6.4%","10"
"","Ty Harden","SJE","2013","FB","637","266","70.3%","74.8%","-12.07","-4.54","22.25","12.19","8.9%","7"
"","Carlos Fierro","SJE","2021","W","1309","441","60.3%","63.1%","-12.08","-2.74","22.04","6.50","3.6%","28"
"","Kellyn Acosta","FCD","2015","DM","1731","683","73.9%","75.7%","-12.09","-1.77","23.13","7.64","7.8%","21"
"","Johan Kappelhof","CHI","2021","CB","1330","526","75.7%","78.0%","-12.09","-2.30","22.41","9.52","5.9%","19"
"","Donovan Pines","DCU","2022","CB","1619","591","78.5%","80.6%","-12.14","-2.05","23.61","6.86","7.6%","21"
"","Saad Abdul-Salaam","SKC","2015","FB","1184","544","68.6%","70.8%","-12.17","-2.24","19.39","6.06","5.9%","22"
"","Jordan McCrary","SEA","2018","FB","982","416","70.2%","73.1%","-12.20","-2.93","18.30","3.71","6.2%","15"
"","Raheem Edwards","LAG","2022","FB","2511","1350","80.7%","81.6%","-12.20","-0.90","17.51","2.95","8.9%","30"
"","Roger Espinoza","SKC","2016","CM","2895","1522","78.8%","79.6%","-12.20","-0.80","20.74","5.80","10.7%","30"
"","Jaime Penedo","LAG","2013","GK","868","278","52.2%","56.5%","-12.21","-4.39","44.83","38.93","5.5%","9"
"","Nick Lima","SJE","2018","FB","3311","1674","74.5%","75.2%","-12.21","-0.73","21.15","3.48","10.8%","34"
"","Andre Shinyashiki","COL","2020","W","1092","366","74.9%","78.2%","-12.23","-3.34","17.58","0.21","6.1%","15"
"","Yordy Reyna","VAN","2017","AM","1159","322","72.7%","76.5%","-12.23","-3.80","20.03","3.64","5.9%","18"
"","Louis Beland-Goyette","MTL","2017","CM","315","122","73.8%","83.8%","-12.28","-10.06","18.64","3.69","4.5%","6"
"","Marcus Epps","PHI","2018","W","652","251","70.5%","75.4%","-12.28","-4.89","16.60","-1.66","4.6%","13"
"","Ian Murphy","CIN","2022","CB","1635","690","78.3%","80.0%","-12.28","-1.78","21.72","8.99","5.6%","26"
"","Michael Estrada","DCU","2022","ST","953","148","64.2%","72.5%","-12.28","-8.30","16.37","1.46","3.1%","16"
"","Federico Bernardeschi","TOR","2023","W","2834","1082","74.2%","75.3%","-12.29","-1.14","18.81","0.40","8.0%","31"
"","Sam Johnson","RSL","2020","ST","376","78","56.4%","72.2%","-12.31","-15.78","13.75","-1.94","1.9%","10"
"","Chris Wondolowski","SJE","2020","ST","1376","314","76.8%","80.7%","-12.32","-3.92","18.73","1.26","3.3%","22"
"","Walter Vílchez","CHV","2013","CB","1043","397","77.8%","80.9%","-12.33","-3.10","22.81","9.64","9.3%","11"
"","Hassani Dotson","MIN","2021","W","2619","1170","78.5%","79.5%","-12.33","-1.05","17.41","3.54","8.8%","29"
"","Álvaro Medrán","CHI","2020","DM","2155","1393","76.5%","77.4%","-12.33","-0.89","21.35","6.37","11.7%","23"
"","Jaime Villarreal","LAG","2017","DM","411","146","73.3%","81.7%","-12.33","-8.45","23.31","5.34","5.2%","7"
"","Chris Wondolowski","SJE","2016","ST","2909","717","72.4%","74.1%","-12.34","-1.72","17.39","1.94","5.9%","30"
"","Daniel Lovitz","TOR","2014","W","707","257","62.6%","67.5%","-12.35","-4.81","20.08","0.88","3.4%","18"
"","Ralph Priso-Mbongue","TOR, COL","2022","CM","533","299","80.3%","84.4%","-12.36","-4.13","18.52","3.61","3.7%","16"
"","Brandon Bye","NER","2023","FB","1832","984","72.0%","73.3%","-12.36","-1.26","19.14","3.94","10.0%","19"
"","Mikael Uhre","PHI","2022","ST","1758","317","62.8%","66.7%","-12.37","-3.90","14.12","1.21","3.8%","27"
"","Jeremy Ebobisse","SJE, POR","2021","ST","1887","391","77.5%","80.7%","-12.38","-3.17","16.64","1.03","4.4%","24"
"","Nemanja Nikolic","CHI","2018","ST","2615","509","77.6%","80.0%","-12.40","-2.44","14.49","-3.54","3.8%","31"
"","Michael Murillo","NYRB","2018","FB","2119","1218","69.6%","70.6%","-12.40","-1.02","17.66","6.97","11.4%","23"
"","Brian Mullan","COL","2013","FB","1474","802","68.5%","70.0%","-12.41","-1.55","23.21","11.17","10.8%","16"
"","Carlyle Mitchell","VAN","2013","CB","1287","401","78.5%","81.7%","-12.45","-3.10","24.04","9.90","7.3%","15"
"","José Andrés Martínez","PHI","2021","DM","2155","1214","83.4%","84.5%","-12.46","-1.03","22.63","6.33","10.9%","24"
"","Tesho Akindele","FCD","2018","W","675","212","65.6%","71.5%","-12.46","-5.88","16.43","1.72","2.6%","19"
"","Dylan Nealis","NYRB","2023","CB","1197","567","69.1%","71.3%","-12.47","-2.20","21.32","8.84","7.2%","19"
"","Frank Lampard","NYC","2015","AM","780","387","77.5%","80.7%","-12.48","-3.23","19.55","3.79","8.2%","10"
"","Marcel de Jong","SKC","2015","FB","893","356","63.5%","67.0%","-12.50","-3.51","25.40","5.50","6.6%","13"
"","Robbie Keane","LAG","2016","ST","1535","351","74.6%","78.2%","-12.52","-3.57","16.18","2.20","4.7%","17"
"","Moses Nyeman","DCU","2020","CM","558","263","81.4%","86.1%","-12.52","-4.76","18.28","2.95","5.5%","11"
"","Connor Lade","NYRB","2015","FB","1534","810","74.0%","75.5%","-12.54","-1.55","19.12","5.87","8.5%","18"
"","Jáder Obrian","FCD","2023","W","2091","497","75.0%","77.6%","-12.56","-2.53","13.54","0.93","4.5%","29"
"","Joe Bendik","ORL","2017","GK","3218","1072","61.0%","62.2%","-12.56","-1.17","45.75","37.20","6.7%","33"
"","Lucas Zelarayán","CLB","2022","AM","2550","1362","72.0%","72.9%","-12.57","-0.92","21.79","5.26","10.4%","29"
"","Eric Remedi","ATL","2020","DM","1276","642","84.3%","86.2%","-12.57","-1.96","21.32","2.67","6.8%","18"
"","Chris Rolfe","CHI, DCU","2014","W","1870","624","74.5%","76.5%","-12.57","-2.01","17.86","2.74","6.5%","23"
"","Olmes García","RSL","2013","ST","1123","355","67.3%","70.9%","-12.59","-3.55","15.50","0.20","3.5%","24"
"","Ambroise Oyongo","MTL","2017","FB","1072","666","69.4%","71.3%","-12.59","-1.89","18.89","4.49","12.8%","11"
"","Raphael Augusto","DCU","2013","CM","411","265","81.9%","86.6%","-12.59","-4.75","20.32","4.66","7.3%","7"
"","Maxim Tissot","MTL","2014","W","854","312","68.0%","72.0%","-12.60","-4.04","20.35","4.91","3.5%","20"
"","Ricardo Clark","HOU","2014","CM","2242","969","78.2%","79.5%","-12.62","-1.30","18.30","6.55","8.7%","25"
"","Darren Mattocks","VAN","2014","ST","1967","451","71.2%","74.0%","-12.62","-2.80","14.42","-0.34","4.1%","30"
"","Elliot Collier","CHI","2021","ST","403","103","62.1%","74.4%","-12.62","-12.26","15.80","1.68","1.9%","17"
"","Fabinho","PHI","2017","FB","2038","958","70.5%","71.8%","-12.63","-1.32","22.12","7.63","10.4%","22"
"","Tim Melia","SKC","2023","GK","1576","487","68.8%","71.4%","-12.64","-2.60","38.41","29.01","5.2%","16"
"","Olmes García","RSL","2015","W","1703","434","70.5%","73.4%","-12.64","-2.91","17.73","1.48","3.7%","33"
"","Michael Barrios","COL, LAG","2023","W","1090","240","65.4%","70.7%","-12.66","-5.27","16.94","0.49","2.5%","26"
"","Orji Okwonkwo","MTL","2019","W","1890","528","77.8%","80.2%","-12.67","-2.40","15.16","-3.30","4.8%","28"
"","Stefan Frei","SEA","2016","GK","3181","998","61.0%","62.3%","-12.67","-1.27","44.03","36.78","5.3%","33"
"","Patrick Mullins","TOR","2021","ST","901","185","70.3%","77.1%","-12.68","-6.85","14.53","0.46","1.8%","25"
"","Olmes García","RSL","2016","ST","1087","272","64.3%","69.0%","-12.68","-4.66","14.75","1.28","2.7%","24"
"","David Guzmán","POR","2017","DM","2205","1468","79.8%","80.6%","-12.68","-0.86","24.38","5.51","11.8%","25"
"","Luis Díaz","CLB","2020","W","1284","260","63.1%","68.0%","-12.69","-4.88","17.32","-1.22","3.8%","21"
"","Allan Cruz","CIN","2020","AM","836","245","72.7%","77.8%","-12.70","-5.18","18.99","2.83","4.0%","14"
"","Erik Hurtado","VAN","2014","ST","1949","488","75.2%","77.8%","-12.71","-2.61","13.75","-0.50","4.5%","30"
"","Daniel Ríos","CLT","2022","ST","1558","375","75.2%","78.6%","-12.72","-3.39","13.50","-1.66","3.3%","27"
"","Franco Jara","FCD","2020","ST","1488","302","75.2%","79.4%","-12.72","-4.21","15.87","-1.37","4.5%","19"
"","Quincy Amarikwa","CHI, SJE","2015","ST","2350","622","70.7%","72.8%","-12.73","-2.05","15.68","0.31","6.1%","31"
"","Chris Durkin","DCU","2019","CM","720","380","79.5%","82.8%","-12.74","-3.35","18.71","5.63","5.8%","13"
"","Brendan Hines-Ike","DCU","2022","CB","1884","979","80.0%","81.3%","-12.75","-1.30","25.06","9.50","10.5%","20"
"","Aljaz Ivacic","POR","2023","GK","1488","465","52.3%","55.0%","-12.75","-2.74","48.88","42.36","6.6%","15"
"","Brad Smith","SEA","2018","FB","485","278","70.5%","75.1%","-12.76","-4.59","18.40","2.39","9.2%","6"
"","Deandre Kerr","TOR","2022","W","1435","328","75.3%","79.2%","-12.77","-3.89","14.27","-0.36","3.4%","26"
"","Jack McBean","LAG","2013","ST","613","167","65.9%","73.5%","-12.79","-7.66","12.40","-0.24","2.8%","15"
"","Hassoun Camara","MTL","2013","FB","3116","1513","79.3%","80.1%","-12.79","-0.85","20.96","7.42","10.4%","32"
"","Edson Buddle","COL","2014","ST","1201","364","72.0%","75.5%","-12.82","-3.52","17.38","1.05","4.8%","18"
"","Will Bruin","SEA","2017","ST","1955","406","68.7%","71.9%","-12.84","-3.16","13.22","0.34","2.8%","31"
