"","Player","Team","Season","Position","Minutes","Passes","Pass %","xPass %","Score","Per100","Distance","Vertical","Touch %","Games"
"","Chase Gasper","LAG","2022","FB","933","528","80.7%","79.2%","7.79","1.48","17.74","3.24","5.1%","17"
"","Quentin Westberg","TOR","2020","GK","1964","741","78.3%","77.2%","7.78","1.05","33.29","24.12","5.6%","20"
"","Jahkeele Marshall-Rutty","TOR","2022","FB","707","423","86.5%","84.7%","7.75","1.83","16.67","1.75","4.4%","17"
"","Jakob Glesnes","PHI","2020","CB","1656","734","83.1%","82.0%","7.75","1.06","28.51","11.03","8.2%","19"
"","Tim Melia","SKC","2018","GK","3363","1121","80.5%","79.8%","7.75","0.69","34.32","24.75","5.3%","34"
"","Kelvin Leerdam","SEA","2017","FB","1389","738","73.7%","72.7%","7.73","1.05","19.01","4.02","9.5%","15"
"","Zac McGraw","POR","2023","CB","2710","1044","80.0%","79.2%","7.69","0.74","25.03","8.60","8.9%","28"
"","Jared Jeffrey","DCU","2016","CM","1410","596","80.9%","79.6%","7.69","1.29","21.46","6.78","6.5%","21"
"","Ilie Sánchez","SKC","2019","DM","2766","1787","85.0%","84.5%","7.69","0.43","22.21","6.12","9.9%","32"
"","Jimmy Medranda","SEA","2022","FB","753","358","77.6%","75.5%","7.67","2.14","18.86","1.50","3.3%","21"
"","Carlos Gruezo","FCD","2017","DM","2816","1450","85.5%","84.9%","7.67","0.53","23.33","6.27","9.5%","31"
"","Dillon Powers","COL","2014","CM","2484","1384","79.5%","78.9%","7.67","0.55","20.48","2.01","9.1%","30"
"","Hérculez Gómez","SEA","2016","W","922","316","73.4%","71.0%","7.66","2.42","17.99","-0.59","3.0%","21"
"","Talles Magno","NYC","2022","W","2886","966","80.4%","79.6%","7.65","0.79","13.99","2.16","6.6%","34"
"","Mark Delgado","TOR","2020","CM","1560","1115","82.9%","82.2%","7.65","0.69","17.84","5.78","9.6%","19"
"","Damir Kreilach","RSL","2022","AM","331","126","83.3%","77.3%","7.64","6.07","14.93","2.02","6.4%","5"
"","José Antonio Martínez","FCD","2023","CB","1615","1027","87.0%","86.2%","7.64","0.74","22.14","8.31","8.6%","22"
"","Larrys Mabiala","POR","2022","CB","1731","851","84.0%","83.1%","7.63","0.90","23.19","8.24","8.1%","21"
"","Ryan Raposo","VAN","2022","FB","1600","742","74.4%","73.4%","7.63","1.03","19.16","3.04","5.8%","30"
"","Daniel Vega","SJE","2020","GK","1173","391","77.2%","75.3%","7.61","1.95","33.96","23.80","5.9%","12"
"","Raúl Fernández","FCD","2014","GK","1988","565","59.3%","58.0%","7.58","1.34","47.11","40.09","5.5%","21"
"","Emmanuel Boateng","NER","2022","W","1112","436","77.1%","75.3%","7.55","1.73","17.64","-0.28","3.1%","27"
"","José Cifuentes","LAFC","2022","CM","2557","1202","78.7%","78.1%","7.55","0.63","17.71","5.10","7.8%","33"
"","Mauricio Pineda","CHI","2023","CB","1756","803","85.1%","84.1%","7.54","0.94","22.97","7.78","7.4%","24"
"","Yeimar Gómez Andrade","SEA","2020","CB","1774","1020","83.9%","83.2%","7.51","0.74","23.66","7.99","9.4%","19"
"","Dave Romney","NSH","2022","CB","2907","1505","81.8%","81.3%","7.50","0.50","23.74","7.48","9.9%","31"
"","Jordan Stewart","SJE","2015","FB","1221","560","74.3%","73.0%","7.50","1.34","22.35","9.84","9.3%","14"
"","Christian Fuchs","CLT","2022","FB","2143","1518","78.8%","78.4%","7.50","0.49","24.32","9.28","10.8%","26"
"","Dylan Remick","SEA","2015","FB","1722","914","75.8%","75.0%","7.49","0.82","18.96","6.91","9.0%","19"
"","Harold Cummings","SJE","2019","CB","1523","923","86.5%","85.7%","7.49","0.81","23.47","8.46","10.3%","16"
"","Alan Pulido","SKC","2021","ST","1578","507","85.0%","83.5%","7.47","1.47","17.02","-0.24","5.8%","21"
"","Sean Nealis","NYRB","2020","CB","491","201","80.1%","76.4%","7.44","3.70","19.36","9.55","7.3%","6"
"","Alessandro Schöpf","VAN","2022","AM","368","147","87.8%","82.7%","7.43","5.06","15.88","-0.31","4.7%","7"
"","Everton Luiz","RSL","2019","DM","2305","921","86.5%","85.7%","7.42","0.81","17.14","2.51","7.5%","27"
"","Carlos Vela","LAFC","2018","W","2611","1217","76.3%","75.6%","7.42","0.61","20.80","3.85","9.3%","28"
"","Ismael Tajouri-Shradi","MIN","2023","W","395","160","87.5%","82.9%","7.42","4.64","15.87","0.10","3.8%","10"
"","Uri Rosell","ORL","2019","DM","1633","962","85.8%","85.0%","7.42","0.77","20.26","6.29","9.6%","20"
"","Michael Harrington","COL","2015","FB","1364","717","75.6%","74.6%","7.42","1.03","21.95","8.85","10.7%","14"
"","Lee Young-Pyo","VAN","2013","FB","2966","1750","79.4%","79.0%","7.41","0.42","21.05","7.53","11.8%","32"
"","Federico Higuaín","CLB","2013","ST","2786","1674","74.7%","74.3%","7.41","0.44","21.26","4.54","11.6%","29"
"","Rolf Feltscher","LAG","2018","FB","1395","761","72.4%","71.4%","7.41","0.97","20.79","6.09","10.1%","15"
"","Santiago Rodríguez","NYC","2021","W","1092","472","78.0%","76.4%","7.41","1.57","16.06","2.41","5.2%","21"
"","Dylan Nealis","MIA","2020","FB","1231","579","76.7%","75.4%","7.40","1.28","19.41","2.50","6.6%","19"
"","Tommy Redding","ORL","2016","CB","1474","488","84.2%","82.7%","7.39","1.52","23.59","8.53","6.1%","18"
"","Dilly Duka","MTL","2015","W","1907","573","77.7%","76.4%","7.38","1.29","17.26","1.05","5.3%","27"
"","Brandt Bronico","CHI","2018","CM","1658","803","83.9%","83.0%","7.37","0.92","18.26","1.61","7.1%","23"
"","Bobby Burling","COL","2017","CB","833","311","78.5%","76.1%","7.37","2.37","28.03","12.72","5.9%","12"
"","Josh Williams","CLB","2020","CB","1117","606","88.8%","87.6%","7.36","1.21","21.97","6.44","9.1%","12"
"","Tony Alfaro","SEA","2017","CB","882","486","82.9%","81.4%","7.36","1.51","22.59","9.54","5.7%","15"
"","Ignacio Aliseda","CHI","2021","W","1733","543","84.2%","82.8%","7.32","1.35","16.22","-0.85","5.7%","23"
"","Kelyn Rowe","SEA","2023","FB","392","251","83.3%","80.3%","7.31","2.91","20.66","6.81","4.8%","9"
"","Tim Parker","VAN","2015","CB","1368","536","76.7%","75.3%","7.31","1.36","25.86","11.55","8.0%","15"
"","Jason Hernandez","TOR","2017","CB","575","185","82.7%","78.8%","7.28","3.94","20.19","8.34","4.9%","8"
"","Gabriel Pirani","DCU","2023","AM","913","247","82.2%","79.2%","7.27","2.94","15.89","1.67","7.2%","10"
"","Ronald Matarrita","NYC","2018","FB","1496","982","77.9%","77.2%","7.26","0.74","18.87","1.96","6.7%","24"
"","Chase Gasper","MIN","2019","FB","1425","689","75.5%","74.4%","7.25","1.05","20.74","5.05","10.1%","15"
"","Jonathan Campbell","CHI","2016","CB","3043","1236","79.5%","78.9%","7.25","0.59","26.59","11.87","8.9%","33"
"","Diego Fagundez","NER","2020","DM","1067","515","81.0%","79.6%","7.25","1.41","20.72","3.73","5.4%","19"
"","Ian Hoffman","HOU","2021","FB","277","136","83.8%","78.5%","7.25","5.33","15.49","1.48","4.6%","6"
"","Kyle Bekker","TOR","2014","CM","1209","665","79.8%","78.8%","7.23","1.09","21.97","6.66","6.6%","20"
"","Jacori Hayes","FCD","2018","DM","1110","530","85.9%","84.5%","7.23","1.36","17.07","3.46","7.3%","16"
"","Leonardo","LAG","2015","CB","2438","932","83.9%","83.1%","7.20","0.77","24.47","8.75","8.3%","26"
"","Sean Franklin","VAN","2018","FB","929","395","76.7%","74.9%","7.20","1.82","19.93","7.07","8.2%","11"
"","Andrew Farrell","NER","2015","CB","3035","1258","76.9%","76.3%","7.16","0.57","26.72","13.52","8.9%","32"
"","Emanuel Reynoso","MIN","2020","AM","892","519","75.5%","74.2%","7.15","1.38","18.17","5.24","9.1%","13"
"","Dillon Serna","COL","2019","FB","661","301","74.1%","71.7%","7.14","2.37","20.58","5.31","4.9%","14"
"","Kortne Ford","COL","2018","CB","1235","582","80.1%","78.8%","7.14","1.23","20.76","6.75","8.0%","15"
"","Andy Dorman","NER","2014","DM","1323","719","83.0%","82.0%","7.12","0.99","23.03","7.23","9.3%","16"
"","Kevin Molino","CLB","2023","AM","103","95","90.5%","83.1%","7.10","7.47","14.52","-0.92","1.9%","9"
"","Matt Hedges","FCD","2014","CB","2988","1033","85.9%","85.2%","7.09","0.69","22.40","8.33","8.4%","32"
"","Eduardo Sosa","CLB","2018","AM","434","190","86.3%","82.6%","7.08","3.73","16.12","2.79","4.3%","10"
"","C.J. Sapong","PHI","2015","ST","2048","573","68.8%","67.5%","7.07","1.23","15.61","1.79","5.8%","27"
"","Zico Bailey","CIN","2020","FB","320","169","89.3%","85.2%","7.06","4.18","19.30","-0.76","6.1%","5"
"","Shane O'Neill","COL","2014","CB","2036","938","82.2%","81.4%","7.06","0.75","25.68","11.07","9.2%","21"
"","Alfredo Morales","NYC","2023","CM","1323","568","87.0%","85.7%","7.05","1.24","19.22","3.52","5.0%","22"
"","Brad Smith","SEA","2019","FB","2149","1357","76.9%","76.4%","7.04","0.52","16.87","2.80","10.2%","25"
"","Nani","ORL","2019","W","2499","1415","75.7%","75.2%","7.03","0.50","18.83","3.50","10.0%","30"
"","James Riley","LAG","2014","FB","269","158","85.4%","81.0%","7.02","4.44","19.30","6.40","7.5%","4"
"","Lamar Neagle","SEA","2014","W","2377","907","70.6%","69.8%","7.01","0.77","16.73","4.47","6.5%","32"
"","Jay Chapman","MIA","2020","DM","248","113","89.4%","83.2%","7.01","6.20","18.33","4.23","2.8%","8"
"","Clint Irwin","MIN","2023","GK","405","120","78.3%","72.5%","7.00","5.83","34.28","25.90","6.6%","4"
"","Tommy Thompson","SJE","2023","W","468","175","86.9%","82.9%","6.99","4.00","15.41","0.84","2.1%","19"
"","Cristian Tello","LAFC","2022","W","121","62","91.9%","80.7%","6.99","11.28","18.26","0.12","2.9%","4"
"","Yevhen Cheberko","CLB","2023","CB","227","127","92.9%","87.4%","6.98","5.50","18.95","6.69","3.9%","6"
"","Ranko Veselinovic","VAN","2020","CB","1529","666","84.7%","83.6%","6.98","1.05","24.64","8.82","8.5%","18"
"","Aaron Herrera","RSL","2018","FB","1350","737","83.5%","82.5%","6.98","0.95","20.56","2.68","8.6%","16"
"","Christopher Gloster","NYC","2022","FB","531","335","79.1%","77.0%","6.97","2.08","20.25","1.34","4.9%","11"
"","Victor Giro","ORL","2018","FB","468","297","84.9%","82.5%","6.97","2.35","20.02","3.55","7.0%","8"
"","Anton Tinnerholm","NYC","2020","FB","2208","1387","75.4%","74.9%","6.95","0.50","18.33","3.60","10.4%","23"
"","Justen Glad","RSL","2015","CB","594","206","79.1%","75.8%","6.95","3.37","20.32","7.23","7.6%","7"
"","Rodney Wallace","POR","2015","W","2113","849","71.1%","70.3%","6.94","0.82","16.29","1.13","6.2%","32"
"","Nicolás Figal","MIA","2020","CB","1928","1040","81.0%","80.3%","6.94","0.67","24.32","8.90","10.6%","21"
"","Giancarlo Gonzalez","CLB","2014","CB","1653","734","83.9%","83.0%","6.93","0.94","22.81","8.99","9.0%","17"
"","Nick Lima","ATX","2021","FB","2213","1077","79.6%","78.9%","6.90","0.64","20.87","0.52","7.6%","28"
"","Leandro González Pirez","MIA","2021","CB","2914","1285","80.9%","80.4%","6.90","0.54","25.91","11.37","9.9%","30"
"","Alejandro Bedoya","PHI","2020","CM","1997","1048","79.1%","78.5%","6.89","0.66","17.51","3.97","10.2%","21"
"","Clint Irwin","TOR","2017","GK","530","158","62.7%","58.3%","6.89","4.36","45.26","39.96","4.7%","6"
"","David Bingham","LAG","2020","GK","1754","468","62.0%","60.5%","6.89","1.47","46.38","39.43","5.3%","18"
"","Rodney Wallace","NYC","2017","W","2048","824","75.7%","74.9%","6.85","0.83","15.16","0.90","6.6%","26"
"","Kayden Pierre","SKC","2022","FB","1072","567","83.4%","82.2%","6.84","1.21","18.55","3.38","6.2%","19"
"","Nick Hagglund","TOR","2018","CB","1564","804","80.0%","79.1%","6.84","0.85","22.79","9.03","7.1%","20"
"","Jeremy Kelly","COL","2020","FB","275","203","89.2%","85.8%","6.84","3.37","19.84","1.24","4.6%","8"
"","Richard Eckersley","TOR","2013","FB","1544","816","74.0%","73.2%","6.84","0.84","22.12","12.27","11.8%","16"
"","Corey Ashe","ORL","2015","FB","710","361","78.4%","76.5%","6.84","1.89","18.66","4.96","8.4%","9"
"","Brecht Dejaegere","CLT","2023","W","536","204","79.4%","76.1%","6.82","3.34","16.34","2.69","5.3%","9"
"","Erik Holt","RSL","2021","CB","1492","749","80.0%","79.1%","6.80","0.91","25.82","12.23","8.1%","18"
"","Tim Parker","VAN","2017","CB","3100","1212","79.7%","79.1%","6.79","0.56","26.93","11.63","9.3%","32"
"","Thierry Henry","NYRB","2013","ST","2734","1084","67.3%","66.6%","6.78","0.63","20.27","5.35","8.0%","30"
"","Jonathan Spector","ORL","2018","CB","1153","477","81.8%","80.3%","6.76","1.42","22.50","9.81","7.4%","13"
"","Andrés Imperiale","SJE","2016","CB","938","397","73.8%","72.1%","6.76","1.70","25.09","14.91","7.9%","11"
"","Rafael Ramos","ORL","2016","FB","1101","580","75.3%","74.2%","6.76","1.16","18.45","3.35","9.9%","12"
"","Shay Facey","NYC","2015","CB","1965","876","83.3%","82.6%","6.75","0.77","22.62","7.19","8.2%","23"
"","Brandt Bronico","CHI","2019","DM","2062","970","80.0%","79.3%","6.74","0.69","18.36","3.88","6.7%","29"
"","Jorge Corrales","CHI","2018","FB","1416","751","79.1%","78.2%","6.73","0.90","21.60","4.52","9.2%","17"
"","Everton Luiz","RSL","2021","CM","1788","742","87.6%","86.7%","6.72","0.91","16.82","2.40","6.6%","25"
"","Kieran Gibbs","MIA","2021","FB","739","340","83.2%","81.3%","6.71","1.97","17.07","0.38","6.0%","12"
"","Steven Beitashour","COL","2021","FB","641","280","81.1%","78.7%","6.70","2.39","18.01","2.90","5.0%","11"
"","Andrés Ríos","SJE","2019","AM","323","149","84.6%","80.1%","6.70","4.50","17.71","4.10","3.1%","10"
"","Boris Sekulic","CHI","2020","FB","1974","990","80.2%","79.5%","6.68","0.67","18.54","3.46","8.9%","21"
"","Valeri Qazaishvili","SJE","2017","W","838","319","82.8%","80.7%","6.68","2.09","17.31","2.07","6.4%","13"
"","Lewis O'Brien","DCU","2023","CM","1686","823","81.0%","80.2%","6.68","0.81","18.32","4.16","10.9%","17"
"","Aníbal Godoy","SJE","2015","CM","960","500","87.6%","86.3%","6.66","1.33","23.39","4.98","11.3%","10"
"","Rocco Rios Novo","ATL","2022","GK","1532","605","88.3%","87.2%","6.66","1.10","27.85","17.02","6.1%","16"
"","Jørgen Skjelvik","LAG","2019","FB","1844","792","78.4%","77.6%","6.64","0.84","16.18","2.18","8.0%","20"
"","George Bello","ATL","2020","FB","1776","910","83.7%","83.0%","6.63","0.73","17.32","0.26","8.6%","20"
"","Soony Saad","SKC","2017","W","493","116","75.9%","70.2%","6.63","5.72","19.52","-0.63","2.4%","12"
"","Christopher McVey","MIA","2022","FB","3357","1596","84.1%","83.7%","6.63","0.42","21.37","5.02","9.7%","34"
"","Bobby Shuttleworth","NER","2016","GK","1968","629","65.7%","64.6%","6.62","1.05","44.84","36.98","5.5%","21"
"","Ousmane Doumbia","CHI","2023","DM","880","411","85.9%","84.3%","6.62","1.61","19.80","5.49","8.0%","11"
"","Elías Vásquez","RSL","2015","CB","1377","475","79.8%","78.4%","6.61","1.39","24.73","12.39","7.1%","15"
"","João Moutinho","ORL","2020","FB","746","474","77.2%","75.8%","6.61","1.39","21.57","8.87","11.0%","8"
"","Steven Moreira","CLB","2021","FB","567","322","77.6%","75.6%","6.59","2.05","18.40","5.53","8.7%","7"
"","Edwin Cerrillo","FCD","2022","DM","2114","1082","89.5%","88.9%","6.58","0.61","18.78","2.98","6.5%","32"
"","Miles Robinson","ATL","2021","CB","2517","1571","84.2%","83.7%","6.57","0.42","22.84","7.30","10.4%","26"
"","Kofi Sarkodie","HOU","2014","FB","3108","1589","77.4%","77.0%","6.55","0.41","20.55","6.90","10.2%","32"
"","Hernán Bernardello","MTL","2016","CM","1077","485","85.0%","83.6%","6.55","1.35","21.94","4.91","9.0%","12"
"","David Mateos","ORL","2015","CB","573","291","83.5%","81.3%","6.55","2.25","26.26","11.26","10.0%","6"
"","Sheanon Williams","HOU","2016","FB","1955","916","70.4%","69.7%","6.54","0.71","21.26","9.15","8.9%","22"
"","Jesús David Murillo","LAFC","2020","CB","449","251","83.3%","80.7%","6.54","2.61","21.24","11.99","8.1%","5"
"","Marcelino Moreno","ATL","2021","CM","2799","1443","82.1%","81.7%","6.53","0.45","18.40","2.09","9.6%","32"
"","Greg Garza","ATL","2018","FB","1013","487","79.3%","77.9%","6.51","1.34","16.09","0.93","8.7%","11"
"","Philip Quinton","CLB","2023","CB","1055","637","87.4%","86.4%","6.51","1.02","19.77","7.60","9.0%","12"
"","Jimmy Ockford","SJE","2018","CB","1190","501","79.0%","77.7%","6.51","1.30","23.34","10.70","7.1%","15"
"","Jordan Harvey","VAN","2016","FB","2716","1403","74.3%","73.8%","6.50","0.46","18.88","6.91","10.6%","28"
"","Joevin Jones","MIA","2022","FB","156","85","91.8%","84.1%","6.50","7.65","19.31","0.35","2.1%","8"
"","Brian Rowe","VAN","2018","GK","996","274","63.5%","61.1%","6.50","2.37","45.44","38.18","5.3%","10"
"","Rudy Camacho","MTL","2018","CB","1696","835","87.7%","86.9%","6.50","0.78","22.93","7.73","9.2%","18"
"","Kenney Walker","LAG","2015","DM","315","191","88.5%","85.1%","6.50","3.40","20.42","5.26","4.5%","8"
"","Aaron Long","NYRB","2022","CB","2622","1034","76.7%","76.1%","6.50","0.63","22.15","10.13","8.4%","29"
"","Marcelo Silva","RSL","2020","CB","1414","658","87.7%","86.7%","6.49","0.99","20.80","6.39","8.5%","15"
"","Justin Haak","NYC","2023","CB","1037","531","89.5%","88.2%","6.48","1.22","19.91","4.12","7.3%","14"
"","Josué Colmán","ORL","2018","W","1174","445","80.7%","79.2%","6.48","1.46","16.73","0.89","4.3%","24"
"","Jeanderson","POR","2015","FB","101","57","87.7%","76.4%","6.47","11.36","18.23","4.36","3.9%","3"
"","Vytautas Andriuskevicius","POR","2016","FB","997","484","74.8%","73.5%","6.47","1.34","20.32","5.58","10.1%","11"
"","Drew Moor","COL","2021","CB","373","135","93.3%","88.5%","6.46","4.78","20.55","8.35","2.3%","12"
"","Andrew Farrell","NER","2018","FB","2938","1627","71.0%","70.6%","6.46","0.40","22.39","9.34","11.2%","31"
"","Tristan Blackmon","LAFC","2021","CB","1442","806","80.7%","79.8%","6.45","0.80","20.63","8.24","6.8%","22"
"","Auston Trusty","COL","2020","CB","586","341","87.4%","85.5%","6.45","1.89","22.35","7.46","7.3%","8"
"","Christopher McVey","MIA","2023","CB","1376","814","88.4%","87.7%","6.45","0.79","22.05","6.82","9.2%","16"
"","Brian Rowe","LAG","2014","GK","290","74","77.0%","68.3%","6.44","8.71","37.91","30.76","4.1%","3"
"","Clint Dempsey","SEA","2018","AM","992","378","85.7%","84.0%","6.44","1.70","17.02","1.63","5.6%","14"
"","Tah Brian Anunga","NSH","2023","CM","648","265","88.7%","86.3%","6.44","2.43","16.41","1.47","3.7%","16"
"","Brad Knighton","NER","2021","GK","589","165","63.6%","59.7%","6.44","3.90","45.67","38.98","5.8%","6"
"","Wil Trapp","CLB","2019","DM","2569","1756","85.2%","84.8%","6.44","0.37","20.47","5.43","11.5%","28"
"","Adam Saldana","LAG","2021","DM","760","409","92.4%","90.8%","6.43","1.57","19.57","1.93","4.2%","18"
"","Memo Rodríguez","HOU","2020","CM","1706","635","76.4%","75.4%","6.42","1.01","20.97","3.42","6.8%","21"
"","Sergii Kryvstov","MIA","2023","CB","2352","1343","87.3%","86.8%","6.41","0.48","24.42","8.91","8.9%","26"
"","Andy Gruenebaum","SKC","2014","GK","1019","333","71.2%","69.3%","6.40","1.92","40.42","32.55","5.8%","11"
"","Kaveh Rad","SKC","2021","CB","267","133","89.5%","84.7%","6.39","4.80","23.91","7.86","5.0%","5"
"","Jordan Stewart","SJE","2013","FB","1165","552","76.1%","74.9%","6.38","1.16","20.89","9.65","10.7%","12"
"","José Gonçalves","NER","2014","CB","2567","1271","78.3%","77.8%","6.37","0.50","26.04","11.40","10.4%","27"
"","Sean Davis","NYRB","2015","DM","495","254","87.8%","85.3%","6.37","2.51","16.26","4.25","3.4%","14"
"","Damien Perrinelle","NYRB","2015","CB","2587","1149","79.7%","79.2%","6.36","0.55","22.23","12.50","8.6%","28"
"","Samuel Adekugbe","VAN","2023","FB","467","247","83.0%","80.4%","6.34","2.56","16.69","-0.15","4.8%","10"
"","Franco Fragapane","MIN","2021","W","1635","832","79.0%","78.2%","6.33","0.76","16.45","1.24","8.8%","19"
"","Clint Dempsey","SEA","2013","ST","706","328","84.5%","82.5%","6.33","1.93","15.06","2.59","8.5%","9"
"","Florian Jungwirth","SJE","2020","CB","1731","1004","87.5%","86.8%","6.32","0.63","24.08","6.82","9.6%","19"
"","João Moutinho","ORL","2021","FB","1440","1096","79.2%","78.6%","6.29","0.57","20.38","7.84","9.9%","20"
"","Auro","TOR","2021","FB","2155","1244","80.3%","79.8%","6.28","0.51","17.04","5.35","9.8%","25"
"","Eric Alexander","NYRB","2013","W","2655","1075","81.0%","80.4%","6.26","0.58","17.06","3.90","6.6%","34"
"","Albert Rusnák","RSL","2017","AM","2777","1404","76.3%","75.8%","6.26","0.45","22.86","3.51","9.3%","30"
"","Bobby Shuttleworth","NER","2013","GK","2240","772","59.7%","58.9%","6.26","0.81","48.24","41.92","6.8%","23"
"","Christian Benteke","DCU","2023","ST","3134","804","65.5%","64.8%","6.25","0.78","14.95","1.34","6.8%","31"
"","Matt Turner","NER","2019","GK","1938","537","65.2%","64.0%","6.25","1.16","42.47","35.67","5.7%","20"
"","Jan Gregus","MIN","2021","DM","859","526","86.1%","84.9%","6.23","1.19","20.00","3.68","6.3%","15"
"","Jun Marques Davidson","VAN","2013","DM","2106","897","85.5%","84.8%","6.23","0.69","20.54","5.72","7.7%","26"
"","Philippe Senderos","HOU","2018","CB","680","305","86.2%","84.2%","6.23","2.04","25.09","12.29","7.3%","8"
"","Gonzalo Pineda","SEA","2014","CM","2429","1655","80.0%","79.6%","6.20","0.37","19.80","5.86","10.7%","28"
"","Dylan Remick","HOU","2017","FB","1262","595","74.5%","73.4%","6.20","1.04","19.43","7.60","10.5%","14"
"","Servando Carrasco","LAG","2018","CM","1105","602","84.0%","83.0%","6.19","1.03","20.35","4.99","6.4%","19"
"","Jean-Baptiste Pierazzi","SJE","2015","CM","292","101","89.1%","83.0%","6.18","6.11","18.06","5.08","7.9%","3"
"","Marvin Loría","POR","2019","W","823","321","82.5%","80.6%","6.18","1.92","17.36","0.29","3.7%","19"
"","Russell Teibert","VAN","2016","DM","754","344","81.1%","79.3%","6.17","1.79","22.92","6.64","7.2%","11"
"","Rece Buckmaster","NYRB","2019","FB","596","271","77.5%","75.2%","6.16","2.27","15.43","6.21","9.8%","6"
"","Edison Flores","DCU","2020","W","959","342","78.1%","76.3%","6.16","1.80","17.21","1.88","6.0%","13"
"","Eric Gehrig","CHI","2015","CB","2375","1154","74.4%","73.8%","6.16","0.53","25.02","10.64","10.2%","25"
"","Przemyslaw Tyton","CIN","2019","GK","1489","474","65.8%","64.5%","6.16","1.30","41.64","33.00","6.3%","15"
"","Johan Kappelhof","CHI","2019","FB","2796","1160","81.6%","81.1%","6.15","0.53","19.81","5.74","8.1%","29"
"","Memo Rodríguez","HOU","2022","W","1656","676","78.4%","77.5%","6.12","0.91","19.60","2.58","5.1%","30"
"","Jefferson Savarino","RSL","2022","ST","1668","591","73.3%","72.2%","6.10","1.03","20.03","2.30","7.3%","19"
"","Tayvon Gray","NYC","2023","FB","2295","1282","84.0%","83.5%","6.06","0.47","20.17","3.60","8.6%","28"
"","Maxime Crépeau","LAFC","2022","GK","3297","964","72.1%","71.5%","6.06","0.63","37.81","29.49","5.3%","33"
"","Víctor Cabrera","MTL","2015","CB","1867","929","82.9%","82.2%","6.05","0.65","23.15","8.10","10.2%","21"
"","Taylor Washington","NSH","2020","W","457","184","73.9%","70.6%","6.02","3.27","19.58","2.52","2.8%","14"
"","Jesús David Murillo","LAFC","2021","CB","3023","1197","78.4%","77.9%","6.01","0.50","23.48","11.89","7.7%","32"
"","Baggio Husidic","LAG","2016","DM","1708","781","81.2%","80.4%","6.00","0.77","18.79","2.97","5.4%","29"
"","Taylor Washington","NSH","2023","FB","608","261","80.1%","77.8%","5.99","2.30","17.46","1.45","2.5%","22"
"","Ben Zemanski","POR","2014","DM","817","340","84.7%","83.0%","5.97","1.75","18.82","4.12","6.0%","13"
"","Mark Sherrod","HOU","2014","ST","262","77","71.4%","63.7%","5.95","7.73","15.06","2.25","2.3%","9"
"","Gianluca Busio","SKC","2021","DM","1258","814","84.5%","83.8%","5.94","0.73","22.42","2.18","11.2%","13"
"","Jesús Medina","NYC","2019","W","828","311","83.9%","82.0%","5.94","1.91","17.28","1.03","3.6%","18"
"","Jhojan Valencia","ATX","2023","CM","1589","741","87.5%","86.7%","5.93","0.80","19.87","3.00","6.0%","27"
"","Brad Guzan","ATL","2019","GK","3337","1223","74.4%","73.9%","5.93","0.48","38.70","28.16","6.0%","34"
"","Calum Mallace","MTL","2015","DM","1933","803","83.6%","82.8%","5.93","0.74","20.43","3.50","6.7%","26"
"","Robbie Robinson","MIA","2021","W","1468","427","80.8%","79.4%","5.92","1.39","13.60","-1.16","4.7%","24"
"","Eryk Williamson","POR","2021","CM","1059","423","83.7%","82.3%","5.92","1.40","19.14","4.27","7.1%","14"
"","Jelle Van Damme","LAG","2017","CB","1605","782","77.8%","77.0%","5.92","0.76","28.60","11.74","9.5%","18"
"","Jamiro Monteiro","PHI","2020","CM","2127","1101","80.1%","79.6%","5.91","0.54","21.22","2.89","10.8%","22"
"","Juan Agudelo","NER","2016","ST","1449","478","79.5%","78.3%","5.91","1.24","13.25","-0.99","5.5%","24"
"","Eric Miller","NSH","2022","FB","1489","711","79.5%","78.6%","5.91","0.83","20.86","5.05","6.0%","24"
"","Jermaine Taylor","POR","2016","CB","2007","811","78.5%","77.8%","5.90","0.73","23.07","8.67","8.2%","23"
"","Frankie Amaya","CIN","2019","CM","1344","570","83.5%","82.5%","5.90","1.03","19.18","0.93","6.9%","19"
"","Andy Rose","SEA","2014","CM","624","366","79.8%","78.2%","5.87","1.60","18.60","6.49","3.9%","16"
"","Anton Tinnerholm","NYC","2021","FB","2209","1175","76.3%","75.8%","5.87","0.50","18.09","3.16","8.7%","25"
"","Moise Bombito","COL","2023","CB","823","362","86.7%","85.1%","5.87","1.62","21.41","6.44","8.2%","11"
"","Brent Kallman","MIN","2017","CB","2094","944","82.3%","81.7%","5.86","0.62","23.77","10.08","7.9%","23"
"","Matías Laba","VAN","2015","DM","2715","1380","82.8%","82.3%","5.86","0.42","20.73","8.01","10.4%","30"
"","Benji Michel","ORL","2021","W","2078","429","79.7%","78.3%","5.86","1.37","16.41","-2.32","3.7%","34"
"","Reed Baker-Whiting","SEA","2023","FB","738","414","77.5%","76.1%","5.86","1.41","18.77","3.44","4.3%","19"
"","Steven Beitashour","VAN","2015","FB","2623","1165","74.3%","73.8%","5.86","0.50","20.62","8.12","9.4%","27"
"","Sebastian Lletget","LAG","2015","W","1528","623","80.7%","79.8%","5.85","0.94","16.71","-0.63","7.0%","20"
"","Felipe","DCU, VAN","2019","CM","2104","1111","83.2%","82.6%","5.84","0.53","20.71","4.78","8.1%","27"
"","Sam Vines","COL","2019","FB","2376","896","77.6%","76.9%","5.82","0.65","20.02","6.35","8.3%","26"
