,Season,Player,Team,Position,Minutes,Shots,SoT,G,Player_ID,Count
2025,2023,Zac-MacMath,RSL,GK,2646,0,0,0,Zac-MacMath-2023-1,1
2026,2023,Alejandro-Granados-Torres,ORL,W,2,1,0,0,Alejandro-Granados-Torres-2023-1,1
2027,2022,Mohammed-Adams,MIA,CM,391,1,0,0,Mohammed-Adams-2022-1,1
2028,2021,Eriq-Zavaleta,TOR,CB,1104,1,0,0,Eriq-Zavaleta-2021-1,1
2029,2023,Abdi-Salim,ORL,CB,172,0,0,0,Abdi-Salim-2023-1,1
2030,2023,Wyatt-Omsberg,CHI,CB,801,0,0,0,Wyatt-Omsberg-2023-1,1
2031,2022,Romain-Métanire,MIN,DM,29,0,0,0,Romain-Métanire-2022-1,1
2032,2023,Michael-Baldisimo,SJE,CM,358,0,0,0,Michael-Baldisimo-2023-1,1
2033,2021,Joshua-Drack,LAG,DM,1,0,0,0,Joshua-Drack-2021-1,1
2034,2022,Maarten-Paes,FCD,GK,3189,0,0,0,Maarten-Paes-2022-1,1
2035,2023,Maarten-Paes,FCD,GK,2815,0,0,0,Maarten-Paes-2023-1,1
2036,2021,Matt-Real,PHI,FB,187,0,0,0,Matt-Real-2021-1,1
2037,2022,Kristijan-Kahlina,CLT,GK,3081,0,0,0,Kristijan-Kahlina-2022-1,1
2038,2021,Jeff-Attinella,POR,GK,185,0,0,0,Jeff-Attinella-2021-1,1
2039,2022,Earl-Edwards-Jr.,NER,GK,399,0,0,0,Earl-Edwards-Jr.-2022-1,1
2040,2023,Earl-Edwards-Jr.,NER,GK,983,0,0,0,Earl-Edwards-Jr.-2023-1,1
2041,2022,Brad-Guzan,ATL,GK,667,0,0,0,Brad-Guzan-2022-1,1
2042,2023,Brad-Guzan,ATL,GK,2620,0,0,0,Brad-Guzan-2023-1,1
2043,2022,Brandan-Craig,PHI,DM,6,0,0,0,Brandan-Craig-2022-1,1
2044,2023,Jacob-Jackson,NER,GK,99,0,0,0,Jacob-Jackson-2023-1,1
2045,2023,Keegan-Hughes,CLB,CB,4,0,0,0,Keegan-Hughes-2023-1,1
2046,2022,Paul-Rothrock,TOR,W,42,0,0,0,Paul-Rothrock-2022-1,1
2047,2021,Jordan-Harvey,LAFC,FB,30,0,0,0,Jordan-Harvey-2021-1,1
2048,2021,Joe-Bendik,PHI,GK,238,0,0,0,Joe-Bendik-2021-1,1
2049,2023,Joe-Bendik,PHI,GK,792,0,0,0,Joe-Bendik-2023-1,1
2050,2021,Marko-Maric,HOU,GK,2188,0,0,0,Marko-Maric-2021-1,1
2051,2023,Scott-Caldwell,RSL,CM,189,0,0,0,Scott-Caldwell-2023-1,1
2052,2021,Bobby-Shuttleworth,CHI,GK,2283,0,0,0,Bobby-Shuttleworth-2021-1,1
2053,2022,Bobby-Shuttleworth,ATL,GK,621,0,0,0,Bobby-Shuttleworth-2022-1,1
2054,2023,Sota-Kitahara,SEA,FB,5,0,0,0,Sota-Kitahara-2023-1,1
2055,2023,Luis-Flores,SKC,W,8,0,0,0,Luis-Flores-2023-1,1
2056,2021,John-McCarthy,MIA,GK,1253,0,0,0,John-McCarthy-2021-1,1
2057,2022,John-McCarthy,LAFC,GK,101,0,0,0,John-McCarthy-2022-1,1
2058,2023,Kayden-Pierre,SKC,FB,13,0,0,0,Kayden-Pierre-2023-1,1
2059,2022,Matt-Bersano,SJE,GK,151,0,0,0,Matt-Bersano-2022-1,1
2060,2022,Carlos-Coronel,NYRB,GK,3302,0,0,0,Carlos-Coronel-2022-1,1
2061,2021,Bill-Hamid,DCU,GK,1987,0,0,0,Bill-Hamid-2021-1,1
2062,2022,Bill-Hamid,DCU,GK,974,0,0,0,Bill-Hamid-2022-1,1
2063,2021,Aljaz-Ivacic,POR,GK,464,0,0,0,Aljaz-Ivacic-2021-1,1
2064,2022,Aljaz-Ivacic,POR,GK,3208,0,0,0,Aljaz-Ivacic-2022-1,1
2065,2023,Aljaz-Ivacic,POR,GK,1488,0,0,0,Aljaz-Ivacic-2023-1,1
2066,2022,Jimmy-Maurer,FCD,GK,203,0,0,0,Jimmy-Maurer-2022-1,1
2067,2023,Jimmy-Maurer,FCD,GK,483,0,0,0,Jimmy-Maurer-2023-1,1
2068,2023,Giovanni-Aguilar,VAN,DM,12,0,0,0,Giovanni-Aguilar-2023-1,1
2069,2022,Jonathan-Perez,LAG,FB,14,0,0,0,Jonathan-Perez-2022-1,1
2070,2021,Kamron-Habibullah,VAN,CM,49,0,0,0,Kamron-Habibullah-2021-1,1
2071,2021,Chris-Seitz,DCU,GK,389,0,0,0,Chris-Seitz-2021-1,1
2072,2021,Cody-Cropper,CIN,GK,96,0,0,0,Cody-Cropper-2021-1,1
2073,2022,Kendall-McIntosh,SKC,GK,190,0,0,0,Kendall-McIntosh-2022-1,1
2074,2023,Kendall-McIntosh,SKC,GK,1333,0,0,0,Kendall-McIntosh-2023-1,1
2075,2021,David-Ochoa,RSL,GK,2458,0,0,0,David-Ochoa-2021-1,1
2076,2022,David-Ochoa,DCU,GK,875,0,0,0,David-Ochoa-2022-1,1
2077,2023,Yevhen-Cheberko,CLB,CB,223,0,0,0,Yevhen-Cheberko-2023-1,1
2078,2022,Rocco-Rios-Novo,ATL,GK,1532,0,0,0,Rocco-Rios-Novo-2022-1,1
2079,2021,Owen-Wolff,ATX,W,14,0,0,0,Owen-Wolff-2021-1,1
2080,2022,Harvey-Neville,MIA,FB,15,0,0,0,Harvey-Neville-2022-1,1
2081,2023,Harvey-Neville,MIA,FB,252,0,0,0,Harvey-Neville-2023-1,1
2082,2022,Thiago-Fernandes,HOU,W,34,0,0,0,Thiago-Fernandes-2022-1,1
2083,2023,Ibrahim-Kasule,NYRB,W,30,0,0,0,Ibrahim-Kasule-2023-1,1
2084,2023,Joey-Akpunonu,CIN,FB,10,0,0,0,Joey-Akpunonu-2023-1,1
2085,2021,Alec-Kann,ATL,GK,495,0,0,0,Alec-Kann-2021-1,1
2086,2022,Alec-Kann,CIN,GK,695,0,0,0,Alec-Kann-2022-1,1
2087,2023,Alec-Kann,CIN,GK,104,0,0,0,Alec-Kann-2023-1,1
2088,2023,Marlon-Vargas,COL,CM,17,0,0,0,Marlon-Vargas-2023-1,1
2089,2021,Frederik-Kleemann,ATX,DM,57,0,0,0,Frederik-Kleemann-2021-1,1
2090,2022,Christopher-Garcia,RSL,W,9,0,0,0,Christopher-Garcia-2022-1,1
2091,2022,George-Marks,CLT,GK,102,0,0,0,George-Marks-2022-1,1
2092,2023,George-Marks,CLT,GK,712,0,0,0,George-Marks-2023-1,1
2093,2022,George-Fochive,POR,CM,40,0,0,0,George-Fochive-2022-1,1
2094,2022,Sergio-Oregel-Jr,CHI,DM,15,0,0,0,Sergio-Oregel-Jr-2022-1,1
2095,2023,Hayden-Sargis,DCU,CB,22,0,0,0,Hayden-Sargis-2023-1,1
2096,2023,Yohei-Takaoka,VAN,GK,3207,0,0,0,Yohei-Takaoka-2023-1,1
2097,2022,Wikelman-Carmona,NYRB,W,53,0,0,0,Wikelman-Carmona-2022-1,1
2098,2023,Abdoulaye-Cissoko,SEA,CB,101,0,0,0,Abdoulaye-Cissoko-2023-1,1
2099,2022,Hugo-Mbongue,TOR,ST,22,0,0,0,Hugo-Mbongue-2022-1,1
2100,2021,Theo-Bair,VAN,ST,41,0,0,0,Theo-Bair-2021-1,1
2101,2022,Jared-Stroud,ATX,W,65,0,0,0,Jared-Stroud-2022-1,1
2102,2021,Justin-Rennicks,NER,ST,5,0,0,0,Justin-Rennicks-2021-1,1
2103,2023,Nico-Benalcazar,NYC,CM,16,0,0,0,Nico-Benalcazar-2023-1,1
2104,2021,Jonathan-Klinsmann,LAG,GK,293,0,0,0,Jonathan-Klinsmann-2021-1,1
2105,2023,Jonathan-Klinsmann,LAG,GK,938,0,0,0,Jonathan-Klinsmann-2023-1,1
2106,2021,Amadou-Dia,SKC,FB,120,0,0,0,Amadou-Dia-2021-1,1
2107,2023,Brent-Kallman,MIN,CB,248,0,0,0,Brent-Kallman-2023-1,1
2108,2021,Andre-Blake,PHI,GK,2585,0,0,0,Andre-Blake-2021-1,1
2109,2022,Andre-Blake,PHI,GK,3394,0,0,0,Andre-Blake-2022-1,1
2110,2023,Andre-Blake,PHI,GK,2566,0,0,0,Andre-Blake-2023-1,1
2111,2021,Steve-Clark,POR,GK,2319,0,0,0,Steve-Clark-2021-1,1
2112,2022,Steve-Clark,HOU,GK,3237,0,0,0,Steve-Clark-2022-1,1
2113,2022,Cal-Jennings,LAFC,W,33,0,0,0,Cal-Jennings-2022-1,1
2114,2021,Brandon-Austin,ORL,GK,501,0,0,0,Brandon-Austin-2021-1,1
2115,2021,Jordy-Delem,SEA,CM,53,0,0,0,Jordy-Delem-2021-1,1
2116,2022,Azaad-Liadi,DCU,AM,14,0,0,0,Azaad-Liadi-2022-1,1
2117,2022,Steffen-Yeates,TOR,FB,44,0,0,0,Steffen-Yeates-2022-1,1
2118,2022,Đorđe-Petrović,NER,GK,2065,0,0,0,Đorđe-Petrović-2022-1,1
2119,2023,Caden-Glover,STL,DM,18,0,0,0,Caden-Glover-2023-1,1
2120,2022,Blake-Bodily,POR,ST,30,0,0,0,Blake-Bodily-2022-1,1
2121,2022,Sean-Johnson,NYC,GK,3441,0,0,0,Sean-Johnson-2022-1,1
2122,2023,Luke-Brennan,ATL,AM,11,0,0,0,Luke-Brennan-2023-1,1
2123,2023,Mikael-Marques,MIN,W,14,0,0,0,Mikael-Marques-2023-1,1
2124,2021,Nick-Marsman,MIA,GK,2111,0,0,0,Nick-Marsman-2021-1,1
2125,2022,Nick-Marsman,MIA,GK,692,0,0,0,Nick-Marsman-2022-1,1
2126,2021,Clément-Bayiha,MTL,FB,344,0,0,0,Clément-Bayiha-2021-1,1
2127,2023,Alex-Monis,CHI,W,14,0,0,0,Alex-Monis-2023-1,1
2128,2022,Drake-Callender,MIA,GK,2392,0,0,0,Drake-Callender-2022-1,1
2129,2023,Drake-Callender,MIA,GK,3328,0,0,0,Drake-Callender-2023-1,1
2130,2021,Michael-Nelson,HOU,GK,1086,0,0,0,Michael-Nelson-2021-1,1
2131,2022,Michael-Nelson,HOU,GK,169,0,0,0,Michael-Nelson-2022-1,1
2132,2023,Novak-Micovic,LAG,GK,98,0,0,0,Novak-Micovic-2023-1,1
2133,2021,Przemyslaw-Tyton,CIN,GK,1419,0,0,0,Przemyslaw-Tyton-2021-1,1
2134,2023,Eldin-Jakupovic,LAFC,GK,201,0,0,0,Eldin-Jakupovic-2023-1,1
2135,2022,Diego-Gutiérrez,POR,ST,9,0,0,0,Diego-Gutiérrez-2022-1,1
2136,2021,Matheus-Aias,ORL,ST,23,0,0,0,Matheus-Aias-2021-1,1
2137,2021,Cole-Turner,PHI,FB,11,0,0,0,Cole-Turner-2021-1,1
2138,2022,Michael-Halliday,ORL,FB,72,0,0,0,Michael-Halliday-2022-1,1
2139,2021,Omar-Sowe,NYRB,ST,24,0,0,0,Omar-Sowe-2021-1,1
2140,2022,Elliot-Panicco,NSH,GK,194,0,0,0,Elliot-Panicco-2022-1,1
2141,2023,Elliot-Panicco,NSH,GK,198,0,0,0,Elliot-Panicco-2023-1,1
2142,2022,Florian-Jungwirth,VAN,CB,938,0,0,0,Florian-Jungwirth-2022-1,1
2143,2021,William-Yarbrough,COL,GK,3271,0,0,0,William-Yarbrough-2021-1,1
2144,2022,William-Yarbrough,COL,GK,3336,0,0,0,William-Yarbrough-2022-1,1
2145,2023,William-Yarbrough,COL,GK,1997,0,0,0,William-Yarbrough-2023-1,1
2146,2021,Adam-Grinwis,ORL,GK,196,0,0,0,Adam-Grinwis-2021-1,1
2147,2022,Hassan-Ndam,NYRB,CB,52,0,0,0,Hassan-Ndam-2022-1,1
2148,2023,John-Klein,STL,AM,32,0,0,0,John-Klein-2023-1,1
2149,2023,Noah-Cobb,ATL,CB,218,0,0,0,Noah-Cobb-2023-1,1
2150,2022,Chris-Mavinga,TOR,CB,1690,0,0,0,Chris-Mavinga-2022-1,1
2151,2023,Yekeson-Subah,LAFC,W,24,0,0,0,Yekeson-Subah-2023-1,1
2152,2023,Jordan-Faria,TOR,W,28,0,0,0,Jordan-Faria-2023-1,1
2153,2023,Victor-Griffith,POR,CM,97,0,0,0,Victor-Griffith-2023-1,1
2154,2023,Sega-Coulibaly,LAG,CB,101,0,0,0,Sega-Coulibaly-2023-1,1
2155,2022,Daniel-Crisostomo,LAFC,CM,40,0,0,0,Daniel-Crisostomo-2022-1,1
2156,2022,Roman-Celentano,CIN,GK,2674,0,0,0,Roman-Celentano-2022-1,1
2157,2023,Roman-Celentano,CIN,GK,3229,0,0,0,Roman-Celentano-2023-1,1
2158,2023,Alexander-Freeman,ORL,FB,2,0,0,0,Alexander-Freeman-2023-1,1
2159,2021,José-Bizama,HOU,FB,97,0,0,0,José-Bizama-2021-1,1
2160,2021,Tyler-Miller,MIN,GK,2958,0,0,0,Tyler-Miller-2021-1,1
2161,2022,Tyler-Miller,MIN,GK,245,0,0,0,Tyler-Miller-2022-1,1
2162,2021,Spencer-Richey,SEA,GK,196,0,0,0,Spencer-Richey-2021-1,1
2163,2022,Spencer-Richey,CHI,GK,103,0,0,0,Spencer-Richey-2022-1,1
2164,2023,Spencer-Richey,CHI,GK,485,0,0,0,Spencer-Richey-2023-1,1
2165,2021,Stefan-Cleveland,SEA,GK,1494,0,0,0,Stefan-Cleveland-2021-1,1
2166,2022,Stefan-Cleveland,SEA,GK,679,0,0,0,Stefan-Cleveland-2022-1,1
2167,2023,Stefan-Cleveland,SEA,GK,203,0,0,0,Stefan-Cleveland-2023-1,1
2168,2021,Mandela-Egbo,NYRB,CB,43,0,0,0,Mandela-Egbo-2021-1,1
2169,2023,Ben-Lundt,STL,GK,106,0,0,0,Ben-Lundt-2023-1,1
2170,2023,Joe-Willis,NSH,GK,3104,0,0,0,Joe-Willis-2023-1,1
2171,2022,Ryan-Meara,NYRB,GK,102,0,0,0,Ryan-Meara-2022-1,1
2172,2021,Mikey-Ambrose,ATL,FB,81,0,0,0,Mikey-Ambrose-2021-1,1
2173,2022,Chris-Brady,CHI,GK,95,0,0,0,Chris-Brady-2022-1,1
2174,2023,Chris-Brady,CHI,GK,2836,0,0,0,Chris-Brady-2023-1,1
2175,2021,Jack-Gurr,ATL,FB,49,0,0,0,Jack-Gurr-2021-1,1
2176,2023,Erik-Holt,RSL,CB,65,0,0,0,Erik-Holt-2023-1,1
2177,2021,Thomas-Hasal,VAN,GK,679,0,0,0,Thomas-Hasal-2021-1,1
2178,2022,Thomas-Hasal,VAN,GK,1655,0,0,0,Thomas-Hasal-2022-1,1
2179,2023,Thomas-Hasal,VAN,GK,101,0,0,0,Thomas-Hasal-2023-1,1
2180,2021,James-Pantemis,MTL,GK,1783,0,0,0,James-Pantemis-2021-1,1
2181,2022,James-Pantemis,MTL,GK,1104,0,0,0,James-Pantemis-2022-1,1
2182,2023,James-Pantemis,MTL,GK,182,0,0,0,James-Pantemis-2023-1,1
2183,2023,Stiven-Jimenez,CIN,ST,4,0,0,0,Stiven-Jimenez-2023-1,1
2184,2022,José-Mauri,SKC,DM,27,0,0,0,José-Mauri-2022-1,1
2185,2022,Joey-Dezart,ORL,FB,7,0,0,0,Joey-Dezart-2022-1,1
2186,2021,Logan-Ketterer,POR,GK,297,0,0,0,Logan-Ketterer-2021-1,1
2187,2023,Zavier-Gozo,RSL,W,12,0,0,0,Zavier-Gozo-2023-1,1
2188,2022,Abraham-Rodriguez,COL,GK,51,0,0,0,Abraham-Rodriguez-2022-1,1
2189,2022,Chris-Kablan,RSL,W,33,0,0,0,Chris-Kablan-2022-1,1
2190,2021,John-Pulskamp,SKC,GK,584,0,0,0,John-Pulskamp-2021-1,1
2191,2022,John-Pulskamp,SKC,GK,1139,0,0,0,John-Pulskamp-2022-1,1
2192,2023,John-Pulskamp,SKC,GK,495,0,0,0,John-Pulskamp-2023-1,1
2193,2023,Julian-Gaines,LAFC,FB,70,0,0,0,Julian-Gaines-2023-1,1
2194,2023,Missael-Rodriguez,CHI,W,20,0,0,0,Missael-Rodriguez-2023-1,1
2195,2021,Jon-Kempin,DCU,GK,978,0,0,0,Jon-Kempin-2021-1,1
2196,2022,Jon-Kempin,DCU,GK,199,0,0,0,Jon-Kempin-2022-1,1
2197,2021,Rodrigo-Piñeiro,NSH,W,16,0,0,0,Rodrigo-Piñeiro-2021-1,1
2198,2021,Edison-Azcona,MIA,W,66,0,0,0,Edison-Azcona-2021-1,1
2199,2021,Hunter-Sulte,POR,GK,127,0,0,0,Hunter-Sulte-2021-1,1
2200,2023,Jonathan-Bell,STL,CB,150,0,0,0,Jonathan-Bell-2023-1,1
2201,2022,Koa-Santos,CLT,W,62,0,0,0,Koa-Santos-2022-1,1
2202,2023,Lazar-Stefanovic,TOR,CB,86,0,0,0,Lazar-Stefanovic-2023-1,1
2203,2021,Andrew-Tarbell,ATX,GK,97,0,0,0,Andrew-Tarbell-2021-1,1
2204,2022,Andrew-Tarbell,ATX,GK,397,0,0,0,Andrew-Tarbell-2022-1,1
2205,2023,Andrew-Tarbell,HOU,GK,100,0,0,0,Andrew-Tarbell-2023-1,1
2206,2021,Kyle-Morton,HOU,GK,94,0,0,0,Kyle-Morton-2021-1,1
2207,2022,Victor-Bezerra,CHI,ST,72,0,0,0,Victor-Bezerra-2022-1,1
2208,2023,Jonathan-Bond,LAG,GK,2275,0,0,0,Jonathan-Bond-2023-1,1
2209,2022,Jesús-Bueno,PHI,CM,16,0,0,0,Jesús-Bueno-2022-1,1
2210,2022,Pierre-Reedy,RSL,W,12,0,0,0,Pierre-Reedy-2022-1,1
2211,2022,Quentin-Westberg,TOR,GK,979,0,0,0,Quentin-Westberg-2022-1,1
2212,2023,Quentin-Westberg,ATL,GK,550,0,0,0,Quentin-Westberg-2023-1,1
2213,2021,Evan-Bush,CLB,GK,396,0,0,0,Evan-Bush-2021-1,1
2214,2022,Maxime-Crépeau,LAFC,GK,3297,0,0,0,Maxime-Crépeau-2022-1,1
2215,2023,Maxime-Crépeau,LAFC,GK,600,0,0,0,Maxime-Crépeau-2023-1,1
2216,2021,Pedro-Gallese,ORL,GK,2200,0,0,0,Pedro-Gallese-2021-1,1
2217,2022,Pedro-Gallese,ORL,GK,3200,0,0,0,Pedro-Gallese-2022-1,1
2218,2022,Jack-Lynn,ORL,ST,25,0,0,0,Jack-Lynn-2022-1,1
2219,2022,Isaac-Boehmer,VAN,GK,245,0,0,0,Isaac-Boehmer-2022-1,1
2220,2022,Brooklyn-Raines,HOU,CM,40,0,0,0,Brooklyn-Raines-2022-1,1
2221,2023,Jeremy-Rafanello,PHI,AM,16,0,0,0,Jeremy-Rafanello-2023-1,1
2222,2021,Javier-Casas,CHI,DM,65,0,0,0,Javier-Casas-2021-1,1
2223,2022,Javier-Casas,CHI,DM,64,0,0,0,Javier-Casas-2022-1,1
2224,2021,Clément-Diop,MTL,GK,799,0,0,0,Clément-Diop-2021-1,1
2225,2022,Clément-Diop,MIA,GK,298,0,0,0,Clément-Diop-2022-1,1
2226,2023,Clément-Diop,ATL,GK,157,0,0,0,Clément-Diop-2023-1,1
2227,2021,Justin-Portillo,RSL,DM,19,0,0,0,Justin-Portillo-2021-1,1
2228,2022,JT-Marcinkowski,SJE,GK,3181,0,0,0,JT-Marcinkowski-2022-1,1
2229,2023,JT-Marcinkowski,SJE,GK,1252,0,0,0,JT-Marcinkowski-2023-1,1
2230,2021,Alex-Bono,TOR,GK,2374,0,0,0,Alex-Bono-2021-1,1
2231,2022,Nathan-Byrne,CLT,FB,326,0,0,0,Nathan-Byrne-2022-1,1
2232,2023,Gerardo-Valenzuela,CIN,AM,15,0,0,0,Gerardo-Valenzuela-2023-1,1
2233,2021,Andrew-Putna,RSL,GK,243,0,0,0,Andrew-Putna-2021-1,1
2234,2022,Rodrigues,SJE,CB,661,0,0,0,Rodrigues-2022-1,1
2235,2023,Amet-Korca,FCD,CB,167,0,0,0,Amet-Korca-2023-1,1
2236,2023,Karifa-Yao,VAN,CM,4,0,0,0,Karifa-Yao-2023-1,1
2237,2021,Lucas-Monzón,NYRB,CB,27,0,0,0,Lucas-Monzón-2021-1,1
2238,2023,Daniel,SJE,GK,2068,0,0,0,Daniel-2023-1,1
2239,2021,Dantouma-Toure,COL,ST,9,0,0,0,Dantouma-Toure-2021-1,1
2240,2022,Kobe-Franklin,TOR,CB,17,0,0,0,Kobe-Franklin-2022-1,1
2241,2022,Edwin-Munjoma,FCD,FB,113,0,0,0,Edwin-Munjoma-2022-1,1
2242,2021,Ventura-Alvarado,MIA,FB,20,0,0,0,Ventura-Alvarado-2021-1,1
2243,2023,Benjamin-Stitz,CIN,ST,23,0,0,0,Benjamin-Stitz-2023-1,1
2244,2022,Róbert-Orri-Thorkelsson,MTL,FB,209,0,0,0,Róbert-Orri-Thorkelsson-2022-1,1
2245,2023,Róbert-Orri-Thorkelsson,MTL,CB,261,0,0,0,Róbert-Orri-Thorkelsson-2023-1,1
2246,2023,Nolan-Norris,FCD,CM,139,0,0,0,Nolan-Norris-2023-1,1
2247,2021,Tomás-Romero,LAFC,GK,1799,0,0,0,Tomás-Romero-2021-1,1
2248,2021,Jason-Pendant,NYRB,FB,25,0,0,0,Jason-Pendant-2021-1,1
2249,2021,Matt-Freese,PHI,GK,560,0,0,0,Matt-Freese-2021-1,1
2250,2023,Matt-Freese,NYC,GK,906,0,0,0,Matt-Freese-2023-1,1
2251,2022,Kim-Moon-Hwan,LAFC,FB,83,0,0,0,Kim-Moon-Hwan-2022-1,1
2252,2023,Chase-Gasper,HOU,FB,233,0,0,0,Chase-Gasper-2023-1,1
2253,2022,Thomas-Williams,ORL,CB,199,0,0,0,Thomas-Williams-2022-1,1
2254,2023,Erik-López,ATL,ST,28,0,0,0,Erik-López-2023-1,1
2255,2021,Brad-Stuver,ATX,GK,3277,0,0,0,Brad-Stuver-2021-1,1
2256,2022,Brad-Stuver,ATX,GK,3004,0,0,0,Brad-Stuver-2022-1,1
2257,2023,Brad-Stuver,ATX,GK,3318,0,0,0,Brad-Stuver-2023-1,1
2258,2023,Greg-Ranjitsingh,TOR,GK,389,0,0,0,Greg-Ranjitsingh-2023-1,1
2259,2021,Damian-Rivera,NER,W,32,0,0,0,Damian-Rivera-2021-1,1
2260,2021,Jordan-Morris,SEA,CM,86,0,0,0,Jordan-Morris-2021-1,1
2261,2021,Raul-Aguilera-Jr.,ORL,DM,111,0,0,0,Raul-Aguilera-Jr.-2021-1,1
2262,2022,Micael,HOU,CM,53,0,0,0,Micael-2022-1,1
2263,2023,Cameron-Cilley,SJE,ST,8,0,0,0,Cameron-Cilley-2023-1,1
2264,2022,Adam-Saldana,LAG,CM,17,0,0,0,Adam-Saldana-2022-1,1
2265,2021,Sebastian-Breza,MTL,GK,793,0,0,0,Sebastian-Breza-2021-1,1
2266,2022,Sebastian-Breza,MTL,GK,2295,0,0,0,Sebastian-Breza-2022-1,1
2267,2023,Kevon-Lambert,RSL,CB,12,0,0,0,Kevon-Lambert-2023-1,1
2268,2022,Matai-Akinmboni,DCU,CB,126,0,0,0,Matai-Akinmboni-2022-1,1
2269,2023,Gavin-Beavers,RSL,GK,639,0,0,0,Gavin-Beavers-2023-1,1
2270,2021,Pablo-Sisniega,LAFC,GK,783,0,0,0,Pablo-Sisniega-2021-1,1
2271,2022,Pablo-Sisniega,CLT,GK,196,0,0,0,Pablo-Sisniega-2022-1,1
2272,2023,Pablo-Sisniega,CLT,GK,299,0,0,0,Pablo-Sisniega-2023-1,1
2273,2021,Matt-Turner,NER,GK,2752,0,0,0,Matt-Turner-2021-1,1
2274,2022,Matt-Turner,NER,GK,484,0,0,0,Matt-Turner-2022-1,1
2275,2021,Daniel-Vega,SJE,GK,99,0,0,0,Daniel-Vega-2021-1,1
2276,2023,Jayden-Reid,NYRB,W,2,0,0,0,Jayden-Reid-2023-1,1
2277,2021,Obed-Vargas,SEA,W,79,0,0,0,Obed-Vargas-2021-1,1
2278,2021,Mason-Stajduhar,ORL,GK,500,0,0,0,Mason-Stajduhar-2021-1,1
2279,2022,Mason-Stajduhar,ORL,GK,195,0,0,0,Mason-Stajduhar-2022-1,1
2280,2023,Mason-Stajduhar,ORL,GK,295,0,0,0,Mason-Stajduhar-2023-1,1
2281,2021,Milan-Iloski,RSL,ST,3,0,0,0,Milan-Iloski-2021-1,1
2282,2021,Ismaila-Jome,POR,FB,11,0,0,0,Ismaila-Jome-2021-1,1
2283,2021,Rida-Zouhir,MTL,CM,22,0,0,0,Rida-Zouhir-2021-1,1
2284,2021,Gabriel-Slonina,CHI,GK,1062,0,0,0,Gabriel-Slonina-2021-1,1
2285,2022,Gabriel-Slonina,CHI,GK,3181,0,0,0,Gabriel-Slonina-2022-1,1
2286,2023,Julian-Hall,NYRB,ST,18,0,0,0,Julian-Hall-2023-1,1
2287,2023,Hamady-Diop,CLT,FB,46,0,0,0,Hamady-Diop-2023-1,1
2288,2022,Brad-Knighton,NER,GK,398,0,0,0,Brad-Knighton-2022-1,1
2289,2021,Irakoze-Donasiyano,NSH,CM,33,0,0,0,Irakoze-Donasiyano-2021-1,1
2290,2022,Max-Anchor,VAN,GK,101,0,0,0,Max-Anchor-2022-1,1
2291,2023,Stephen-Afrifa,SKC,ST,65,0,0,0,Stephen-Afrifa-2023-1,1
2292,2021,Eloy-Room,CLB,GK,2983,0,0,0,Eloy-Room-2021-1,1
2293,2022,Eloy-Room,CLB,GK,3398,0,0,0,Eloy-Room-2022-1,1
2294,2023,Eloy-Room,CLB,GK,304,0,0,0,Eloy-Room-2023-1,1
2295,2022,Doneil-Henry,"LAFC,-TOR",CB,326,0,0,0,Doneil-Henry-2022-1,1
2296,2023,Luka-Gavran,TOR,GK,398,0,0,0,Luka-Gavran-2023-1,1
2297,2021,Alejandro-Fuenmayor,HOU,CB,290,0,0,0,Alejandro-Fuenmayor-2021-1,1
2298,2021,Aimé-Mabika,MIA,CB,198,0,0,0,Aimé-Mabika-2021-1,1
2299,2021,Alex-Villanueva,SEA,FB,19,0,0,0,Alex-Villanueva-2021-1,1
2300,2021,Sebastian-Anderson,COL,FB,37,0,0,0,Sebastian-Anderson-2021-1,1
2301,2022,Sebastian-Anderson,COL,FB,17,0,0,0,Sebastian-Anderson-2022-1,1
2302,2021,Stefan-Frei,SEA,GK,1661,0,0,0,Stefan-Frei-2021-1,1
2303,2022,Stefan-Frei,SEA,GK,2679,0,0,0,Stefan-Frei-2022-1,1
2304,2023,Stefan-Frei,SEA,GK,3087,0,0,0,Stefan-Frei-2023-1,1
2305,2022,Zico-Bailey,CIN,FB,88,0,0,0,Zico-Bailey-2022-1,1
2306,2023,Marko-Ilic,COL,GK,1276,0,0,0,Marko-Ilic-2023-1,1
2307,2021,Clint-Irwin,COL,GK,98,0,0,0,Clint-Irwin-2021-1,1
2308,2023,Clint-Irwin,MIN,GK,405,0,0,0,Clint-Irwin-2023-1,1
2309,2023,Tim-Melia,SKC,GK,1479,0,0,0,Tim-Melia-2023-1,1
2310,2023,Adam-Pearlman,TOR,CB,11,0,0,0,Adam-Pearlman-2023-1,1
2311,2021,Jamal-Blackman,LAFC,GK,812,0,0,0,Jamal-Blackman-2021-1,1
2312,2021,Zac-MacMath,RSL,GK,646,0,0,0,Zac-MacMath-2021-1,1
2313,2022,David-Bingham,POR,GK,197,0,0,0,David-Bingham-2022-1,1
2314,2022,Easton-Ongaro,VAN,ST,49,0,0,0,Easton-Ongaro-2022-1,1
2315,2021,Nico-Lemoine,HOU,ST,62,0,0,0,Nico-Lemoine-2021-1,1
2316,2021,Douglas-Martínez,RSL,ST,75,0,0,0,Douglas-Martínez-2021-1,1
2317,2022,Ben-Reveno,NER,W,6,0,0,0,Ben-Reveno-2022-1,1
