"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Darwin Cerén","HOU","2022","DM","1285","9","2","0","0.24","-0.00","-0.24","12","0","0.86","-0.86","1.11","0.00","0.12"
"","Thomas Edwards","NYRB","2022","CB","1815","13","2","0","0.48","-0.39","-0.48","15","0","0.63","-0.63","1.11","0.00","0.37"
"","Nicolas Isimat-Mirin","SKC","2022","CB","2506","7","4","0","0.61","0.02","-0.61","7","0","0.49","-0.49","1.10","0.00","0.41"
"","Jackson Conway","ATL","2021","ST","275","9","3","1","1.01","-0.16","-0.01","1","0","0.08","-0.08","1.09","1.11","0.83"
"","Collen Warner","COL","2021","CM","967","10","3","1","0.26","-0.09","0.74","7","0","0.83","-0.83","1.09","0.32","0.13"
"","Kelyn Rowe","SEA","2022","FB","1438","13","3","1","0.63","0.24","0.37","9","1","0.46","0.54","1.09","0.81","0.51"
"","Obed Vargas","SEA","2023","DM","1442","4","1","0","0.34","-0.32","-0.34","6","1","0.75","0.25","1.09","0.00","0.36"
"","Nicolás Acevedo","NYC","2021","DM","1492","12","2","0","0.40","-0.33","-0.40","11","0","0.69","-0.69","1.09","0.00","0.26"
"","Tsiki Ntsabeleng","FCD","2023","AM","431","3","0","0","0.30","-0.30","-0.30","5","3","0.79","2.21","1.09","0.00","0.23"
"","Gregore","MIA","2023","DM","346","1","0","0","0.44","-0.44","-0.44","1","1","0.65","0.35","1.09","0.00","0.05"
"","Sebastien Ibeagha","LAFC, NYC","2021","CB","1132","5","2","0","0.79","-0.23","-0.79","1","0","0.30","-0.30","1.08","0.00","0.39"
"","Amar Sejdic","MTL, ATL","2021","CM","899","8","1","0","0.27","-0.24","-0.27","9","0","0.82","-0.82","1.08","0.00","0.23"
"","Tommy Thompson","SJE","2021","FB","797","0","0","0","0.00","0.00","0.00","9","0","1.08","-1.08","1.08","0.00","0.00"
"","Gustavo Vallecilla","CIN","2021","CB","2190","12","6","2","0.87","0.73","1.13","3","0","0.21","-0.21","1.07","0.87","0.62"
"","Aníbal Godoy","NSH","2022","CM","1025","4","1","1","0.66","-0.08","0.34","4","1","0.41","0.59","1.07","0.31","0.20"
"","Zarek Valentin","HOU","2021","FB","2641","2","0","0","0.09","-0.09","-0.09","17","1","0.99","0.01","1.07","0.00","0.04"
"","Danny Leyva","SEA","2021","CM","989","8","3","0","0.24","-0.09","-0.24","10","0","0.83","-0.83","1.07","0.00","0.11"
"","Jonathan Mensah","SJE","2023","CB","2109","14","2","0","0.53","-0.43","-0.53","5","0","0.54","-0.54","1.07","0.00","0.51"
"","Victor Wanyama","MTL","2023","CM","1968","11","3","0","0.68","0.15","-0.68","10","0","0.39","-0.39","1.07","0.00","0.39"
"","Sergi Palencia","LAFC","2023","FB","1400","7","1","0","0.21","0.02","-0.21","14","1","0.85","0.15","1.07","0.00","0.06"
"","Nemanja Radoja","SKC","2023","DM","1801","9","1","0","0.44","-0.42","-0.44","13","2","0.63","1.37","1.07","0.00","0.42"
"","Kelvin Leerdam","MIA","2021","FB","1885","7","2","0","0.35","-0.05","-0.35","7","0","0.71","-0.71","1.06","0.00","0.10"
"","Emiliano Rigoni","ATX","2022","W","311","3","1","0","0.13","-0.12","-0.13","8","0","0.93","-0.93","1.06","0.00","0.09"
"","Tanner Beason","SJE","2021","CB","2140","14","3","0","0.85","-0.45","-0.85","2","0","0.21","-0.21","1.06","0.00","0.77"
"","Marcos López","SJE","2022","FB","1515","15","2","1","0.59","-0.39","0.41","7","0","0.47","-0.47","1.06","0.08","0.38"
"","Yamil Asad","DCU","2023","W","648","11","4","0","0.39","-0.26","-0.39","8","0","0.67","-0.67","1.06","0.00","0.29"
"","Joaquín Torres","PHI","2023","AM","422","13","2","1","0.48","-0.26","0.52","9","1","0.57","0.43","1.05","0.12","0.41"
"","Déiber Caicedo","VAN","2023","CM","283","5","2","0","0.92","-0.45","-0.92","2","0","0.13","-0.13","1.05","0.00","0.19"
"","Kemar Lawrence","MIN","2022","FB","2506","8","3","1","0.37","0.24","0.63","8","2","0.67","1.33","1.04","1.30","0.28"
"","Michael Halliday","ORL","2023","FB","877","3","0","0","0.23","-0.23","-0.23","11","2","0.81","1.19","1.04","0.00","0.19"
"","Micael","HOU","2023","CB","2106","8","1","1","1.01","-0.31","-0.01","1","0","0.03","-0.03","1.04","0.62","0.43"
"","Eric Remedi","SJE","2022","DM","1556","11","4","0","0.28","0.14","-0.28","11","0","0.76","-0.76","1.04","0.00","0.20"
"","Edwin Cerrillo","LAG, FCD","2023","DM","2293","17","3","0","0.57","-0.08","-0.57","11","1","0.46","0.54","1.03","0.00","0.34"
"","Andy Polo","POR","2021","ST","202","0","0","0","0.00","0.00","0.00","4","0","1.03","-1.03","1.03","0.00","0.00"
"","Geovane","FCD","2023","FB","1094","11","4","0","0.40","-0.22","-0.40","5","1","0.64","0.36","1.03","0.00","0.28"
"","Lalas Abubakar","COL","2023","CB","2119","8","5","2","0.64","0.52","1.36","3","0","0.40","-0.40","1.03","1.31","0.46"
"","Griffin Yow","DCU","2021","FB","290","6","2","1","0.31","-0.11","0.69","4","1","0.73","0.27","1.03","0.00","0.07"
"","Stephen Turnbull","NYC","2023","FB","552","1","0","0","0.03","-0.03","-0.03","9","0","0.99","-0.99","1.03","0.00","0.02"
"","Derrick Jones","HOU","2021","DM","1238","2","0","0","0.46","-0.46","-0.46","4","1","0.56","0.44","1.03","0.00","0.48"
"","Rodrigo Schlegel","ORL","2022","CB","2423","10","1","1","0.81","0.04","0.19","4","0","0.22","-0.22","1.03","0.56","0.50"
"","Moses Nyeman","DCU","2021","CM","896","6","2","0","0.32","-0.29","-0.32","10","1","0.71","0.29","1.03","0.00","0.35"
"","Aidan Morris","CLB","2022","DM","2008","13","1","0","0.52","-0.22","-0.52","11","0","0.50","-0.50","1.03","0.00","0.29"
"","Andy Najar","DCU","2023","FB","1256","11","1","0","0.34","-0.12","-0.34","11","0","0.69","-0.69","1.02","0.00","0.23"
"","John Nelson","STL","2023","FB","1397","5","2","0","0.40","-0.35","-0.40","10","0","0.63","-0.63","1.02","0.00","0.31"
"","Alan Benítez","MIN","2022","FB","640","5","3","1","0.28","0.00","0.72","11","2","0.74","1.26","1.02","0.43","0.08"
"","Jacen Russel-Rowe","CLB","2022","ST","255","4","1","0","0.44","-0.18","-0.44","5","2","0.58","1.42","1.02","0.00","0.50"
"","Pablo Bonilla","POR","2021","FB","1458","8","1","0","0.44","0.05","-0.44","5","1","0.58","0.42","1.02","0.00","0.25"
"","Anthony Fontana","PHI","2021","CM","409","6","2","0","0.79","-0.40","-0.79","3","0","0.23","-0.23","1.02","0.00","0.66"
"","Kyle Hiebert","STL","2023","FB","2379","11","3","2","0.73","0.57","1.27","8","0","0.29","-0.29","1.01","0.40","0.41"
"","Andrés Perea","ORL","2022","DM","949","12","3","1","0.55","-0.11","0.45","9","0","0.47","-0.47","1.01","0.01","0.33"
"","Florian Jungwirth","VAN, SJE","2021","CB","2429","8","3","1","0.80","0.88","0.20","3","1","0.22","0.78","1.01","0.00","0.36"
"","Robin Jansson","ORL","2022","CB","2185","15","4","1","0.95","-0.04","0.05","2","0","0.06","-0.06","1.01","0.94","0.92"
"","Carlos Ferreira","HOU","2023","ST","363","7","3","0","0.93","-0.02","-0.93","2","0","0.08","-0.08","1.01","0.00","0.60"
"","Milton Valenzuela","CLB","2021","FB","948","6","0","0","0.32","-0.32","-0.32","8","0","0.69","-0.69","1.01","0.00","0.08"
"","Bertin Jacquesson","RSL","2023","W","400","12","4","0","0.59","-0.22","-0.59","3","0","0.41","-0.41","1.00","0.00","0.61"
"","Danny Leyva","SEA, COL","2023","CM","746","5","3","0","0.21","1.02","-0.21","11","0","0.79","-0.79","1.00","0.00","0.10"
"","Éric Davis","DCU","2023","FB","605","3","0","0","0.17","-0.17","-0.17","7","0","0.83","-0.83","1.00","0.00","0.10"
"","Erik Hurtado","DCU","2023","ST","329","8","5","0","0.70","0.55","-0.70","3","0","0.29","-0.29","1.00","0.00","0.41"
"","Maxime Chanot","NYC","2021","CB","2859","17","3","0","0.92","-0.14","-0.92","2","0","0.07","-0.07","1.00","0.00","0.32"
"","Liam Fraser","TOR, CLB","2021","DM","1303","6","3","0","0.51","-0.24","-0.51","2","0","0.48","-0.48","0.99","0.00","0.20"
"","Dru Yearwood","NYRB","2023","CM","929","7","1","0","0.31","-0.29","-0.31","7","0","0.68","-0.68","0.99","0.00","0.22"
"","Nnamdi Chinonso Offor","CHI","2022","ST","303","5","1","1","0.90","-0.20","0.10","2","0","0.09","-0.09","0.99","0.80","0.50"
"","Olivier Mbaizo","PHI","2023","FB","2054","10","1","0","0.35","-0.33","-0.35","13","1","0.63","0.37","0.98","0.00","0.16"
"","Marco Farfan","LAFC","2021","FB","1934","6","0","0","0.20","-0.20","-0.20","15","0","0.78","-0.78","0.98","0.00","0.15"
"","Zeca","HOU","2022","FB","1263","5","2","0","0.09","-0.03","-0.09","15","1","0.88","0.12","0.97","0.00","0.08"
"","Sean Davis","NSH","2022","CM","3085","14","5","1","0.71","0.39","0.29","9","0","0.26","-0.26","0.97","0.49","0.54"
"","Victor Ulloa","MIA","2021","FB","1380","5","2","0","0.53","-0.17","-0.53","8","2","0.44","1.56","0.97","0.00","0.91"
"","Nikola Vujnovic","SKC","2022","ST","377","5","3","0","0.63","-0.18","-0.63","5","0","0.34","-0.34","0.97","0.00","0.16"
"","Arquimides Ordonez","CIN","2023","ST","316","5","0","0","0.84","-0.84","-0.84","3","0","0.13","-0.13","0.97","0.00","0.63"
"","Maximilian Arfsten","CLB","2023","FB","341","6","3","2","0.61","0.91","1.39","4","1","0.36","0.64","0.97","0.13","0.36"
"","Andy Rose","VAN","2021","CB","1809","6","2","2","0.90","0.54","1.10","1","0","0.07","-0.07","0.97","1.02","0.57"
"","Sean Davis","NSH","2023","CM","1982","12","1","0","0.79","-0.41","-0.79","4","1","0.17","0.83","0.97","0.00","0.56"
"","Jonathan Bornstein","CHI","2022","FB","1330","5","1","1","0.23","-0.15","0.77","9","0","0.73","-0.73","0.97","0.04","0.10"
"","Raoul Petretta","TOR","2023","FB","1796","6","2","0","0.40","-0.25","-0.40","8","1","0.56","0.44","0.96","0.00","0.23"
"","Tony Alfaro","DCU","2021","CB","2018","10","1","1","0.93","-0.11","0.07","1","0","0.03","-0.03","0.96","0.75","0.58"
"","Alvas Powell","CIN","2023","FB","1041","5","1","0","0.36","-0.14","-0.36","5","0","0.60","-0.60","0.96","0.00","0.22"
"","Matt Miazga","CIN","2022","CB","899","5","2","2","0.41","0.22","1.59","4","0","0.54","-0.54","0.96","0.99","0.20"
"","Dario Zuparic","POR","2023","CB","3007","8","3","1","0.81","0.10","0.19","3","1","0.15","0.85","0.95","0.58","0.40"
"","Aníbal Godoy","NSH","2023","CM","1710","7","3","0","0.48","0.03","-0.48","11","0","0.48","-0.48","0.95","0.00","0.35"
"","Jake Nerwinski","VAN","2021","FB","1904","7","3","1","0.83","-0.11","0.17","3","0","0.12","-0.12","0.95","1.09","0.95"
"","Gaston Gonzalez","ORL","2023","W","765","6","3","0","0.61","0.06","-0.61","6","2","0.34","1.66","0.95","0.00","0.47"
"","Efrain Álvarez","LAG","2023","W","429","8","2","0","0.46","-0.10","-0.46","8","0","0.49","-0.49","0.94","0.00","0.35"
"","Marco Angulo","CIN","2023","CM","909","8","0","0","0.45","-0.45","-0.45","5","1","0.49","0.51","0.94","0.00","0.07"
"","Nathan Byrne","CLT","2023","FB","2821","6","4","0","0.39","0.06","-0.39","9","1","0.55","0.45","0.94","0.00","0.26"
"","José Andrés Martínez","PHI","2021","DM","2155","23","2","0","0.38","-0.22","-0.38","7","2","0.55","1.45","0.94","0.00","0.26"
"","Erik Duenas","LAFC","2023","CM","882","10","1","0","0.59","0.07","-0.59","10","0","0.34","-0.34","0.93","0.00","0.20"
"","Andreu Fontàs","SKC","2023","CB","2551","12","1","0","0.41","-0.35","-0.41","7","0","0.52","-0.52","0.93","0.00","0.23"
"","Harrison Afful","CLT","2022","FB","1437","12","2","0","0.41","-0.30","-0.41","7","0","0.51","-0.51","0.93","0.00","0.35"
"","Tanner Beason","SJE","2022","CB","2431","5","1","0","0.66","-0.30","-0.66","4","0","0.26","-0.26","0.92","0.00","0.51"
"","Emmanuel Iwe","MIN","2023","W","69","4","1","0","0.92","-0.60","-0.92","0","0","0.00","0.00","0.92","0.00","0.02"
"","Jhon Espinoza","CHI","2022","FB","592","4","0","0","0.49","-0.49","-0.49","3","0","0.43","-0.43","0.91","0.00","0.71"
"","Sergio Busquets","MIA","2023","DM","941","1","0","0","0.01","-0.01","-0.01","10","1","0.90","0.10","0.91","0.00","0.01"
"","Joe Gyau","CIN","2021","FB","1832","10","3","0","0.50","-0.25","-0.50","8","0","0.41","-0.41","0.91","0.00","0.37"
"","Nick Hagglund","CIN","2023","CB","2383","8","1","1","0.29","-0.02","0.71","4","0","0.62","-0.62","0.91","0.04","0.24"
"","Nacho Gil","NER","2023","W","561","4","1","0","0.26","0.15","-0.26","7","2","0.65","1.35","0.91","0.00","0.16"
"","Emmanuel Más","ORL","2021","FB","790","4","2","0","0.12","-0.05","-0.12","7","0","0.78","-0.78","0.90","0.00","0.10"
"","Felipe Mora","POR","2022","ST","119","3","2","1","0.90","0.27","0.10","0","0","0.00","0.00","0.90","1.45","1.16"
"","Ralph Priso-Mbongue","COL, TOR","2022","CM","533","3","3","1","0.10","0.78","0.90","6","0","0.80","-0.80","0.90","0.64","0.06"
"","Wilfrid Kaptoum","NER","2022","DM","1155","11","2","1","0.80","0.02","0.20","4","0","0.10","-0.10","0.90","0.22","0.48"
"","Kamal Miller","MTL","2021","CB","2616","7","2","1","0.49","0.44","0.51","7","0","0.41","-0.41","0.90","0.14","0.35"
"","Tommy Thompson","SJE","2023","W","459","8","1","0","0.56","-0.49","-0.56","6","0","0.34","-0.34","0.90","0.00","0.72"
"","Andy Najar","DCU","2022","FB","1816","8","2","0","0.43","-0.17","-0.43","9","1","0.47","0.53","0.90","0.00","0.33"
"","Nuno Santos","CLT","2023","CM","244","5","2","0","0.63","-0.43","-0.63","1","0","0.26","-0.26","0.90","0.00","0.37"
"","Anton Walkes","ATL","2021","CB","3038","14","5","2","0.77","0.84","1.23","3","1","0.12","0.88","0.89","0.65","0.57"
"","Aimé Mabika","TOR","2023","CB","1644","6","1","0","0.85","-0.11","-0.85","1","0","0.04","-0.04","0.89","0.00","0.69"
"","Tate Schmitt","RSL","2022","FB","950","7","3","2","0.32","0.36","1.68","4","0","0.58","-0.58","0.89","0.44","0.17"
"","Christopher Gloster","NYC","2022","FB","531","4","2","1","0.15","0.02","0.85","9","1","0.74","0.26","0.89","0.00","0.06"
"","Bruno Gaspar","VAN","2021","FB","977","6","2","1","0.51","0.20","0.49","4","1","0.38","0.62","0.89","0.53","0.30"
"","Tristan Blackmon","LAFC","2021","CB","1442","7","1","1","0.55","0.21","0.45","3","0","0.33","-0.33","0.89","0.43","0.42"
"","Sofiane Djeffal","DCU","2022","CM","1857","13","1","0","0.49","-0.36","-0.49","9","1","0.39","0.61","0.88","0.00","0.39"
"","Kyle Smith","ORL","2022","FB","1592","8","5","2","0.32","0.93","1.68","12","0","0.56","-0.56","0.88","0.22","0.19"
"","Kimarni Smith","DCU","2022","FB","440","8","3","1","0.51","-0.29","0.49","5","1","0.37","0.63","0.88","0.08","0.29"
"","Aké Arnaud Loba","NSH","2022","ST","421","4","1","1","0.45","0.34","0.55","5","0","0.42","-0.42","0.88","0.80","0.39"
"","Shane O'Neill","SEA","2021","CB","2025","7","1","1","0.68","0.02","0.32","5","0","0.19","-0.19","0.88","0.49","0.40"
"","Kevin O'Toole","NYC","2023","FB","1269","6","3","0","0.34","-0.19","-0.34","8","0","0.53","-0.53","0.87","0.00","0.20"
"","Sean Rea","MTL","2023","AM","811","5","2","0","0.34","-0.13","-0.34","10","0","0.53","-0.53","0.87","0.00","0.23"
"","Julián Aude","LAG","2023","FB","1307","11","1","0","0.35","-0.19","-0.35","6","1","0.52","0.48","0.87","0.00","0.27"
"","Samuel Adekugbe","VAN","2023","FB","438","2","0","0","0.21","-0.21","-0.21","6","1","0.66","0.34","0.87","0.00","0.20"
"","Milos Degenek","CLB","2022","CB","2499","11","1","0","0.66","-0.29","-0.66","6","0","0.21","-0.21","0.87","0.00","0.69"
"","Danny Leyva","SEA","2022","CM","1046","8","0","0","0.30","-0.30","-0.30","8","1","0.56","0.44","0.86","0.00","0.36"
"","Matt Hedges","FCD","2021","CB","1601","10","1","1","0.76","-0.56","0.24","1","0","0.11","-0.11","0.86","0.53","0.68"
"","David Junior Hoilett","VAN","2023","ST","261","5","0","0","0.35","-0.35","-0.35","5","0","0.51","-0.51","0.86","0.00","0.26"
"","Bode Davis","RSL","2023","FB","1240","8","1","0","0.29","-0.22","-0.29","14","1","0.57","0.43","0.86","0.00","0.18"
"","Ethan Zubak","NSH","2022","ST","259","4","2","0","0.74","0.39","-0.74","3","0","0.11","-0.11","0.86","0.00","0.38"
"","Larrys Mabiala","POR","2021","CB","2055","7","1","0","0.52","-0.48","-0.52","3","1","0.34","0.66","0.86","0.00","0.52"
"","Brent Kallman","MIN","2021","CB","1412","9","5","2","0.59","0.61","1.41","2","0","0.27","-0.27","0.86","0.77","0.41"
"","Joseph Mora","DCU","2021","FB","1686","5","1","0","0.19","-0.13","-0.19","9","0","0.67","-0.67","0.86","0.00","0.16"
"","Kosi Thompson","TOR","2023","CM","650","5","3","1","0.39","0.77","0.61","5","0","0.47","-0.47","0.86","0.16","0.17"
"","Njabulo Blom","STL","2023","DM","2068","12","2","1","0.51","0.38","0.49","12","0","0.35","-0.35","0.86","0.52","0.38"
"","David Ayala","POR","2022","CM","852","11","3","0","0.39","0.08","-0.39","6","0","0.46","-0.46","0.85","0.00","0.40"
"","Robin Jansson","ORL","2023","CB","3206","4","0","0","0.24","-0.24","-0.24","5","0","0.61","-0.61","0.85","0.00","0.17"
"","Sergii Kryvstov","MIA","2023","CB","2352","5","1","1","0.75","0.06","0.25","2","0","0.09","-0.09","0.85","0.64","0.50"
"","Felipe","ORL","2023","DM","583","8","3","0","0.61","0.20","-0.61","3","0","0.24","-0.24","0.85","0.00","0.17"
"","Kekuta Manneh","ATX","2021","W","408","13","3","0","0.61","-0.27","-0.61","5","0","0.24","-0.24","0.85","0.00","0.40"
"","Donovan Pines","DCU","2022","CB","1619","7","0","0","0.70","-0.70","-0.70","2","0","0.14","-0.14","0.84","0.00","0.47"
"","Eddie Segura","LAFC","2021","CB","1403","8","2","0","0.65","0.36","-0.65","2","1","0.19","0.81","0.84","0.00","0.36"
"","Ian Harkes","NER","2023","DM","653","6","4","2","0.67","0.48","1.33","4","0","0.17","-0.17","0.83","0.44","0.19"
"","Abu Danladi","NSH","2021","ST","130","7","5","1","0.71","0.66","0.29","3","0","0.13","-0.13","0.83","1.83","0.69"
"","Nouhou Tolo","SEA","2023","FB","2200","8","2","0","0.32","-0.08","-0.32","9","0","0.51","-0.51","0.83","0.00","0.27"
"","Ahmed Hamdi","MTL","2023","AM","546","5","3","1","0.26","0.32","0.74","6","0","0.57","-0.57","0.83","0.77","0.19"
"","Tony Rocha","NYC","2021","ST","57","2","1","0","0.78","-0.25","-0.78","1","0","0.05","-0.05","0.83","0.00","0.00"
"","Erik Sviatchenko","HOU","2023","CB","1409","16","1","0","0.65","-0.50","-0.65","2","0","0.17","-0.17","0.83","0.00","0.42"
"","Brandon Servania","FCD","2021","DM","1016","14","4","0","0.63","-0.06","-0.63","4","0","0.19","-0.19","0.82","0.00","0.40"
"","Jordan Perruzza","TOR","2021","ST","158","4","1","1","0.82","-0.16","0.18","0","0","0.00","0.00","0.82","1.80","1.01"
"","Damian Rivera","NER","2023","W","217","6","2","0","0.68","-0.42","-0.68","2","0","0.14","-0.14","0.82","0.00","0.26"
"","Teenage Hadebe","HOU","2021","CB","1635","7","0","0","0.38","-0.38","-0.38","9","1","0.45","0.55","0.82","0.00","0.27"
"","Jesús David Murillo","LAFC","2023","CB","1501","9","0","0","0.54","-0.54","-0.54","5","0","0.28","-0.28","0.82","0.00","0.17"
"","Jhegson Méndez","ORL","2021","DM","1284","8","1","1","0.54","-0.20","0.46","5","0","0.28","-0.28","0.82","0.52","0.50"
"","Maya Yoshida","LAG","2023","CB","1108","9","3","1","0.69","0.27","0.31","2","1","0.13","0.87","0.82","1.11","0.59"
"","Darren Yapi","COL","2022","ST","223","8","4","0","0.71","-0.28","-0.71","2","0","0.10","-0.10","0.81","0.00","0.11"
"","Uri Rosell","LAG","2023","DM","937","3","0","0","0.13","-0.13","-0.13","6","1","0.68","0.32","0.81","0.00","0.15"
"","Xavier Arreaga","SEA","2022","CB","2355","9","3","1","0.76","0.11","0.24","1","0","0.05","-0.05","0.81","0.60","0.50"
"","Kwadwo Opoku","LAFC","2021","W","268","5","2","0","0.24","-0.09","-0.24","2","1","0.56","0.44","0.81","0.00","0.21"
"","Filip Yavorov Krastev","LAFC","2023","CM","196","6","3","1","0.60","0.02","0.40","1","0","0.21","-0.21","0.81","0.00","0.08"
"","Sean Zawadzki","CLB","2023","CB","1707","14","6","3","0.63","0.07","2.37","3","0","0.17","-0.17","0.80","3.86","0.59"
"","Gabriele Corbo","MTL","2022","CB","1268","4","0","0","0.29","-0.29","-0.29","4","0","0.52","-0.52","0.80","0.00","0.22"
"","Dante Sealy","FCD","2023","W","331","2","1","0","0.68","-0.67","-0.68","3","0","0.12","-0.12","0.80","0.00","0.50"
"","Danny Hoesen","ATX","2021","ST","329","6","0","0","0.75","-0.75","-0.75","1","0","0.05","-0.05","0.80","0.00","0.49"
"","Wyatt Omsberg","CHI","2021","CB","840","6","0","0","0.21","-0.21","-0.21","4","0","0.58","-0.58","0.80","0.00","0.11"
"","Sami Guediri","DCU","2022","FB","867","3","0","0","0.09","-0.09","-0.09","9","0","0.71","-0.71","0.80","0.00","0.05"
"","Jürgen Damm","ATL","2021","W","201","1","0","0","0.04","-0.04","-0.04","6","0","0.76","-0.76","0.80","0.00","0.03"
"","Johan Kappelhof","RSL","2022","CB","591","5","1","1","0.80","-0.17","0.20","0","0","0.00","0.00","0.80","0.74","0.50"
"","Emerson Hyndman","ATL","2021","CM","669","6","1","1","0.58","0.05","0.42","5","1","0.22","0.78","0.80","0.02","0.21"
"","Jalen Neal","LAG","2023","CB","1431","3","1","1","0.75","-0.02","0.25","2","0","0.05","-0.05","0.80","0.75","0.55"
"","Justin Rennicks","NER","2023","W","464","3","1","0","0.50","-0.39","-0.50","4","0","0.30","-0.30","0.79","0.00","0.50"
"","Rudy Camacho","MTL","2022","CB","2746","9","2","1","0.69","0.43","0.31","4","0","0.11","-0.11","0.79","1.32","0.57"
"","Elliot Collier","CHI","2021","ST","403","7","3","0","0.74","-0.20","-0.74","2","0","0.05","-0.05","0.79","0.00","0.70"
"","Jorge Villafaña","LAG","2021","FB","1851","6","1","0","0.25","-0.18","-0.25","6","0","0.54","-0.54","0.79","0.00","0.10"
"","Dario Zuparic","POR","2022","CB","2455","10","0","0","0.55","-0.55","-0.55","4","0","0.24","-0.24","0.79","0.00","0.45"
"","Russell Canouse","DCU","2023","CM","2435","11","2","0","0.44","-0.32","-0.44","5","1","0.34","0.66","0.78","0.00","0.37"
"","Ousseni Bouda","SJE","2023","W","212","8","1","1","0.75","-0.01","0.25","1","0","0.03","-0.03","0.78","0.98","0.68"
"","Wil Trapp","MIN","2022","DM","2288","11","3","0","0.32","0.10","-0.32","12","0","0.46","-0.46","0.78","0.00","0.24"
"","Damion Lowe","PHI","2023","CB","1306","11","3","2","0.76","0.50","1.24","1","0","0.02","-0.02","0.78","1.10","0.44"
"","Akil Watts","STL","2023","FB","931","3","0","0","0.06","-0.06","-0.06","9","1","0.71","0.29","0.77","0.00","0.03"
"","Hassan Ndam","NYRB","2023","CB","786","8","3","0","0.77","-0.10","-0.77","0","0","0.00","0.00","0.77","0.00","0.44"
"","Lukas MacNaughton","TOR","2022","CB","1975","6","1","0","0.64","-0.62","-0.64","2","0","0.12","-0.12","0.76","0.00","0.36"
"","Tom Pettersson","CIN","2021","CB","390","4","1","0","0.76","-0.05","-0.76","0","0","0.00","0.00","0.76","0.00","0.01"
"","Victor Ulloa","MIA","2022","CM","457","1","1","0","0.27","-0.15","-0.27","4","1","0.49","0.51","0.76","0.00","0.15"
"","Lalas Abubakar","COL","2021","CB","2118","11","2","2","0.76","0.40","1.24","0","0","0.00","0.00","0.76","1.03","0.27"
"","Jack Maher","NSH","2021","CB","1677","4","1","1","0.39","0.07","0.61","2","1","0.36","0.64","0.76","0.92","0.27"
"","Ryan Sailor","MIA","2022","CB","1705","6","1","0","0.76","-0.72","-0.76","0","0","0.00","0.00","0.76","0.00","0.62"
"","Mohanad Jeahze","DCU","2023","FB","407","4","0","0","0.11","-0.11","-0.11","3","1","0.65","0.35","0.76","0.00","0.07"
"","George Campbell","MTL","2023","CB","1970","5","2","1","0.55","0.67","0.45","3","1","0.21","0.79","0.76","0.27","0.34"
"","Luis Martins","VAN","2022","FB","524","5","1","0","0.16","-0.08","-0.16","2","0","0.60","-0.60","0.75","0.00","0.07"
"","Hugo Mbongue","TOR","2023","ST","306","1","1","0","0.06","-0.04","-0.06","5","0","0.69","-0.69","0.75","0.00","0.10"
"","Justin McMaster","MIN","2021","W","162","4","1","0","0.25","-0.19","-0.25","4","1","0.50","0.50","0.75","0.00","0.28"
"","Michael Bradley","TOR","2023","DM","1498","6","4","1","0.42","0.41","0.58","5","1","0.33","0.67","0.75","0.23","0.54"
"","Arquimides Ordonez","CIN","2022","W","123","7","1","0","0.75","-0.07","-0.75","0","0","0.00","0.00","0.75","0.00","0.66"
"","Adrián Cubas","VAN","2023","DM","2371","5","2","0","0.11","-0.05","-0.11","8","1","0.63","0.37","0.74","0.00","0.07"
"","Waylon Francis","CLB","2021","FB","1491","1","0","0","0.03","-0.03","-0.03","9","0","0.71","-0.71","0.74","0.00","0.02"
"","Adam Lundkvist","ATX","2023","FB","967","6","3","0","0.18","-0.08","-0.18","8","2","0.55","1.45","0.74","0.00","0.12"
"","Donny Toia","RSL","2021","FB","1447","15","2","0","0.57","-0.12","-0.57","4","0","0.16","-0.16","0.73","0.00","0.48"
"","Logan Ndenbe","SKC","2022","FB","1931","7","1","0","0.13","-0.10","-0.13","12","0","0.61","-0.61","0.73","0.00","0.09"
"","Emerson Hyndman","ATL","2022","DM","333","2","2","0","0.66","-0.13","-0.66","2","0","0.08","-0.08","0.73","0.00","0.90"
"","Taylor Washington","NSH","2022","FB","688","2","0","0","0.07","-0.07","-0.07","10","1","0.67","0.33","0.73","0.00","0.11"
"","Bakaye Dibassy","MIN","2022","CB","2468","8","2","1","0.64","0.05","0.36","2","0","0.09","-0.09","0.73","0.64","0.43"
"","Justin Rasmussen","POR","2023","FB","378","1","0","0","0.10","-0.10","-0.10","2","0","0.63","-0.63","0.73","0.00","0.17"
"","Harrison Afful","CLT","2023","FB","1068","4","1","0","0.14","0.33","-0.14","6","1","0.59","0.41","0.73","0.00","0.04"
"","Michael Boxall","MIN","2021","CB","2391","9","1","0","0.71","-0.58","-0.71","1","0","0.02","-0.02","0.73","0.00","0.66"
"","Kieran Gibbs","MIA","2022","FB","695","5","4","0","0.52","0.26","-0.52","2","0","0.21","-0.21","0.73","0.00","0.43"
"","Alfredo Morales","NYC","2023","CM","1323","11","1","0","0.47","-0.38","-0.47","5","1","0.26","0.74","0.73","0.00","0.39"
"","Andrew Brody","RSL","2021","FB","1174","3","0","0","0.13","-0.13","-0.13","9","1","0.60","0.40","0.73","0.00","0.12"
