"","Player","Team","Season","Position","Minutes","Shots","SoT","G","xG","xPlace","G-xG","KeyP","A","xA","A-xA","xG+xA","PA","xPA"
"","Franko Kovacevic","CIN","2021","W","57","1","0","0","0.02","-0.02","-0.02","1","0","0.04","-0.04","0.06","0.00","0.00"
"","Jesus Batiz","TOR","2023","W","71","1","0","0","0.06","-0.06","-0.06","0","0","0.00","0.00","0.06","0.00","0.02"
"","Steve Clark","HOU","2023","GK","3235","0","0","0","0.00","0.00","0.00","1","1","0.06","0.94","0.06","0.00","0.00"
"","Edison Azcona","MIA","2023","W","75","2","2","0","0.06","0.12","-0.06","0","0","0.00","0.00","0.06","0.00","0.12"
"","Adrián Alonso Martínez Batista","NYC","2023","W","44","2","0","0","0.06","-0.06","-0.06","0","0","0.00","0.00","0.06","0.00","0.00"
"","Quentin Westberg","TOR","2021","GK","967","0","0","0","0.00","0.00","0.00","1","0","0.06","-0.06","0.06","0.00","0.00"
"","Tyler Miller","DCU","2023","GK","2481","0","0","0","0.00","0.00","0.00","1","0","0.06","-0.06","0.06","0.00","0.00"
"","Joshué Quiñonez","FCD","2022","CB","139","0","0","0","0.00","0.00","0.00","1","0","0.06","-0.06","0.06","0.00","0.00"
"","Alex Monis","CHI","2021","ST","25","1","0","0","0.03","-0.03","-0.03","1","0","0.03","-0.03","0.06","0.00","0.00"
"","Ilijah Paul","RSL","2023","ST","109","2","1","0","0.06","0.32","-0.06","0","0","0.00","0.00","0.06","0.00","0.02"
"","Carlos Coronel","NYRB","2021","GK","3398","0","0","0","0.00","0.00","0.00","1","0","0.06","-0.06","0.06","0.00","0.00"
"","Perry Kitchen","CLB","2021","DM","235","1","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.04"
"","Joshua Yaro","STL","2023","CB","1042","0","0","0","0.00","0.00","0.00","2","0","0.05","-0.05","0.05","0.00","0.00"
"","Oniel Fisher","LAG","2021","FB","554","2","0","0","0.04","-0.04","-0.04","1","0","0.02","-0.02","0.05","0.00","0.02"
"","Sami Guediri","MIA","2021","FB","251","2","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.04"
"","Jack Lynn","ORL","2023","ST","61","1","1","0","0.05","0.00","-0.05","0","0","0.00","0.00","0.05","0.00","0.05"
"","Tyler Wolff","ATL","2021","CM","257","0","0","0","0.00","0.00","0.00","1","0","0.05","-0.05","0.05","0.00","0.00"
"","Pablo Bonilla","POR","2022","FB","285","0","0","0","0.00","0.00","0.00","1","0","0.05","-0.05","0.05","0.00","0.00"
"","Fernando Alvarez","MTL","2023","CB","276","1","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.04"
"","Drew Moor","COL","2022","CB","279","1","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.01"
"","Esmir Bajraktarevic","NER","2022","CM","141","0","0","0","0.00","0.00","0.00","1","0","0.05","-0.05","0.05","0.00","0.00"
"","Tim Melia","SKC","2022","GK","2033","0","0","0","0.00","0.00","0.00","1","0","0.05","-0.05","0.05","0.00","0.00"
"","Guzmán Corujo","CLT","2023","CB","389","3","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.04"
"","Gino Vivi","LAG","2023","W","96","0","0","0","0.00","0.00","0.00","1","0","0.05","-0.05","0.05","0.00","0.00"
"","O’Vonte Mullings","NYRB","2023","FB","53","0","0","0","0.00","0.00","0.00","1","0","0.05","-0.05","0.05","0.00","0.00"
"","Miguel Araujo","POR","2023","CB","186","1","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.01"
"","Theodore Ku-Dipietro","DCU","2022","W","286","0","0","0","0.00","0.00","0.00","2","0","0.05","-0.05","0.05","0.00","0.00"
"","Sebastian Anderson","COL","2023","FB","198","1","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.03"
"","Joseph Rosales","MIN","2021","CM","130","1","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.01"
"","Bernard Kamungo","FCD","2022","W","26","0","0","0","0.00","0.00","0.00","1","0","0.05","-0.05","0.05","0.00","0.00"
"","Jalil Anibaba","CLB","2022","CB","252","1","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.04"
"","Kristian Fletcher","DCU","2022","W","71","1","1","1","0.05","0.34","0.95","0","0","0.00","0.00","0.05","0.45","0.02"
"","Asier Illarramendi","FCD","2023","DM","684","3","0","0","0.05","-0.05","-0.05","0","0","0.00","0.00","0.05","0.00","0.03"
"","Youba Diarra","NYRB","2021","CM","151","2","0","0","0.04","-0.04","-0.04","0","0","0.00","0.00","0.04","0.00","0.03"
"","Jimmy Maurer","FCD","2021","GK","2331","0","0","0","0.00","0.00","0.00","1","0","0.04","-0.04","0.04","0.00","0.00"
"","Rafael Romo","DCU","2022","GK","1341","0","0","0","0.00","0.00","0.00","1","0","0.04","-0.04","0.04","0.00","0.00"
"","Jonathan Bond","LAG","2022","GK","3396","0","0","0","0.00","0.00","0.00","1","0","0.04","-0.04","0.04","0.00","0.00"
"","Miguel Trauco","SJE","2022","FB","144","1","0","0","0.02","-0.02","-0.02","1","1","0.02","0.98","0.04","0.00","0.00"
"","Joshua Bolma","NER","2023","DM","31","1","0","0","0.02","-0.02","-0.02","1","0","0.02","-0.02","0.04","0.00","0.00"
"","Joseph Mora","CLT","2023","FB","221","0","0","0","0.00","0.00","0.00","1","0","0.04","-0.04","0.04","0.00","0.00"
"","Sean Zawadzki","CLB","2022","CM","318","1","1","1","0.04","0.09","0.96","0","0","0.00","0.00","0.04","0.35","0.01"
"","Emiliano Brienza","VAN","2022","ST","8","1","0","0","0.04","-0.04","-0.04","0","0","0.00","0.00","0.04","0.00","0.00"
"","Kalil ElMedkhar","FCD","2022","W","116","2","0","0","0.04","-0.04","-0.04","0","0","0.00","0.00","0.04","0.00","0.03"
"","David Loera","ORL","2021","AM","28","1","1","0","0.04","-0.02","-0.04","0","0","0.00","0.00","0.04","0.00","0.00"
"","Silvester van der Water","ORL","2022","W","65","1","1","0","0.03","0.19","-0.03","0","0","0.00","0.00","0.03","0.00","0.01"
"","Ryan Sailor","MIA","2023","CB","362","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Israel Boatwright","MIA","2023","FB","91","1","1","0","0.03","0.09","-0.03","0","0","0.00","0.00","0.03","0.00","0.05"
"","A.J. DeLaGarza","NER","2022","FB","314","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Jonathan Perez","LAG","2021","W","29","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.03"
"","Handwalla Bwana","NSH","2022","W","18","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","John McCarthy","LAFC","2023","GK","2518","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Javier Casas","CHI","2023","DM","74","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.05"
"","Joshua Penn","MIA","2021","ST","30","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","William Richmond","SJE","2022","W","56","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.03"
"","Kwaku Owusu","NYC","2022","CB","13","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.00"
"","Jonathan Bond","LAG","2021","GK","3069","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Moses Nyeman","DCU","2022","CM","155","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.03"
"","Kalil ElMedkhar","FCD","2021","W","151","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Mikey Ambrose","ATL","2022","FB","61","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.01"
"","Daniel Munie","SJE","2023","CB","134","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.04"
"","Isaiah Parente","CLB","2021","DM","245","0","0","0","0.00","0.00","0.00","2","0","0.03","-0.03","0.03","0.00","0.00"
"","Cameron Duke","SKC","2023","FB","152","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Juninho","ORL","2023","DM","3","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.00"
"","Lawson Sunderland","MIA","2023","CM","70","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Maxime Crépeau","VAN","2021","GK","2684","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Brad Knighton","NER","2021","GK","589","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Rémi Cabral","COL","2023","FB","17","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.00"
"","Alex Bono","DCU","2023","GK","964","0","0","0","0.00","0.00","0.00","1","0","0.03","-0.03","0.03","0.00","0.00"
"","Matthew Nocita","NYRB","2023","CB","32","1","0","0","0.03","-0.03","-0.03","0","0","0.00","0.00","0.03","0.00","0.04"
"","Samuel Adeniran","SEA","2022","ST","79","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.02"
"","Jukka Raitala","MIN","2021","CB","602","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.00"
"","Mohammed Adams","ATL","2021","DM","171","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.00"
"","Vuk Latinovich","NYC","2021","CB","114","1","1","0","0.02","0.08","-0.02","0","0","0.00","0.00","0.02","0.00","0.00"
"","Gedion Zelalem","NYC","2021","DM","122","0","0","0","0.00","0.00","0.00","1","0","0.02","-0.02","0.02","0.00","0.00"
"","Victor Ulloa","MIA","2023","CM","210","0","0","0","0.00","0.00","0.00","1","0","0.02","-0.02","0.02","0.00","0.00"
"","Drew Moor","COL","2021","CB","373","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.02"
"","Moses Nyeman","RSL","2023","CM","36","1","1","0","0.02","0.05","-0.02","0","0","0.00","0.00","0.02","0.00","0.00"
"","George Acosta","MIA","2022","CM","12","1","1","0","0.02","0.09","-0.02","0","0","0.00","0.00","0.02","0.00","0.00"
"","Joakim Nilsson","STL","2023","CB","543","0","0","0","0.00","0.00","0.00","1","0","0.02","-0.02","0.02","0.00","0.00"
"","Raúl Gudiño","ATL","2022","GK","555","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.02"
"","Julian Dunn-Johnson","TOR","2021","CB","95","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.01"
"","Abdoulaye Cissoko","SEA","2022","CB","457","1","1","0","0.02","0.04","-0.02","0","0","0.00","0.00","0.02","0.00","0.02"
"","Steven Sserwadda","NYRB","2022","DM","37","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.03"
"","Andre Reynolds","CHI","2022","W","470","0","0","0","0.00","0.00","0.00","1","0","0.02","-0.02","0.02","0.00","0.00"
"","Álvaro Quezada","LAFC","2021","FB","30","0","0","0","0.00","0.00","0.00","1","0","0.02","-0.02","0.02","0.00","0.00"
"","Danilo Acosta","LAG","2021","FB","73","0","0","0","0.00","0.00","0.00","1","0","0.02","-0.02","0.02","0.00","0.00"
"","Zac MacMath","RSL","2023","GK","2646","0","0","0","0.00","0.00","0.00","1","0","0.02","-0.02","0.02","0.00","0.00"
"","Alejandro Granados Torres","ORL","2023","W","2","1","0","0","0.02","-0.02","-0.02","0","0","0.00","0.00","0.02","0.00","0.00"
"","Mohammed Adams","MIA","2022","CM","391","1","0","0","0.01","-0.01","-0.01","0","0","0.00","0.00","0.01","0.00","0.00"
"","Eriq Zavaleta","TOR","2021","CB","1104","1","0","0","0.01","-0.01","-0.01","0","0","0.00","0.00","0.01","0.00","0.01"
"","Abdi Salim","ORL","2023","CB","172","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Wyatt Omsberg","CHI","2023","CB","801","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Romain Métanire","MIN","2022","DM","29","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Michael Baldisimo","SJE","2023","CM","358","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Joshua Drack","LAG","2021","DM","1","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Maarten Paes","FCD","2022","GK","3189","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Maarten Paes","FCD","2023","GK","2815","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Matt Real","PHI","2021","FB","187","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Kristijan Kahlina","CLT","2022","GK","3081","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jeff Attinella","POR","2021","GK","185","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Earl Edwards Jr.","NER","2022","GK","399","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Earl Edwards Jr.","NER","2023","GK","983","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Brad Guzan","ATL","2022","GK","667","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Brad Guzan","ATL","2023","GK","2620","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Brandan Craig","PHI","2022","DM","6","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jacob Jackson","NER","2023","GK","99","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Keegan Hughes","CLB","2023","CB","4","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Paul Rothrock","TOR","2022","W","42","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jordan Harvey","LAFC","2021","FB","30","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Joe Bendik","PHI","2021","GK","238","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Joe Bendik","PHI","2023","GK","792","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Marko Maric","HOU","2021","GK","2188","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Scott Caldwell","RSL","2023","CM","189","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Bobby Shuttleworth","CHI","2021","GK","2283","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Bobby Shuttleworth","ATL","2022","GK","621","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Sota Kitahara","SEA","2023","FB","5","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Luis Flores","SKC","2023","W","8","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","John McCarthy","MIA","2021","GK","1253","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","John McCarthy","LAFC","2022","GK","101","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Kayden Pierre","SKC","2023","FB","13","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Matt Bersano","SJE","2022","GK","151","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Carlos Coronel","NYRB","2022","GK","3302","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Bill Hamid","DCU","2021","GK","1987","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Bill Hamid","DCU","2022","GK","974","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Aljaz Ivacic","POR","2021","GK","464","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Aljaz Ivacic","POR","2022","GK","3208","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Aljaz Ivacic","POR","2023","GK","1488","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jimmy Maurer","FCD","2022","GK","203","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jimmy Maurer","FCD","2023","GK","483","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Giovanni Aguilar","VAN","2023","DM","12","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jonathan Perez","LAG","2022","FB","14","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Kamron Habibullah","VAN","2021","CM","49","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Chris Seitz","DCU","2021","GK","389","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Cody Cropper","CIN","2021","GK","96","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Kendall McIntosh","SKC","2022","GK","190","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Kendall McIntosh","SKC","2023","GK","1333","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","David Ochoa","RSL","2021","GK","2458","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","David Ochoa","DCU","2022","GK","875","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Yevhen Cheberko","CLB","2023","CB","223","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Rocco Rios Novo","ATL","2022","GK","1532","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Owen Wolff","ATX","2021","W","14","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Harvey Neville","MIA","2022","FB","15","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Harvey Neville","MIA","2023","FB","252","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Thiago Fernandes","HOU","2022","W","34","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Ibrahim Kasule","NYRB","2023","W","30","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Joey Akpunonu","CIN","2023","FB","10","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Alec Kann","ATL","2021","GK","495","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Alec Kann","CIN","2022","GK","695","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Alec Kann","CIN","2023","GK","104","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Marlon Vargas","COL","2023","CM","17","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Frederik Kleemann","ATX","2021","DM","57","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Christopher Garcia","RSL","2022","W","9","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","George Marks","CLT","2022","GK","102","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","George Marks","CLT","2023","GK","712","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","George Fochive","POR","2022","CM","40","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Sergio Oregel Jr","CHI","2022","DM","15","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Hayden Sargis","DCU","2023","CB","22","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Yohei Takaoka","VAN","2023","GK","3207","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Wikelman Carmona","NYRB","2022","W","53","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Abdoulaye Cissoko","SEA","2023","CB","101","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Hugo Mbongue","TOR","2022","ST","22","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Theo Bair","VAN","2021","ST","41","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jared Stroud","ATX","2022","W","65","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Justin Rennicks","NER","2021","ST","5","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Nico Benalcazar","NYC","2023","CM","16","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jonathan Klinsmann","LAG","2021","GK","293","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Jonathan Klinsmann","LAG","2023","GK","938","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Amadou Dia","SKC","2021","FB","120","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
"","Brent Kallman","MIN","2023","CB","248","0","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0.00"
