,Player_ID,Season,Base Salary,Guaranteed Compensation
405,Álvaro-Medrán-2021-1,2021,1000000.00,1055000.00
409,Diego-Rossi-2021-1,2021,1000000.00,1052000.00
411,Sergio-Córdova-2023-1,2023,981818.00,1050568.00
412,Paul-Arriola-2021-1,2021,1000000.00,1050000.00
414,João-Paulo-2021-1,2021,1000000.00,1050000.00
416,Brandon-Vázquez-2023-1,2023,900000.00,1041000.00
417,Brian-Rodríguez-2021-1,2021,700000.00,1039800.00
419,Robin-Lod-2023-1,2023,900000.00,1039375.00
420,Jakob-Glesnes-2023-1,2023,900000.00,1038125.00
421,Chris-Mavinga-2022-1,2022,1000000.00,1037500.00
423,Tim-Parker-2022-1,2022,1000000.00,1037500.00
425,Tim-Parker-2023-1,2023,1000000.00,1037500.00
426,Bjørn-Maars-Johnsen-2021-1,2021,900000.00,1036667.00
428,Romell-Quioto-2023-1,2023,950000.00,1035000.00
429,Nicolas-Isimat-Mirin-2021-1,2021,950000.00,1028124.00
431,Nicolas-Isimat-Mirin-2022-1,2022,950000.00,1028124.00
433,Obinna-Nwobodo-2022-1,2022,900000.00,1028100.00
435,Jonathan-Osorio-2022-1,2022,1000000.00,1026250.00
437,Jhonder-Cádiz-2021-1,2021,855000.00,1023800.00
440,Alejandro-Bedoya-2021-1,2021,810000.00,1023333.00
442,Jaroslaw-Niezgoda-2023-1,2023,850000.00,1019244.00
443,Héber-2023-1,2023,930000.00,1019000.00
444,Bobby-Wood-2022-1,2022,925000.00,1018161.00
446,Kamil-Jozwiak-2022-1,2022,900000.00,1017000.00
448,Leandro-González-Pirez-2021-1,2021,849996.00,1010246.00
450,Kamohelo-Mokotjo-2021-1,2021,925000.00,1007969.00
452,Ilie-Sánchez-2021-1,2021,1000000.00,1000000.00
454,Johnny-Russell-2023-1,2023,1000000.00,1000000.00
455,Facundo-Torres-2023-1,2023,640000.00,993200.00
456,Alessandro-Schöpf-2023-1,2023,900000.00,992500.00
457,Samuel-Grandsir-2022-1,2022,900000.00,988427.00
459,Cristian-Roldan-2022-1,2022,860000.00,981542.00
461,Walker-Zimmerman-2021-1,2021,925000.00,981050.00
463,Jaroslaw-Niezgoda-2022-1,2022,807500.00,976758.00
466,Matías-Pellegrini-2022-1,2022,875000.00,970833.00
469,Bobby-Wood-2021-1,2021,875000.00,968161.00
470,Emanuel-Reynoso-2021-1,2021,750000.00,966910.00
474,Rándall-Leal-2022-1,2022,850000.00,965000.00
476,Felipe-Mora-2022-1,2022,875000.00,955000.00
478,Facundo-Torres-2022-1,2022,600000.00,953200.00
480,Robin-Lod-2021-1,2021,849996.00,952496.00
482,Robin-Lod-2022-1,2022,849996.00,952496.00
484,Julián-Carranza-2023-1,2023,950000.00,950000.00
485,Ruben-Gabrielsen-2022-1,2022,950000.00,950000.00
488,Andrés-Ríos-2021-1,2021,870000.00,939250.00
490,Dario-Zuparic-2023-1,2023,735000.00,939200.00
491,Sean-Davis-2023-1,2023,825000.00,939000.00
492,Samuel-Grandsir-2021-1,2021,850000.00,938427.00
494,Pedro-Gallese-2023-1,2023,720000.00,937333.00
495,Jesús-Jiménez-2022-1,2022,815000.00,934927.00
497,Francisco-Calvo-2022-1,2022,866087.00,925937.00
498,Aaron-Long-2021-1,2021,895000.00,925000.00
500,Antônio-Carlos-2022-1,2022,900000.00,925000.00
502,Antônio-Carlos-2023-1,2023,900000.00,925000.00
503,Sebastian-Lletget-2021-1,2021,800000.00,923750.00
510,Gadi-Kinda-2021-1,2021,850000.00,918000.00
514,Gadi-Kinda-2023-1,2023,850000.00,918000.00
515,Ravel-Morrison-2022-1,2022,850000.00,917844.00
516,Kacper-Przybylko-2021-1,2021,825000.00,916250.00
518,Diego-Valeri-2021-1,2021,765000.00,914875.00
520,Héber-2022-1,2022,825000.00,914000.00
522,Martín-Ojeda-2023-1,2023,840000.00,912600.00
523,Jeremy-Ebobisse-2023-1,2023,763980.00,909863.00
525,Carlos-Fierro-2021-1,2021,850000.00,908800.00
527,Jaroslaw-Niezgoda-2021-1,2021,739500.00,908758.00
529,Paxton-Pomykal-2023-1,2023,800000.00,908000.00
530,Felipe-Mora-2021-1,2021,825000.00,905000.00
532,Francisco-Calvo-2021-1,2021,830000.00,902600.00
534,Julián-Carranza-2022-1,2022,900000.00,900000.00
536,Adrián-Cubas-2022-1,2022,900000.00,900000.00
537,Adrián-Cubas-2023-1,2023,900000.00,900000.00
538,Emerson-Hyndman-2021-1,2021,900000.00,900000.00
540,Matt-Hedges-2022-1,2022,900000.00,900000.00
542,Eloy-Room-2023-1,2023,815000.00,898000.00
543,Andre-Blake-2023-1,2023,775000.00,894375.00
546,Victor-Pálsson-2023-1,2023,875000.00,892500.00
547,Alessandro-Schöpf-2022-1,2022,800000.00,892500.00
548,Facundo-Quignón-2023-1,2023,836000.00,890627.00
549,Auston-Trusty-2022-1,2022,718000.00,890292.00
550,Chris-Mavinga-2021-1,2021,850000.00,887500.00
552,Przemyslaw-Frankowski-2021-1,2021,675000.00,886688.00
553,Romell-Quioto-2021-1,2021,800000.00,885000.00
555,Romell-Quioto-2022-1,2022,800000.00,885000.00
556,Jan-Gregus-2021-1,2021,750000.00,883500.00
558,Eloy-Room-2022-1,2022,800000.00,883000.00
560,Cristian-Roldan-2021-1,2021,760000.00,881542.00
562,Jonathan-Osorio-2021-1,2021,850000.00,876250.00
564,DeAndre-Yedlin-2023-1,2023,825000.00,873750.00
565,Derrick-Williams-2023-1,2023,800000.00,871458.00
566,Aníbal-Godoy-2022-1,2022,800000.00,871250.00
568,Andre-Blake-2022-1,2022,750000.00,869375.00
570,Antônio-Carlos-2021-1,2021,840000.00,865000.00
572,Pedro-Santos-2021-1,2021,817560.00,864560.00
574,Victor-Pálsson-2022-1,2022,850000.00,863125.00
575,Javier-López-2021-1,2021,860000.00,860000.00
577,Javier-López-2022-1,2022,860000.00,860000.00
578,Raoul-Petretta-2023-1,2023,625000.00,856625.00
579,Rayan-Raveloson-2021-1,2021,780000.00,855025.00
580,Rayan-Raveloson-2022-1,2022,780000.00,855025.00
582,Rudy-Camacho-2021-1,2021,800000.00,851653.00
583,Ashley-Westwood-2023-1,2023,750000.00,850000.00
584,Wil-Trapp-2023-1,2023,850000.00,850000.00
585,Remi-Walter-2023-1,2023,850000.00,850000.00
587,Matt-Hedges-2021-1,2021,850000.00,850000.00
590,DeAndre-Yedlin-2022-1,2022,800000.00,848750.00
592,Jack-Elliott-2023-1,2023,750000.00,843750.00
593,Christian-Ramirez-2021-1,2021,775000.00,841250.00
594,Facundo-Quignón-2021-1,2021,786000.00,840627.00
595,Facundo-Quignón-2022-1,2022,786000.00,840627.00
597,Tyler-Blackett-2022-1,2022,840000.00,840000.00
598,Jean-Mota-2023-1,2023,750000.00,828750.00
599,Mathías-Laborda-2023-1,2023,760000.00,828625.00
600,Mark-Delgado-2023-1,2023,750000.00,826250.00
601,Gregore-2023-1,2023,725000.00,826000.00
602,Jack-Price-2023-1,2023,762500.00,825000.00
603,Milos-Degenek-2023-1,2023,725000.00,823500.00
604,Ignacio-Aliseda-2021-1,2021,600000.00,821501.00
606,Derrick-Williams-2021-1,2021,750000.00,821458.00
608,Derrick-Williams-2022-1,2022,750000.00,821458.00
610,Aníbal-Godoy-2023-1,2023,750000.00,821250.00
611,Aaron-Herrera-2023-1,2023,725000.00,820220.00
612,Anderson-Julio-2022-1,2022,750000.00,820000.00
613,Anderson-Julio-2023-1,2023,750000.00,820000.00
614,Romain-Métanire-2022-1,2022,720000.00,819250.00
616,Daniel-Royer-2021-1,2021,750000.00,818750.00
618,Cristian-Dájome-2022-1,2022,750000.00,815625.00
620,Steve-Birnbaum-2023-1,2023,815000.00,815000.00
621,Sergio-Santos-2023-1,2023,700000.00,814375.00
622,Alexander-Callens-2022-1,2022,750000.00,814000.00
624,Milos-Degenek-2022-1,2022,715000.00,812000.00
626,Luis-Amarilla-2023-1,2023,675000.00,810000.00
628,Ronald-Matarrita-2022-1,2022,750000.00,806875.00
630,Shaq-Moore-2023-1,2023,725000.00,806500.00
631,Brad-Guzan-2021-1,2021,805000.00,805000.00
633,Jean-Mota-2022-1,2022,700000.00,805000.00
635,Gregore-2022-1,2022,700000.00,801000.00
637,Tomas-Ostrak-2023-1,2023,700000.00,801000.00
638,Remi-Walter-2022-1,2022,800000.00,800000.00
640,Gyasi-Zardes-2023-1,2023,800000.00,800000.00
641,Anton-Tinnerholm-2022-1,2022,750000.00,800000.00
643,Yordy-Reyna-2022-1,2022,797500.00,797500.00
645,Aaron-Herrera-2022-1,2022,700000.00,795220.00
646,Jack-Elliott-2022-1,2022,700000.00,793750.00
648,Héber-2021-1,2021,785000.00,788750.00
650,Corentin-Jean-2022-1,2022,720000.00,788400.00
651,Corentin-Jean-2023-1,2023,720000.00,788400.00
652,Jackson-Yueill-2023-1,2023,750000.00,786875.00
653,Justen-Glad-2023-1,2023,725000.00,785031.00
654,Luis-Amarilla-2022-1,2022,650000.00,785000.00
656,Maxime-Chanot-2021-1,2021,785000.00,785000.00
658,Wil-Trapp-2022-1,2022,784875.00,784875.00
660,Steven-Moreira-2023-1,2023,700000.00,782708.00
661,Júnior-Urso-2022-1,2022,750000.00,780000.00
663,Shaq-Moore-2022-1,2022,700000.00,779400.00
664,Taty-Castellanos-2021-1,2021,600000.00,776000.00
665,Yordy-Reyna-2021-1,2021,711500.00,774640.00
667,José-Antonio-Martínez-2023-1,2023,700000.00,773000.00
669,Aníbal-Godoy-2021-1,2021,700000.00,771667.00
671,Sigurd-Rosted-2023-1,2023,763636.00,768636.00
672,Dario-Zuparic-2022-1,2022,750000.00,766667.00
673,Jeremy-Ebobisse-2022-1,2022,620734.00,766617.00
675,Efrain-Álvarez-2023-1,2023,660000.00,766500.00
676,Matheus-Rossetto-2023-1,2023,650000.00,764375.00
677,Alexander-Callens-2021-1,2021,700000.00,764000.00
679,Steve-Birnbaum-2022-1,2022,750000.00,762500.00
681,Julian-Gressel-2021-1,2021,705000.00,760781.00
683,Braian-Cufré-2023-1,2023,672000.00,757800.00
684,Ronald-Matarrita-2021-1,2021,700000.00,756875.00
687,Djordje-Mihailovic-2022-1,2022,700000.00,751875.00
688,Julián-Carranza-2021-1,2021,750000.00,750000.00
691,Xavier-Arreaga-2023-1,2023,750000.00,750000.00
692,Wil-Trapp-2021-1,2021,747500.00,747500.00
694,Bakaye-Dibassy-2022-1,2022,650000.00,743125.00
696,Yeimar-Gómez-Andrade-2023-1,2023,672732.00,741820.00
698,Jakob-Glesnes-2022-1,2022,675000.00,739063.00
700,Miles-Robinson-2022-1,2022,700000.00,737500.00
702,Jackson-Yueill-2022-1,2022,700000.00,736875.00
704,Maximiliano-Urruti-2023-1,2023,700000.00,736250.00
705,Kevin-Molino-2023-1,2023,735367.00,735367.00
706,Justen-Glad-2022-1,2022,675000.00,735031.00
709,Júnior-Urso-2021-1,2021,700000.00,730000.00
711,Oswaldo-Alanís-2021-1,2021,630000.00,730000.00
713,Sergio-Santos-2021-1,2021,660000.00,728500.00
715,Mark-Delgado-2022-1,2022,650000.00,726250.00
717,Jack-Price-2022-1,2022,662500.00,725000.00
719,Dax-McCarty-2021-1,2021,725000.00,725000.00
